"feature id","feature label","shid","geoid","Employment Occupation Management (2020-2024)","Employment Occupation Business and Finance (2020-2024)","Employment Occupation Computer and Mathematical (2020-2024)","Employment Occupation Architecture and Engineering (2020-2024)","Employment Occupation Life, Physical, and Social Science (2020-2024)","Employment Occupation Community and Social Service (2020-2024)","Employment Occupation Legal (2020-2024)","Employment Occupation Education, Training and Library (2020-2024)","Employment Occupation Arts, Design, Entertainment, Sports and Media (2020-2024)","Employment Occupation Health Diagnosis and Treating Practitioners (2020-2024)","Employment Occupation Health Technologist and Technicians (2020-2024)","Employment Occupation Healthcare Support (2020-2024)","Employment Occupation Fire Fighting and Prevention (2020-2024)","Employment Occupation Law Enforcement (2020-2024)","Employment Occupation Food Preparation and Serving (2020-2024)","Employment Occupation Building, Grounds Cleaning, and Maintenance (2020-2024)","Employment Occupation Personal Care and Service (2020-2024)","Employment Occupation Sales (2020-2024)","Employment Occupation Office and Administrative Support (2020-2024)","Employment Occupation Farming, Fishing and Forestry (2020-2024)","Employment Occupation Construction and Extraction (2020-2024)","Employment Occupation Installation, Maintenance, and Repair (2020-2024)","Employment Occupation Production (2020-2024)","Employment Occupation Transportation (2020-2024)","Employment Occupation Material Moving (2020-2024)"
"publicpolygonfeature:5:63405","ZIP Code 94112","country:us/state:ca/zip:94112","94112","4434","3040","3035","847","673","485","402","2152","921","1078","813","2303","619","223","2213","2187","1552","2676","4307","110","1695","817","1668","1564","1202"
"publicpolygonfeature:5:63439","ZIP Code 94021","country:us/state:ca/zip:94021","94021","89","13","12","0","27","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:63449","ZIP Code 94027","country:us/state:ca/zip:94027","94027","832","477","211","123","53","28","53","117","148","135","12","17","14","0","40","40","79","164","159","8","6","0","25","4","18"
"publicpolygonfeature:5:63453","ZIP Code 94114","country:us/state:ca/zip:94114","94114","4639","2840","3121","894","847","265","843","1221","1496","1355","148","313","96","59","346","208","420","1120","838","0","242","35","145","253","137"
"publicpolygonfeature:5:63455","ZIP Code 94115","country:us/state:ca/zip:94115","94115","4174","2930","2403","534","455","224","585","913","1156","947","117","391","262","22","546","112","382","1755","1292","0","233","8","138","196","159"
"publicpolygonfeature:5:63458","ZIP Code 94116","country:us/state:ca/zip:94116","94116","3077","1739","1631","731","730","256","615","1521","1218","1514","268","922","268","242","835","451","370","1702","1946","16","271","208","590","530","322"
"publicpolygonfeature:5:63490","ZIP Code 94014","country:us/state:ca/zip:94014","94014","2033","1428","1142","447","124","265","88","767","534","1281","646","1371","441","88","1446","1738","739","2241","2769","196","1284","615","1375","1328","897"
"publicpolygonfeature:5:63510","ZIP Code 94015","country:us/state:ca/zip:94015","94015","3658","2153","1512","863","502","447","373","1592","865","1857","894","1991","664","261","2134","982","698","2947","4740","0","1275","754","941","1801","1604"
"publicpolygonfeature:5:63515","ZIP Code 94117","country:us/state:ca/zip:94117","94117","4763","2962","3687","930","770","291","774","1392","1578","1582","94","117","175","18","909","188","272","1709","1445","0","160","232","292","233","156"
"publicpolygonfeature:5:63528","ZIP Code 94118","country:us/state:ca/zip:94118","94118","3937","2537","2687","750","549","499","729","1577","1275","1062","309","449","138","0","672","277","422","1987","1665","0","170","209","265","208","440"
"publicpolygonfeature:5:63543","ZIP Code 94002","country:us/state:ca/zip:94002","94002","2454","1434","1995","865","735","227","194","829","748","848","96","116","124","40","361","104","491","854","472","8","234","169","199","277","143"
"publicpolygonfeature:5:63544","ZIP Code 94005","country:us/state:ca/zip:94005","94005","438","164","314","61","121","24","39","101","75","117","13","109","56","0","95","0","91","93","189","21","29","42","25","103","0"
