"feature id","feature label","shid","geoid","Employment Occupation Management (2020-2024)","Employment Occupation Business and Finance (2020-2024)","Employment Occupation Computer and Mathematical (2020-2024)","Employment Occupation Architecture and Engineering (2020-2024)","Employment Occupation Life, Physical, and Social Science (2020-2024)","Employment Occupation Community and Social Service (2020-2024)","Employment Occupation Legal (2020-2024)","Employment Occupation Education, Training and Library (2020-2024)","Employment Occupation Arts, Design, Entertainment, Sports and Media (2020-2024)","Employment Occupation Health Diagnosis and Treating Practitioners (2020-2024)","Employment Occupation Health Technologist and Technicians (2020-2024)","Employment Occupation Healthcare Support (2020-2024)","Employment Occupation Fire Fighting and Prevention (2020-2024)","Employment Occupation Law Enforcement (2020-2024)","Employment Occupation Food Preparation and Serving (2020-2024)","Employment Occupation Building, Grounds Cleaning, and Maintenance (2020-2024)","Employment Occupation Personal Care and Service (2020-2024)","Employment Occupation Sales (2020-2024)","Employment Occupation Office and Administrative Support (2020-2024)","Employment Occupation Farming, Fishing and Forestry (2020-2024)","Employment Occupation Construction and Extraction (2020-2024)","Employment Occupation Installation, Maintenance, and Repair (2020-2024)","Employment Occupation Production (2020-2024)","Employment Occupation Transportation (2020-2024)","Employment Occupation Material Moving (2020-2024)"
"publicpolygonfeature:5:41488","ZIP Code 28168","country:us/state:nc/zip:28168","28168","404","171","23","55","39","96","104","371","99","274","92","175","61","83","148","109","38","477","345","35","405","319","657","215","118"
"publicpolygonfeature:5:41490","ZIP Code 28170","country:us/state:nc/zip:28170","28170","214","96","25","15","69","25","21","164","0","105","131","189","6","41","223","147","93","309","279","17","155","32","1216","178","286"
"publicpolygonfeature:5:41491","ZIP Code 28173","country:us/state:nc/zip:28173","28173","6381","3754","1924","1008","191","588","400","2120","957","1872","314","249","421","299","1106","539","674","3821","2293","41","888","711","840","490","887"
"publicpolygonfeature:5:41492","ZIP Code 28174","country:us/state:nc/zip:28174","28174","234","222","96","26","22","28","0","402","34","112","43","182","20","20","615","187","136","245","468","18","416","214","332","153","213"
"publicpolygonfeature:5:41493","ZIP Code 28202","country:us/state:nc/zip:28202","28202","2104","2281","1272","572","104","318","322","626","365","420","61","200","90","43","416","192","179","1193","738","61","328","111","308","371","285"
"publicpolygonfeature:5:41494","ZIP Code 28203","country:us/state:nc/zip:28203","28203","2033","3664","1476","546","206","98","366","568","436","957","227","141","35","89","324","80","213","1487","777","23","88","71","199","351","152"
"publicpolygonfeature:5:41495","ZIP Code 28214","country:us/state:nc/zip:28214","28214","2427","1655","1215","880","96","547","261","768","282","533","383","608","136","110","1385","588","564","2258","2841","9","1334","532","1130","1395","1350"
"publicpolygonfeature:5:41496","ZIP Code 28215","country:us/state:nc/zip:28215","28215","2952","2061","1728","488","90","707","279","1610","345","985","806","1630","413","193","1802","1452","630","2506","3840","60","3019","642","1528","1764","2204"
"publicpolygonfeature:5:41497","ZIP Code 28216","country:us/state:nc/zip:28216","28216","4104","2184","935","486","132","729","251","1885","564","841","428","1267","702","153","1246","1312","496","2682","3298","91","1452","1008","1577","1722","2021"
"publicpolygonfeature:5:41498","ZIP Code 28217","country:us/state:nc/zip:28217","28217","1534","1366","1335","324","101","314","205","424","244","243","281","573","107","22","901","916","340","1540","2003","0","1934","467","1093","685","1066"
"publicpolygonfeature:5:41499","ZIP Code 28227","country:us/state:nc/zip:28227","28227","3879","2262","1127","440","59","509","279","1656","789","1048","367","875","267","12","1341","1351","361","3340","3456","76","2058","595","1465","1440","1565"
"publicpolygonfeature:5:41500","ZIP Code 28244","country:us/state:nc/zip:28244","28244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41501","ZIP Code 28262","country:us/state:nc/zip:28262","28262","3592","2226","3025","575","78","576","411","1579","261","899","455","673","422","102","1420","688","1237","2197","3612","65","920","478","1204","1658","1301"
