"feature id","feature label","shid","geoid","Employment Occupation Management (2020-2024)","Employment Occupation Business and Finance (2020-2024)","Employment Occupation Computer and Mathematical (2020-2024)","Employment Occupation Architecture and Engineering (2020-2024)","Employment Occupation Life, Physical, and Social Science (2020-2024)","Employment Occupation Community and Social Service (2020-2024)","Employment Occupation Legal (2020-2024)","Employment Occupation Education, Training and Library (2020-2024)","Employment Occupation Arts, Design, Entertainment, Sports and Media (2020-2024)","Employment Occupation Health Diagnosis and Treating Practitioners (2020-2024)","Employment Occupation Health Technologist and Technicians (2020-2024)","Employment Occupation Healthcare Support (2020-2024)","Employment Occupation Fire Fighting and Prevention (2020-2024)","Employment Occupation Law Enforcement (2020-2024)","Employment Occupation Food Preparation and Serving (2020-2024)","Employment Occupation Building, Grounds Cleaning, and Maintenance (2020-2024)","Employment Occupation Personal Care and Service (2020-2024)","Employment Occupation Sales (2020-2024)","Employment Occupation Office and Administrative Support (2020-2024)","Employment Occupation Farming, Fishing and Forestry (2020-2024)","Employment Occupation Construction and Extraction (2020-2024)","Employment Occupation Installation, Maintenance, and Repair (2020-2024)","Employment Occupation Production (2020-2024)","Employment Occupation Transportation (2020-2024)","Employment Occupation Material Moving (2020-2024)"
"publicpolygonfeature:5:43582","ZIP Code 33701","country:us/state:fl/zip:33701","33701","1822","850","471","167","281","314","321","437","744","554","153","76","39","38","710","182","225","864","698","15","185","89","206","262","59"
"publicpolygonfeature:5:43583","ZIP Code 33702","country:us/state:fl/zip:33702","33702","2011","1693","725","383","114","114","306","566","426","858","317","372","48","94","925","298","434","1730","1514","16","406","538","594","461","630"
"publicpolygonfeature:5:43584","ZIP Code 33703","country:us/state:fl/zip:33703","33703","1847","1391","857","237","254","84","390","941","483","949","273","239","125","57","564","368","288","1780","1166","33","367","188","419","337","227"
"publicpolygonfeature:5:43585","ZIP Code 33704","country:us/state:fl/zip:33704","33704","1629","959","274","198","179","63","338","522","276","526","145","165","60","117","635","86","179","956","677","28","118","274","158","200","77"
"publicpolygonfeature:5:43586","ZIP Code 33712","country:us/state:fl/zip:33712","33712","1265","1008","232","142","100","241","116","675","267","604","344","848","174","13","1017","458","275","1102","1289","0","178","429","636","611","552"
"publicpolygonfeature:5:43587","ZIP Code 33713","country:us/state:fl/zip:33713","33713","2355","1386","680","321","291","217","387","760","442","751","623","671","273","136","920","461","612","1669","2243","0","734","633","1309","507","499"
"publicpolygonfeature:5:43588","ZIP Code 33714","country:us/state:fl/zip:33714","33714","642","393","264","147","93","115","138","257","236","317","213","285","55","13","750","333","315","1168","900","14","399","607","731","333","301"
"publicpolygonfeature:5:43589","ZIP Code 33715","country:us/state:fl/zip:33715","33715","621","311","179","46","50","4","90","202","27","164","26","56","28","9","90","24","80","516","275","13","5","271","6","66","38"
"publicpolygonfeature:5:43590","ZIP Code 33716","country:us/state:fl/zip:33716","33716","1445","1105","582","243","211","153","188","526","324","759","252","413","138","19","1026","230","435","1936","963","0","165","29","863","565","375"
"publicpolygonfeature:5:43591","ZIP Code 33744","country:us/state:fl/zip:33744","33744","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:43592","ZIP Code 33755","country:us/state:fl/zip:33755","33755","1114","969","576","138","169","801","151","795","194","440","337","763","77","25","987","388","394","1368","2080","50","852","398","527","530","309"
"publicpolygonfeature:5:43593","ZIP Code 33759","country:us/state:fl/zip:33759","33759","1290","388","456","129","80","22","64","398","139","291","152","98","19","122","502","397","203","738","792","27","440","207","195","235","203"
"publicpolygonfeature:5:43594","ZIP Code 33760","country:us/state:fl/zip:33760","33760","785","556","308","131","95","85","39","341","297","462","805","522","70","0","724","277","275","1343","1214","0","732","152","505","333","150"
"publicpolygonfeature:5:43595","ZIP Code 33761","country:us/state:fl/zip:33761","33761","723","691","204","77","17","135","194","806","241","437","103","87","61","167","474","493","146","682","1091","33","298","217","163","343","181"
"publicpolygonfeature:5:43596","ZIP Code 33762","country:us/state:fl/zip:33762","33762","481","266","102","313","67","45","20","164","57","204","20","20","63","0","156","49","14","293","214","0","16","27","95","58","0"
"publicpolygonfeature:5:43597","ZIP Code 33763","country:us/state:fl/zip:33763","33763","852","596","278","53","87","66","40","353","171","204","289","202","138","63","548","248","160","992","1060","8","551","425","474","255","448"
"publicpolygonfeature:5:43599","ZIP Code 33764","country:us/state:fl/zip:33764","33764","1696","996","581","186","57","198","193","469","204","847","278","465","235","105","1003","502","342","1992","1562","28","563","169","762","348","307"
"publicpolygonfeature:5:43600","ZIP Code 33765","country:us/state:fl/zip:33765","33765","693","482","310","162","21","208","59","251","85","272","36","198","97","127","483","218","273","716","933","0","491","115","347","268","75"
"publicpolygonfeature:5:43601","ZIP Code 33767","country:us/state:fl/zip:33767","33767","754","288","144","88","22","37","32","54","43","195","64","27","50","7","32","10","35","571","222","0","79","84","30","63","0"
"publicpolygonfeature:5:43602","ZIP Code 33770","country:us/state:fl/zip:33770","33770","980","985","529","91","28","296","92","564","338","671","184","444","112","165","839","308","198","965","1696","266","465","499","358","402","253"
"publicpolygonfeature:5:43603","ZIP Code 33771","country:us/state:fl/zip:33771","33771","1079","646","476","176","55","203","135","683","416","479","266","552","205","142","658","495","478","1304","1899","18","704","455","596","259","536"
"publicpolygonfeature:5:43604","ZIP Code 33773","country:us/state:fl/zip:33773","33773","1135","694","406","264","87","159","155","380","39","586","573","158","98","47","518","156","250","927","1169","0","293","421","303","183","192"
