"feature id","feature label","shid","geoid","Employment Occupation Management (2020-2024)","Employment Occupation Business and Finance (2020-2024)","Employment Occupation Computer and Mathematical (2020-2024)","Employment Occupation Architecture and Engineering (2020-2024)","Employment Occupation Life, Physical, and Social Science (2020-2024)","Employment Occupation Community and Social Service (2020-2024)","Employment Occupation Legal (2020-2024)","Employment Occupation Education, Training and Library (2020-2024)","Employment Occupation Arts, Design, Entertainment, Sports and Media (2020-2024)","Employment Occupation Health Diagnosis and Treating Practitioners (2020-2024)","Employment Occupation Health Technologist and Technicians (2020-2024)","Employment Occupation Healthcare Support (2020-2024)","Employment Occupation Fire Fighting and Prevention (2020-2024)","Employment Occupation Law Enforcement (2020-2024)","Employment Occupation Food Preparation and Serving (2020-2024)","Employment Occupation Building, Grounds Cleaning, and Maintenance (2020-2024)","Employment Occupation Personal Care and Service (2020-2024)","Employment Occupation Sales (2020-2024)","Employment Occupation Office and Administrative Support (2020-2024)","Employment Occupation Farming, Fishing and Forestry (2020-2024)","Employment Occupation Construction and Extraction (2020-2024)","Employment Occupation Installation, Maintenance, and Repair (2020-2024)","Employment Occupation Production (2020-2024)","Employment Occupation Transportation (2020-2024)","Employment Occupation Material Moving (2020-2024)"
"publicpolygonfeature:5:59997","ZIP Code 78660","country:us/state:tx/zip:78660","78660","8296","7237","6310","2663","521","1024","706","4098","1625","2736","937","1049","402","371","2624","1802","1564","6016","6906","7","2081","1840","3085","2840","1862"
"publicpolygonfeature:5:59998","ZIP Code 78661","country:us/state:tx/zip:78661","78661","7","25","0","0","0","0","0","15","0","0","0","0","0","0","15","10","6","42","115","18","4","22","51","18","27"
"publicpolygonfeature:5:59999","ZIP Code 78662","country:us/state:tx/zip:78662","78662","157","36","0","10","31","0","77","51","68","31","0","0","18","15","112","113","0","80","144","0","172","122","87","142","167"
"publicpolygonfeature:5:60002","ZIP Code 78664","country:us/state:tx/zip:78664","78664","3950","2636","3101","1247","445","530","205","1313","673","1104","560","1018","322","308","1998","1043","745","3421","4512","12","1332","1171","2152","1041","1082"
"publicpolygonfeature:5:60003","ZIP Code 78666","country:us/state:tx/zip:78666","78666","3116","2466","1122","630","707","701","427","4100","1021","970","1057","762","872","399","6044","1836","1385","5590","4856","145","2354","1222","1920","1944","2395"
"publicpolygonfeature:5:60004","ZIP Code 78669","country:us/state:tx/zip:78669","78669","1331","684","182","184","29","175","121","270","137","271","41","89","28","11","210","65","214","804","472","0","249","46","69","87","140"
"publicpolygonfeature:5:60005","ZIP Code 78676","country:us/state:tx/zip:78676","78676","886","347","196","144","66","44","128","567","212","313","72","95","124","4","209","201","164","501","748","32","440","232","199","109","279"
"publicpolygonfeature:5:60007","ZIP Code 78681","country:us/state:tx/zip:78681","78681","4820","2279","4025","1244","245","364","314","2016","409","1248","302","424","233","174","1288","253","755","3436","2563","0","928","785","489","645","859"
"publicpolygonfeature:5:60008","ZIP Code 78717","country:us/state:tx/zip:78717","78717","3343","2069","3670","1474","264","285","134","1197","553","887","402","140","236","42","451","163","552","2071","2291","0","348","151","217","397","249"
"publicpolygonfeature:5:60009","ZIP Code 78719","country:us/state:tx/zip:78719","78719","78","12","27","0","0","13","47","0","0","0","0","8","0","0","18","0","0","31","52","5","153","92","132","70","20"
"publicpolygonfeature:5:60010","ZIP Code 78721","country:us/state:tx/zip:78721","78721","1083","618","508","254","36","114","178","294","570","236","40","214","45","28","390","202","99","551","174","29","347","80","120","80","89"
"publicpolygonfeature:5:60011","ZIP Code 78722","country:us/state:tx/zip:78722","78722","876","509","671","106","122","57","140","353","340","166","17","30","4","0","101","38","40","297","182","0","29","109","83","0","0"
"publicpolygonfeature:5:60012","ZIP Code 78723","country:us/state:tx/zip:78723","78723","3087","2400","1477","428","481","353","491","1509","1173","954","319","456","252","64","750","664","387","1587","1948","0","1035","246","455","485","357"
"publicpolygonfeature:5:60013","ZIP Code 78724","country:us/state:tx/zip:78724","78724","1608","1337","580","382","201","495","159","436","254","435","166","525","198","130","914","763","187","1781","1648","36","1427","199","507","380","499"
"publicpolygonfeature:5:60014","ZIP Code 78725","country:us/state:tx/zip:78725","78725","716","956","306","286","45","82","44","226","85","97","191","148","124","0","118","538","24","728","1003","0","462","88","349","310","123"
"publicpolygonfeature:5:60015","ZIP Code 78726","country:us/state:tx/zip:78726","78726","1386","965","682","412","79","94","26","420","275","407","139","155","182","0","580","77","160","868","718","0","47","146","111","73","214"
"publicpolygonfeature:5:60016","ZIP Code 78727","country:us/state:tx/zip:78727","78727","2222","1498","3162","834","350","237","203","918","391","870","137","252","137","27","649","297","473","1814","1798","9","379","410","426","285","111"
"publicpolygonfeature:5:60017","ZIP Code 78728","country:us/state:tx/zip:78728","78728","2275","1704","1761","721","148","178","76","934","336","635","252","195","197","72","565","415","276","1715","2082","0","443","270","556","774","503"
"publicpolygonfeature:5:60018","ZIP Code 78729","country:us/state:tx/zip:78729","78729","2728","1945","1824","850","368","622","324","1226","550","576","354","284","62","32","1100","332","232","2108","1582","0","142","348","406","648","348"
"publicpolygonfeature:5:60019","ZIP Code 78730","country:us/state:tx/zip:78730","78730","1287","657","276","245","70","96","151","331","173","180","12","0","18","0","93","18","105","451","565","26","121","74","16","0","16"
"publicpolygonfeature:5:60020","ZIP Code 78731","country:us/state:tx/zip:78731","78731","2660","1319","1787","1116","248","83","999","1417","888","933","154","51","73","0","561","204","182","1323","922","0","133","85","163","139","127"
"publicpolygonfeature:5:60021","ZIP Code 78732","country:us/state:tx/zip:78732","78732","2384","946","815","227","36","87","53","243","542","760","64","64","187","0","276","0","119","1202","1090","0","116","170","106","488","102"
"publicpolygonfeature:5:60022","ZIP Code 78733","country:us/state:tx/zip:78733","78733","1060","372","187","262","85","49","116","231","144","248","90","86","87","44","155","50","43","364","130","0","87","66","63","84","70"
"publicpolygonfeature:5:60023","ZIP Code 78734","country:us/state:tx/zip:78734","78734","2368","689","780","452","126","54","142","385","305","462","175","269","16","82","309","541","162","1427","1094","0","203","335","243","196","93"
"publicpolygonfeature:5:60024","ZIP Code 78746","country:us/state:tx/zip:78746","78746","3214","1288","1201","621","237","158","662","959","511","1118","224","71","58","0","221","154","253","1495","685","12","190","56","261","84","39"
"publicpolygonfeature:5:60025","ZIP Code 78735","country:us/state:tx/zip:78735","78735","2343","1578","1283","422","206","120","331","532","480","649","228","142","79","16","221","194","150","1228","622","0","162","102","178","146","89"
"publicpolygonfeature:5:60026","ZIP Code 78736","country:us/state:tx/zip:78736","78736","1004","476","400","306","60","216","138","401","58","193","21","55","144","0","118","87","4","610","663","0","114","101","27","8","101"
"publicpolygonfeature:5:60027","ZIP Code 78737","country:us/state:tx/zip:78737","78737","2620","840","714","589","147","204","515","863","488","710","29","88","105","106","327","98","331","1166","937","0","156","277","165","369","148"
"publicpolygonfeature:5:60028","ZIP Code 78747","country:us/state:tx/zip:78747","78747","1789","1175","588","554","62","317","181","553","434","359","289","211","35","129","523","378","273","1293","1283","0","869","104","335","240","320"
"publicpolygonfeature:5:60029","ZIP Code 78748","country:us/state:tx/zip:78748","78748","4311","3876","2857","1256","518","481","651","2134","1744","994","396","501","312","160","1517","912","853","3880","2967","11","798","1098","750","1076","374"
"publicpolygonfeature:5:60030","ZIP Code 78738","country:us/state:tx/zip:78738","78738","3437","1958","727","738","285","404","120","408","524","621","282","0","10","21","474","67","440","2364","609","0","110","130","83","244","337"
"publicpolygonfeature:5:60031","ZIP Code 78739","country:us/state:tx/zip:78739","78739","2523","1223","1116","935","194","233","382","626","312","546","69","89","138","126","306","23","108","697","368","8","55","49","116","152","71"
"publicpolygonfeature:5:60032","ZIP Code 78741","country:us/state:tx/zip:78741","78741","3552","2484","2205","685","168","358","223","1363","1220","492","622","496","454","216","3183","1491","1038","3150","2358","43","1760","952","1018","711","1449"
