"feature id","feature label","shid","geoid","Employment Occupation Management (2020-2024)","Employment Occupation Business and Finance (2020-2024)","Employment Occupation Computer and Mathematical (2020-2024)","Employment Occupation Architecture and Engineering (2020-2024)","Employment Occupation Life, Physical, and Social Science (2020-2024)","Employment Occupation Community and Social Service (2020-2024)","Employment Occupation Legal (2020-2024)","Employment Occupation Education, Training and Library (2020-2024)","Employment Occupation Arts, Design, Entertainment, Sports and Media (2020-2024)","Employment Occupation Health Diagnosis and Treating Practitioners (2020-2024)","Employment Occupation Health Technologist and Technicians (2020-2024)","Employment Occupation Healthcare Support (2020-2024)","Employment Occupation Fire Fighting and Prevention (2020-2024)","Employment Occupation Law Enforcement (2020-2024)","Employment Occupation Food Preparation and Serving (2020-2024)","Employment Occupation Building, Grounds Cleaning, and Maintenance (2020-2024)","Employment Occupation Personal Care and Service (2020-2024)","Employment Occupation Sales (2020-2024)","Employment Occupation Office and Administrative Support (2020-2024)","Employment Occupation Farming, Fishing and Forestry (2020-2024)","Employment Occupation Construction and Extraction (2020-2024)","Employment Occupation Installation, Maintenance, and Repair (2020-2024)","Employment Occupation Production (2020-2024)","Employment Occupation Transportation (2020-2024)","Employment Occupation Material Moving (2020-2024)"
"publicpolygonfeature:5:60438","ZIP Code 80135","country:us/state:co/zip:80135","80135","454","150","100","23","15","15","11","235","47","87","43","20","26","16","33","5","10","196","134","11","115","66","21","70","47"
"publicpolygonfeature:5:60439","ZIP Code 80127","country:us/state:co/zip:80127","80127","4083","2164","1596","1267","454","331","278","1603","630","1255","450","364","357","285","881","170","740","2438","1945","11","711","704","438","396","320"
"publicpolygonfeature:5:60440","ZIP Code 80128","country:us/state:co/zip:80128","80128","2979","2023","1074","1054","193","375","349","995","427","821","278","494","290","92","858","337","508","2297","2114","62","659","600","393","474","543"
"publicpolygonfeature:5:60441","ZIP Code 80129","country:us/state:co/zip:80129","80129","2637","1620","1648","913","335","252","260","1126","384","950","246","147","145","168","456","164","487","2046","1026","0","210","178","357","525","116"
"publicpolygonfeature:5:60442","ZIP Code 80130","country:us/state:co/zip:80130","80130","2616","1611","1402","753","88","182","235","789","331","840","173","210","106","59","399","104","181","1418","879","0","183","150","161","222","154"
"publicpolygonfeature:5:60443","ZIP Code 80131","country:us/state:co/zip:80131","80131","7","24","31","0","0","0","0","0","23","0","6","0","7","0","0","0","10","22","12","0","0","8","11","0","0"
"publicpolygonfeature:5:60446","ZIP Code 80204","country:us/state:co/zip:80204","80204","3808","1841","1557","547","365","535","240","1077","808","882","279","252","237","0","1509","544","583","2348","1512","62","1138","524","510","500","547"
"publicpolygonfeature:5:60447","ZIP Code 80136","country:us/state:co/zip:80136","80136","369","208","118","16","27","0","0","57","148","121","15","25","19","41","113","114","126","231","248","0","153","134","142","254","51"
"publicpolygonfeature:5:60448","ZIP Code 80137","country:us/state:co/zip:80137","80137","122","36","30","9","0","24","0","24","0","34","22","65","2","25","10","0","9","53","153","0","115","47","10","22","0"
"publicpolygonfeature:5:60449","ZIP Code 80138","country:us/state:co/zip:80138","80138","3141","1435","1326","679","273","190","157","1362","653","776","203","387","222","275","814","268","549","2227","2193","0","563","529","427","449","427"
