"feature id","feature label","shid","geoid","Jobs - Accommodation and Food Services (2023)","Jobs - Administrative Support and Waste Management (2023)","Jobs - Agriculture, Forestry, Fishing, Hunting (2023)","Jobs - Arts, Entertainment and Recreation (2023)","Jobs - Construction (2023)","Jobs - Educational Services (2023)","Jobs - Finance and Insurance (2023)","Jobs - Health Care and Social Assistance (2023)","Jobs - Information (2023)","Jobs - Management (2023)","Jobs - Manufacturing (2023)","Jobs - Mining, Oil and Gas (2023)","Jobs - Other Services (2023)","Jobs - Professional, Technology and Science (2023)","Jobs - Public Administration (2023)","Jobs - Real Estate (2023)","Jobs - Retail Trade (2023)","Jobs - Transportation and Warehousing (2023)","Jobs - Utilities (2023)","Jobs - Wholesale Trade (2023)"
"publicpolygonfeature:5:63696","ZIP Code 94703","country:us/state:ca/zip:94703","94703","208","121","0","104","70","1022","18","1266","89","6","126","0","210","4817","0","242","496","0","0","45"
"publicpolygonfeature:5:63697","ZIP Code 94704","country:us/state:ca/zip:94704","94704","2880","314","0","965","181","856","461","1207","578","49","106","19","951","2145","866","297","902","47","0","57"
"publicpolygonfeature:5:63698","ZIP Code 94705","country:us/state:ca/zip:94705","94705","979","138","0","119","66","420","42","3360","561","0","104","0","337","634","0","58","650","5","7","51"
"publicpolygonfeature:5:63699","ZIP Code 94706","country:us/state:ca/zip:94706","94706","794","100","0","76","130","782","69","603","61","10","27","0","303","280","224","46","551","11","0","35"
"publicpolygonfeature:5:63700","ZIP Code 94708","country:us/state:ca/zip:94708","94708","1","20","0","3","89","145","10","100","107","0","8","0","94","1340","0","20","5","0","0","15"
"publicpolygonfeature:5:63701","ZIP Code 94709","country:us/state:ca/zip:94709","94709","724","30","0","95","69","16978","34","431","137","5","11","0","261","594","0","54","308","0","9","19"
"publicpolygonfeature:5:63702","ZIP Code 94710","country:us/state:ca/zip:94710","94710","1051","645","120","541","1303","743","94","1917","122","292","2786","0","766","3350","75","211","2181","51","4","906"
"publicpolygonfeature:5:63703","ZIP Code 94720","country:us/state:ca/zip:94720","94720","204","0","0","0","0","1","0","12","8","5","25","0","33","70","0","3","23","0","0","0"
"publicpolygonfeature:5:63704","ZIP Code 94801","country:us/state:ca/zip:94801","94801","310","817","23","54","1492","535","68","2563","10","5","2223","0","458","220","18","175","323","284","0","803"
"publicpolygonfeature:5:63705","ZIP Code 94803","country:us/state:ca/zip:94803","94803","223","189","0","78","221","389","52","585","63","0","18","0","229","166","0","29","250","77","0","5"
"publicpolygonfeature:5:63706","ZIP Code 94804","country:us/state:ca/zip:94804","94804","531","621","19","200","2331","1051","342","1607","164","119","2218","41","725","903","713","284","1854","615","53","1274"
"publicpolygonfeature:5:63707","ZIP Code 94805","country:us/state:ca/zip:94805","94805","376","156","0","44","96","272","63","347","5","0","43","0","120","79","110","16","518","6","0","44"
"publicpolygonfeature:5:63708","ZIP Code 94806","country:us/state:ca/zip:94806","94806","947","520","0","522","344","1591","151","2148","79","21","359","1","390","481","1709","155","1416","2775","3","137"
"publicpolygonfeature:5:63710","ZIP Code 94901","country:us/state:ca/zip:94901","94901","1696","1305","0","461","2814","1521","392","2627","342","586","701","0","1359","2071","724","457","3235","696","98","513"
"publicpolygonfeature:5:63712","ZIP Code 94903","country:us/state:ca/zip:94903","94903","754","734","8","311","1008","1682","343","4940","344","1023","259","0","1146","1054","2029","162","795","189","0","173"
"publicpolygonfeature:5:63713","ZIP Code 94904","country:us/state:ca/zip:94904","94904","296","81","1","92","139","858","173","3521","32","1","17","0","248","218","19","116","671","81","0","107"
"publicpolygonfeature:5:63714","ZIP Code 94920","country:us/state:ca/zip:94920","94920","234","97","7","222","212","221","82","248","41","4","31","0","257","365","76","140","191","15","20","29"
"publicpolygonfeature:5:63718","ZIP Code 94924","country:us/state:ca/zip:94924","94924","56","4","18","4","29","0","1","11","6","0","0","0","89","24","0","4","23","0","6","4"
"publicpolygonfeature:5:63719","ZIP Code 94925","country:us/state:ca/zip:94925","94925","811","78","0","525","106","472","173","549","66","530","4","0","146","297","154","104","1768","4","255","100"
"publicpolygonfeature:5:63720","ZIP Code 94930","country:us/state:ca/zip:94930","94930","291","57","0","190","135","150","7","165","41","0","9","0","105","196","48","9","415","19","18","1"
"publicpolygonfeature:5:63722","ZIP Code 94933","country:us/state:ca/zip:94933","94933","19","8","4","4","5","0","0","46","0","0","0","0","0","4","0","2","0","0","0","5"
"publicpolygonfeature:5:63723","ZIP Code 94940","country:us/state:ca/zip:94940","94940","149","0","22","6","4","0","0","0","0","0","127","0","0","0","0","0","0","0","1","14"
"publicpolygonfeature:5:63725","ZIP Code 94937","country:us/state:ca/zip:94937","94937","122","9","22","28","26","7","5","2","19","0","0","0","16","1","0","2","2","0","12","0"
"publicpolygonfeature:5:63726","ZIP Code 94938","country:us/state:ca/zip:94938","94938","6","1","0","4","6","2","0","10","0","0","0","0","0","7","0","0","10","0","0","0"
"publicpolygonfeature:5:63727","ZIP Code 94939","country:us/state:ca/zip:94939","94939","596","160","0","149","88","620","299","459","323","15","63","0","473","566","84","97","151","160","0","160"
"publicpolygonfeature:5:63729","ZIP Code 94941","country:us/state:ca/zip:94941","94941","1456","748","11","311","386","1018","467","1129","127","60","86","0","592","1162","331","229","1604","14","26","231"
"publicpolygonfeature:5:63730","ZIP Code 94945","country:us/state:ca/zip:94945","94945","1000","275","0","237","1090","595","379","1703","128","15","143","0","251","1045","318","144","1590","23","108","300"
"publicpolygonfeature:5:63732","ZIP Code 94946","country:us/state:ca/zip:94946","94946","33","6","52","14","21","1","4","18","77","0","17","0","6","4","0","89","0","0","0","2"
"publicpolygonfeature:5:63733","ZIP Code 94947","country:us/state:ca/zip:94947","94947","199","260","0","108","389","452","20","1325","25","172","15","0","215","153","0","25","363","35","0","183"
"publicpolygonfeature:5:63734","ZIP Code 94949","country:us/state:ca/zip:94949","94949","780","2194","97","114","941","465","121","858","1295","88","2439","0","283","875","5","142","619","171","0","204"
"publicpolygonfeature:5:63735","ZIP Code 94950","country:us/state:ca/zip:94950","94950","11","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:63736","ZIP Code 94952","country:us/state:ca/zip:94952","94952","1984","809","808","365","1385","1458","220","1419","105","103","799","0","940","702","461","276","2102","587","23","582"
"publicpolygonfeature:5:63739","ZIP Code 94960","country:us/state:ca/zip:94960","94960","552","144","5","36","339","977","41","351","18","2","67","0","144","393","117","40","343","17","0","78"
"publicpolygonfeature:5:63740","ZIP Code 94963","country:us/state:ca/zip:94963","94963","19","0","2","7","19","54","0","39","0","0","0","0","0","4","0","3","5","0","0","0"
"publicpolygonfeature:5:63741","ZIP Code 94964","country:us/state:ca/zip:94964","94964","0","1","0","0","0","0","0","18","0","0","0","0","0","0","1731","0","0","0","0","0"
"publicpolygonfeature:5:63743","ZIP Code 94956","country:us/state:ca/zip:94956","94956","107","74","4","99","47","72","2","57","4","0","54","0","65","16","10","7","153","0","0","1"
"publicpolygonfeature:5:63744","ZIP Code 94957","country:us/state:ca/zip:94957","94957","38","5","2","41","5","237","9","104","2","34","0","3","56","7","27","23","47","0","0","2"
"publicpolygonfeature:5:63745","ZIP Code 94965","country:us/state:ca/zip:94965","94965","1633","338","9","165","272","261","231","277","178","60","289","0","478","712","100","188","715","18","16","271"
"publicpolygonfeature:5:63746","ZIP Code 94970","country:us/state:ca/zip:94970","94970","55","18","19","6","9","45","0","3","0","0","0","0","6","6","0","16","14","0","8","0"
"publicpolygonfeature:5:63747","ZIP Code 94971","country:us/state:ca/zip:94971","94971","0","18","27","0","5","62","0","0","18","0","23","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:63749","ZIP Code 94973","country:us/state:ca/zip:94973","94973","1","5","7","10","34","10","0","48","0","0","2","0","92","19","0","2","9","0","0","9"
"publicpolygonfeature:5:63826","ZIP Code 95219","country:us/state:ca/zip:95219","95219","1662","421","215","176","268","391","541","4069","91","262","6","0","89","814","202","414","1564","339","31","51"
"publicpolygonfeature:5:63933","ZIP Code 95391","country:us/state:ca/zip:95391","95391","37","30","0","15","45","678","7","181","2","0","6","0","31","83","0","17","47","126","65","7"
"publicpolygonfeature:5:6701475","ZIP Code 94188","country:us/state:ca/zip:94188","94188","36","25","0","0","5","0","76","1","0","0","0","0","0","0","0","29","99","11","0","26"
"publicpolygonfeature:5:6702208","ZIP Code 94018","country:us/state:ca/zip:94018","94018","31","13","0","3","49","56","6","40","0","0","60","0","7","33","46","8","44","4","6","5"
"publicpolygonfeature:22:928646","San Francisco-Oakland-Fremont, CA Area","country:us/state:ca/msa:san_francisco-oakland-fremont","41860","200211","143868","3845","44824","130090","187066","107224","383405","153995","45491","150430","1186","87140","343135","84886","41750","186785","102115","18819","71956"
