"feature id","feature label","shid","geoid","Housing Built 1939 or Earlier (2020-2024)","Housing Built 1940 to 1949 (2020-2024)","Housing Built 1950 to 1959 (2020-2024)","Housing Built 1960 to 1969 (2020-2024)","Housing Built 1970 to 1979 (2020-2024)","Housing Built 1980 to 1989 (2020-2024)","Housing Built 1990 to 1999 (2020-2024)","Housing Built 2000 to 2009 (2020-2024)","Housing Built 2010 to 2019 (2020-2024)","Housing Built 2020 or Later (2020-2024)"
"publicpolygonfeature:5:63645","ZIP Code 94553","country:us/state:ca/zip:94553","94553","1747","1114","2121","2546","4269","4184","2116","1019","514","47"
"publicpolygonfeature:5:63646","ZIP Code 94556","country:us/state:ca/zip:94556","94556","67","31","463","1826","2086","716","226","166","209","11"
"publicpolygonfeature:5:63649","ZIP Code 94560","country:us/state:ca/zip:94560","94560","499","229","1611","4146","2896","2683","1050","511","1745","645"
"publicpolygonfeature:5:63650","ZIP Code 94561","country:us/state:ca/zip:94561","94561","269","323","491","273","878","3395","3221","3409","1628","716"
"publicpolygonfeature:5:63651","ZIP Code 94563","country:us/state:ca/zip:94563","94563","363","967","2448","1261","1031","524","260","233","280","49"
"publicpolygonfeature:5:63652","ZIP Code 94564","country:us/state:ca/zip:94564","94564","132","187","1245","1894","1454","965","634","468","67","10"
"publicpolygonfeature:5:63653","ZIP Code 94565","country:us/state:ca/zip:94565","94565","1232","1346","2580","2437","6238","6874","3721","4149","2531","288"
"publicpolygonfeature:5:63655","ZIP Code 94568","country:us/state:ca/zip:94568","94568","117","73","340","3372","982","2633","2536","6768","7703","633"
"publicpolygonfeature:5:63656","ZIP Code 94569","country:us/state:ca/zip:94569","94569","192","0","0","0","0","18","0","0","0","0"
"publicpolygonfeature:5:63657","ZIP Code 94579","country:us/state:ca/zip:94579","94579","127","530","3413","587","927","348","712","128","78","0"
"publicpolygonfeature:5:63659","ZIP Code 94572","country:us/state:ca/zip:94572","94572","377","259","389","407","1048","340","110","241","19","0"
"publicpolygonfeature:5:63661","ZIP Code 94580","country:us/state:ca/zip:94580","94580","407","2337","4120","623","494","343","327","324","221","11"
"publicpolygonfeature:5:63662","ZIP Code 94582","country:us/state:ca/zip:94582","94582","62","10","124","53","346","2557","3262","7360","2958","49"
"publicpolygonfeature:5:63664","ZIP Code 94575","country:us/state:ca/zip:94575","94575","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:63666","ZIP Code 94577","country:us/state:ca/zip:94577","94577","3147","3043","2698","1919","1967","2522","601","990","554","53"
"publicpolygonfeature:5:63667","ZIP Code 94583","country:us/state:ca/zip:94583","94583","88","17","317","1623","4932","3248","2045","969","898","208"
"publicpolygonfeature:5:63668","ZIP Code 94586","country:us/state:ca/zip:94586","94586","134","10","26","26","62","34","20","18","27","2"
"publicpolygonfeature:5:63669","ZIP Code 94587","country:us/state:ca/zip:94587","94587","578","293","1362","2372","6676","4010","2947","2477","1120","66"
"publicpolygonfeature:5:63671","ZIP Code 94595","country:us/state:ca/zip:94595","94595","386","687","1315","2630","2211","1231","920","299","149","0"
"publicpolygonfeature:5:63672","ZIP Code 94588","country:us/state:ca/zip:94588","94588","31","151","336","1653","2506","2847","2973","736","1499","65"
"publicpolygonfeature:5:63677","ZIP Code 94597","country:us/state:ca/zip:94597","94597","153","700","1053","1360","1978","2678","1399","906","913","109"
"publicpolygonfeature:5:63678","ZIP Code 94598","country:us/state:ca/zip:94598","94598","288","216","1312","2960","3725","1226","733","277","137","54"
"publicpolygonfeature:5:63680","ZIP Code 94601","country:us/state:ca/zip:94601","94601","7226","1929","2571","1422","1264","788","925","937","540","29"
"publicpolygonfeature:5:63681","ZIP Code 94602","country:us/state:ca/zip:94602","94602","6602","1601","1207","1442","706","570","470","282","306","6"
