"feature id","feature label","shid","geoid","Housing Built 1939 or Earlier (2020-2024)","Housing Built 1940 to 1949 (2020-2024)","Housing Built 1950 to 1959 (2020-2024)","Housing Built 1960 to 1969 (2020-2024)","Housing Built 1970 to 1979 (2020-2024)","Housing Built 1980 to 1989 (2020-2024)","Housing Built 1990 to 1999 (2020-2024)","Housing Built 2000 to 2009 (2020-2024)","Housing Built 2010 to 2019 (2020-2024)","Housing Built 2020 or Later (2020-2024)"
"publicpolygonfeature:5:38565","ZIP Code 18960","country:us/state:pa/zip:18960","18960","1035","118","320","354","618","1046","522","1329","288","43"
"publicpolygonfeature:5:38566","ZIP Code 18962","country:us/state:pa/zip:18962","18962","48","5","38","10","3","52","30","5","0","0"
"publicpolygonfeature:5:38567","ZIP Code 18951","country:us/state:pa/zip:18951","18951","2065","559","994","1242","2154","1817","2030","2742","873","405"
"publicpolygonfeature:5:38568","ZIP Code 18954","country:us/state:pa/zip:18954","18954","65","0","248","400","1419","539","839","159","60","9"
"publicpolygonfeature:5:38569","ZIP Code 18955","country:us/state:pa/zip:18955","18955","151","32","54","39","27","49","76","99","15","0"
"publicpolygonfeature:5:38570","ZIP Code 18964","country:us/state:pa/zip:18964","18964","1029","357","658","545","713","278","1049","688","262","84"
"publicpolygonfeature:5:38571","ZIP Code 18966","country:us/state:pa/zip:18966","18966","639","353","2474","2514","2708","3152","1446","734","275","68"
"publicpolygonfeature:5:38572","ZIP Code 18969","country:us/state:pa/zip:18969","18969","900","228","612","648","1166","695","1073","483","456","28"
"publicpolygonfeature:5:38573","ZIP Code 18970","country:us/state:pa/zip:18970","18970","107","18","10","12","17","21","51","9","0","0"
"publicpolygonfeature:5:38574","ZIP Code 18972","country:us/state:pa/zip:18972","18972","599","98","50","142","152","235","128","54","53","6"
"publicpolygonfeature:5:38575","ZIP Code 18974","country:us/state:pa/zip:18974","18974","812","595","2360","4390","2292","1494","1536","2688","1584","218"
"publicpolygonfeature:5:38576","ZIP Code 18980","country:us/state:pa/zip:18980","18980","28","0","0","35","5","17","0","0","7","0"
