"feature id","feature label","shid","geoid","Workers in Other Services who Commute by Public Transit (2020-2024)","Workers in Armed Forces who Commute by Public Transit (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute by Walk (2020-2024)","Workers in Construction who Commute by Walk (2020-2024)","Workers in Manufacturing who Commute by Walk (2020-2024)","Workers in Wholesale Trade who Commute by Walk (2020-2024)","Workers in Retail Trade who Commute by Walk (2020-2024)","Workers in Transportation who Commute by Walk (2020-2024)","Workers in Finance and Insurance who Commute by Walk (2020-2024)","Workers in Information who Commute by Walk (2020-2024)","Workers in Scientific and Professional who Commute by Walk (2020-2024)","Workers in Education and Health Care who Commute by Walk (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Walk (2020-2024)","Workers in Public Administration who Commute by Walk (2020-2024)","Workers in Armed Forces who Commute by Walk (2020-2024)","Workers in Other Services who Commute by Walk (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Construction who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Manufacturing who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Wholesale Trade who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Retail Trade who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Transportation who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Finance and Insurance who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Information who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Education and Health Care who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Scientific and Professional who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Public Administration who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Other Services who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Armed Forces who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)"
"publicpolygonfeature:5:59990","ZIP Code 78648","country:us/state:tx/zip:78648","78648","0","0","0","12","0","0","0","41","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0","0","0","0","0"
"publicpolygonfeature:5:59991","ZIP Code 78650","country:us/state:tx/zip:78650","78650","0","0","20","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","3","0","0"
"publicpolygonfeature:5:59992","ZIP Code 78652","country:us/state:tx/zip:78652","78652","0","0","0","0","0","0","0","0","0","0","0","20","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59993","ZIP Code 78653","country:us/state:tx/zip:78653","78653","0","0","7","88","0","0","0","0","2","0","24","3","13","0","0","0","8","0","0","0","39","0","0","52","29","51","116","0","0","23"
"publicpolygonfeature:5:59995","ZIP Code 78654","country:us/state:tx/zip:78654","78654","0","0","0","0","0","0","0","0","0","0","21","10","1","0","0","29","0","12","0","13","36","0","10","0","20","28","0","1","21","0"
"publicpolygonfeature:5:59996","ZIP Code 78655","country:us/state:tx/zip:78655","78655","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","0","0","0","0","25","0","0","0","0","0"
"publicpolygonfeature:5:59997","ZIP Code 78660","country:us/state:tx/zip:78660","78660","0","0","0","43","90","25","108","0","0","0","47","102","17","0","0","0","0","66","87","0","59","90","34","34","105","93","59","49","66","20"
"publicpolygonfeature:5:59998","ZIP Code 78661","country:us/state:tx/zip:78661","78661","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59999","ZIP Code 78662","country:us/state:tx/zip:78662","78662","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60002","ZIP Code 78664","country:us/state:tx/zip:78664","78664","0","0","0","85","0","0","49","24","52","0","0","18","118","0","0","35","0","100","41","33","77","4","27","0","37","48","48","0","103","0"
"publicpolygonfeature:5:60003","ZIP Code 78666","country:us/state:tx/zip:78666","78666","0","0","20","18","0","30","180","0","62","9","76","940","693","0","0","27","0","106","64","0","185","73","112","0","362","151","152","0","49","0"
"publicpolygonfeature:5:60004","ZIP Code 78669","country:us/state:tx/zip:78669","78669","0","0","0","0","4","0","0","0","0","18","66","35","10","0","0","6","0","0","0","9","0","3","8","17","10","32","26","0","0","0"
"publicpolygonfeature:5:60005","ZIP Code 78676","country:us/state:tx/zip:78676","78676","0","0","0","14","0","0","0","0","0","0","0","23","0","0","0","0","0","0","11","0","33","0","18","0","0","25","38","23","0","0"
"publicpolygonfeature:5:60007","ZIP Code 78681","country:us/state:tx/zip:78681","78681","0","0","0","0","21","0","10","0","0","0","144","22","0","7","0","0","0","0","34","0","0","11","73","0","13","0","77","0","6","0"
"publicpolygonfeature:5:60008","ZIP Code 78717","country:us/state:tx/zip:78717","78717","0","0","0","0","0","0","0","0","17","0","16","19","23","0","0","0","0","0","59","0","101","14","10","21","109","39","154","0","0","0"
"publicpolygonfeature:5:60009","ZIP Code 78719","country:us/state:tx/zip:78719","78719","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","67","0","0","0","0","0","0","0","0","0","4","13","0"
"publicpolygonfeature:5:60010","ZIP Code 78721","country:us/state:tx/zip:78721","78721","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","11","12","13","23","0","22","49","24","81","23","0","0"
"publicpolygonfeature:5:60011","ZIP Code 78722","country:us/state:tx/zip:78722","78722","0","0","0","7","0","0","0","0","0","0","73","37","12","9","0","0","0","0","25","0","0","10","57","0","102","6","37","0","12","0"
"publicpolygonfeature:5:60012","ZIP Code 78723","country:us/state:tx/zip:78723","78723","0","0","0","0","0","0","46","0","37","0","21","168","0","0","0","7","16","22","0","9","51","6","51","0","153","79","117","62","48","0"
"publicpolygonfeature:5:60013","ZIP Code 78724","country:us/state:tx/zip:78724","78724","0","0","0","26","0","0","0","0","22","0","88","24","21","0","0","0","0","0","9","0","0","0","0","0","0","0","14","0","0","0"
"publicpolygonfeature:5:60014","ZIP Code 78725","country:us/state:tx/zip:78725","78725","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","132","0","17","0","0"
"publicpolygonfeature:5:60015","ZIP Code 78726","country:us/state:tx/zip:78726","78726","0","0","0","0","6","0","5","0","0","0","0","10","167","0","0","0","0","0","9","0","0","0","0","16","0","0","15","7","13","0"
"publicpolygonfeature:5:60016","ZIP Code 78727","country:us/state:tx/zip:78727","78727","35","0","0","0","17","0","116","0","22","0","12","57","0","0","0","47","0","0","58","0","66","10","53","0","7","118","42","0","49","0"
"publicpolygonfeature:5:60017","ZIP Code 78728","country:us/state:tx/zip:78728","78728","0","0","0","0","0","0","0","41","0","0","18","0","0","0","0","0","0","0","24","0","106","12","0","80","22","10","26","0","0","0"
"publicpolygonfeature:5:60018","ZIP Code 78729","country:us/state:tx/zip:78729","78729","0","0","0","0","0","0","81","0","0","0","22","0","32","0","0","0","0","11","19","0","0","0","71","16","0","0","293","17","0","0"
"publicpolygonfeature:5:60019","ZIP Code 78730","country:us/state:tx/zip:78730","78730","0","0","0","0","0","0","0","0","24","0","0","0","0","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60020","ZIP Code 78731","country:us/state:tx/zip:78731","78731","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","30","0","21","0","0","31","34","70","140","27","22","0","0"
"publicpolygonfeature:5:60021","ZIP Code 78732","country:us/state:tx/zip:78732","78732","0","0","0","0","0","0","82","0","108","0","26","0","155","0","0","0","0","0","2","0","0","13","19","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60022","ZIP Code 78733","country:us/state:tx/zip:78733","78733","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","27","20","3","0","0","0"
"publicpolygonfeature:5:60023","ZIP Code 78734","country:us/state:tx/zip:78734","78734","0","0","0","0","9","0","0","0","0","0","30","40","39","56","0","9","0","0","0","15","50","0","10","0","22","0","50","0","10","0"
"publicpolygonfeature:5:60024","ZIP Code 78746","country:us/state:tx/zip:78746","78746","0","0","0","0","27","0","24","0","24","0","108","39","36","0","0","0","0","0","22","5","0","7","15","0","9","0","14","0","8","0"
"publicpolygonfeature:5:60025","ZIP Code 78735","country:us/state:tx/zip:78735","78735","0","0","0","25","7","0","12","0","13","10","21","85","69","0","0","0","0","0","16","0","52","12","0","0","38","31","24","0","0","0"
"publicpolygonfeature:5:60026","ZIP Code 78736","country:us/state:tx/zip:78736","78736","0","0","0","0","0","0","0","0","0","0","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0"
"publicpolygonfeature:5:60027","ZIP Code 78737","country:us/state:tx/zip:78737","78737","0","0","0","13","0","13","22","0","0","0","0","91","10","0","0","0","0","18","0","5","29","227","0","9","35","0","5","0","0","0"
"publicpolygonfeature:5:60028","ZIP Code 78747","country:us/state:tx/zip:78747","78747","0","0","0","0","0","0","19","0","0","0","9","0","0","0","0","0","0","8","0","0","0","0","0","0","35","118","0","0","28","0"
"publicpolygonfeature:5:60029","ZIP Code 78748","country:us/state:tx/zip:78748","78748","0","0","0","0","10","5","23","0","24","0","69","11","40","34","0","0","0","0","17","0","20","0","0","45","18","77","28","89","14","0"
"publicpolygonfeature:5:60030","ZIP Code 78738","country:us/state:tx/zip:78738","78738","16","0","0","24","36","0","0","0","48","16","21","26","0","0","0","0","0","0","0","0","86","0","45","3","11","0","0","16","0","0"
"publicpolygonfeature:5:60031","ZIP Code 78739","country:us/state:tx/zip:78739","78739","0","0","0","0","0","18","20","0","11","0","0","0","0","5","0","0","0","0","0","0","0","28","0","20","10","0","196","0","0","0"
"publicpolygonfeature:5:60032","ZIP Code 78741","country:us/state:tx/zip:78741","78741","189","0","0","10","0","0","159","0","122","38","47","60","106","54","0","1","16","43","24","0","36","24","26","0","169","72","36","52","16","0"
"publicpolygonfeature:5:60033","ZIP Code 78742","country:us/state:tx/zip:78742","78742","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:60034","ZIP Code 78744","country:us/state:tx/zip:78744","78744","0","0","0","0","0","0","64","0","0","0","0","0","37","150","0","22","0","27","282","0","21","164","23","0","114","38","115","0","0","0"
"publicpolygonfeature:5:60035","ZIP Code 78745","country:us/state:tx/zip:78745","78745","61","0","0","4","106","0","115","0","104","0","9","2","51","1","0","0","0","34","124","0","81","21","16","35","74","26","190","40","12","0"
"publicpolygonfeature:5:60036","ZIP Code 78750","country:us/state:tx/zip:78750","78750","0","0","0","17","0","0","7","0","0","0","5","14","0","0","0","0","0","26","14","0","38","0","19","0","119","0","409","0","0","0"
"publicpolygonfeature:5:60037","ZIP Code 78751","country:us/state:tx/zip:78751","78751","34","0","0","0","0","0","302","0","0","0","24","104","81","49","0","0","0","12","12","0","82","0","19","25","299","143","86","54","0","0"
"publicpolygonfeature:5:60038","ZIP Code 78752","country:us/state:tx/zip:78752","78752","0","0","0","0","0","0","0","0","0","0","0","2","69","0","0","0","0","395","41","0","0","108","0","0","112","71","27","0","10","0"
"publicpolygonfeature:5:60039","ZIP Code 78753","country:us/state:tx/zip:78753","78753","0","0","0","17","69","0","126","0","18","9","6","245","95","0","0","23","0","108","62","0","111","25","0","0","60","9","218","0","0","0"
"publicpolygonfeature:5:60040","ZIP Code 78754","country:us/state:tx/zip:78754","78754","0","0","0","0","0","0","0","0","0","0","28","17","0","0","0","0","0","0","34","0","0","0","0","42","1","1","0","0","23","0"
