"feature id","feature label","shid","geoid","Workers in Other Services who Commute by Public Transit (2020-2024)","Workers in Armed Forces who Commute by Public Transit (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute by Walk (2020-2024)","Workers in Construction who Commute by Walk (2020-2024)","Workers in Manufacturing who Commute by Walk (2020-2024)","Workers in Wholesale Trade who Commute by Walk (2020-2024)","Workers in Retail Trade who Commute by Walk (2020-2024)","Workers in Transportation who Commute by Walk (2020-2024)","Workers in Finance and Insurance who Commute by Walk (2020-2024)","Workers in Information who Commute by Walk (2020-2024)","Workers in Scientific and Professional who Commute by Walk (2020-2024)","Workers in Education and Health Care who Commute by Walk (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Walk (2020-2024)","Workers in Public Administration who Commute by Walk (2020-2024)","Workers in Armed Forces who Commute by Walk (2020-2024)","Workers in Other Services who Commute by Walk (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Construction who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Manufacturing who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Wholesale Trade who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Retail Trade who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Transportation who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Finance and Insurance who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Information who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Education and Health Care who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Arts, Food, and Entertainment who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Scientific and Professional who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Public Administration who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Other Services who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)","Workers in Armed Forces who Commute by Bicycle, Taxi, Ride Hailing Service, Motorcycle, or Other (2020-2024)"
"publicpolygonfeature:5:45707","ZIP Code 40108","country:us/state:ky/zip:40108","40108","0","0","0","0","0","0","7","0","14","0","0","0","55","0","0","11","0","0","13","0","0","55","0","0","0","18","0","0","0","0"
"publicpolygonfeature:5:45709","ZIP Code 40104","country:us/state:ky/zip:40104","40104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45710","ZIP Code 40107","country:us/state:ky/zip:40107","40107","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","29","0","0","0","0","0","0","0","0","0","26","0","0"
"publicpolygonfeature:5:45711","ZIP Code 40109","country:us/state:ky/zip:40109","40109","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","9","0","0","0","0","0","0"
"publicpolygonfeature:5:45712","ZIP Code 40110","country:us/state:ky/zip:40110","40110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45714","ZIP Code 40121","country:us/state:ky/zip:40121","40121","0","0","0","0","0","0","0","0","0","0","0","0","7","0","939","0","0","0","0","0","0","0","0","0","0","36","0","0","0","0"
"publicpolygonfeature:5:45716","ZIP Code 40142","country:us/state:ky/zip:40142","40142","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45719","ZIP Code 40161","country:us/state:ky/zip:40161","40161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45723","ZIP Code 40150","country:us/state:ky/zip:40150","40150","0","0","0","0","12","3","4","0","0","0","0","0","0","0","0","0","0","13","0","0","0","6","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45725","ZIP Code 40155","country:us/state:ky/zip:40155","40155","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","22","0","16","0","0","0"
"publicpolygonfeature:5:45726","ZIP Code 40157","country:us/state:ky/zip:40157","40157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45731","ZIP Code 40165","country:us/state:ky/zip:40165","40165","0","0","0","0","11","13","103","24","10","0","4","35","24","0","0","0","0","0","4","0","8","2","81","0","7","0","0","0","1","0"
"publicpolygonfeature:5:45732","ZIP Code 40175","country:us/state:ky/zip:40175","40175","0","0","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0"
"publicpolygonfeature:5:45733","ZIP Code 40176","country:us/state:ky/zip:40176","40176","0","0","0","0","0","0","0","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45734","ZIP Code 40177","country:us/state:ky/zip:40177","40177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0"
"publicpolygonfeature:5:45735","ZIP Code 40213","country:us/state:ky/zip:40213","40213","0","0","0","0","2","0","31","0","14","0","5","2","5","0","0","0","0","21","7","0","11","33","0","0","8","21","0","0","4","0"
"publicpolygonfeature:5:45736","ZIP Code 40214","country:us/state:ky/zip:40214","40214","0","0","0","0","0","0","192","136","30","0","0","10","95","0","0","10","0","108","96","0","103","30","8","0","111","52","27","0","1","0"
"publicpolygonfeature:5:45737","ZIP Code 40215","country:us/state:ky/zip:40215","40215","0","0","0","0","0","0","63","17","0","0","3","14","13","10","0","0","0","70","73","26","87","64","33","0","77","28","77","0","50","0"
"publicpolygonfeature:5:45738","ZIP Code 40216","country:us/state:ky/zip:40216","40216","0","0","0","0","14","0","0","0","0","0","0","11","0","0","0","0","0","0","55","0","13","34","0","0","209","39","4","0","0","0"
"publicpolygonfeature:5:45739","ZIP Code 40217","country:us/state:ky/zip:40217","40217","4","0","0","20","15","0","0","18","14","0","23","40","53","0","0","0","0","0","19","0","0","0","22","0","20","32","13","25","0","0"
"publicpolygonfeature:5:45740","ZIP Code 40219","country:us/state:ky/zip:40219","40219","0","0","0","0","0","0","92","0","0","0","246","15","44","0","0","0","0","0","14","0","28","9","0","0","0","0","20","0","0","0"
"publicpolygonfeature:5:45741","ZIP Code 40220","country:us/state:ky/zip:40220","40220","0","0","0","0","0","0","85","0","10","0","0","0","11","0","0","75","0","15","18","0","21","24","5","0","23","58","3","27","0","0"
"publicpolygonfeature:5:45742","ZIP Code 40222","country:us/state:ky/zip:40222","40222","0","0","0","0","0","0","24","8","0","0","21","8","20","0","0","1","0","0","2","4","19","10","33","0","16","83","2","0","5","0"
"publicpolygonfeature:5:45743","ZIP Code 40223","country:us/state:ky/zip:40223","40223","0","0","0","0","0","0","11","0","10","0","0","95","68","0","0","0","0","0","17","0","0","0","34","0","0","0","108","0","7","0"
