"feature id","feature label","shid","geoid","People Commuting to Work by Drive Alone (2020-2024)","People Commuting to Work by Drive Carpool (2020-2024)","People Commuting to Work by Walk (2020-2024)","People Commuting to Work by Bicycle (2020-2024)","Commute Transportation by Walk (2020-2024)","Commute Transportation by Drive Carpool (2020-2024)","Male Commuting to Work by Walk (2020-2024)","Female Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Drive Carpool (2020-2024)","Female Commuting to Work by Public Transit (2020-2024)","Female Commuting to Work by Walk (2020-2024)","Commute Transportation by Motorcycle (2020-2024)","Female Commuting to Work by Bicycle (2020-2024)","People Commuting to Work by Public Transit (2020-2024)","People Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Taxi or Ride Hailing Service (2020-2024)","Commute Transportation by Bicycle (2020-2024)","No Commute / Work From Home (2020-2024)","Commute Transportation by Other Transit (2020-2024)","Commute Transportation by Public Transit (2020-2024)","Male Commuting to Work by Drive Carpool (2020-2024)","Male Commuting to Work by Public Transit (2020-2024)","Male Commuting to Work by Bicycle (2020-2024)","Male Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Drive Alone (2020-2024)","Male Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)"
"publicpolygonfeature:5:41890","ZIP Code 33138","country:us/state:fl/zip:33138","33138","9079","1419","436","313","436","1419","274","4043","797","278","162","156","63","579","684","214","313","3480","314","579","622","301","250","522","9079","5036","162"
"publicpolygonfeature:5:41891","ZIP Code 33139","country:us/state:fl/zip:33139","33139","8101","557","2484","1303","2484","557","1508","2853","228","297","976","146","433","685","1083","166","1303","5177","771","685","329","388","870","607","8101","5248","476"
"publicpolygonfeature:5:41896","ZIP Code 33140","country:us/state:fl/zip:33140","33140","4696","571","631","387","631","571","228","2170","382","163","403","128","22","397","340","69","387","3033","143","397","189","234","365","178","4696","2526","162"
"publicpolygonfeature:5:41899","ZIP Code 33141","country:us/state:fl/zip:33141","33141","11472","1824","566","275","566","1824","149","5349","1048","922","417","270","57","1874","1528","545","275","3994","713","1874","776","952","218","1002","11472","6123","526"
"publicpolygonfeature:5:41902","ZIP Code 33142","country:us/state:fl/zip:33142","33142","16420","1899","684","354","684","1899","207","7377","898","1445","477","40","30","2730","635","188","354","1457","407","2730","1001","1285","324","218","16420","9043","417"
"publicpolygonfeature:5:41909","ZIP Code 33143","country:us/state:fl/zip:33143","33143","11067","1103","391","74","391","1103","232","4966","594","386","159","43","16","757","167","0","74","3268","124","757","509","371","58","56","11067","6101","111"
"publicpolygonfeature:5:41914","ZIP Code 33144","country:us/state:fl/zip:33144","33144","9658","865","214","57","214","865","14","4074","314","85","200","0","1","259","168","5","57","1647","163","259","551","174","56","103","9658","5584","65"
"publicpolygonfeature:5:41915","ZIP Code 33145","country:us/state:fl/zip:33145","33145","10001","1777","272","221","272","1777","164","4588","783","329","108","69","37","700","149","5","221","2577","75","700","994","371","184","140","10001","5413","9"
"publicpolygonfeature:5:41917","ZIP Code 33146","country:us/state:fl/zip:33146","33146","4214","420","981","114","981","420","408","1992","229","162","573","5","37","259","138","10","114","2135","123","259","191","97","77","65","4214","2222","73"
"publicpolygonfeature:5:41918","ZIP Code 33147","country:us/state:fl/zip:33147","33147","16479","1129","248","70","248","1129","97","6835","554","737","151","191","0","1632","666","234","70","1334","241","1632","575","895","70","330","16479","9644","336"
"publicpolygonfeature:5:41922","ZIP Code 33149","country:us/state:fl/zip:33149","33149","3224","341","127","16","127","341","68","1352","118","97","59","72","0","119","291","0","16","2179","219","119","223","22","16","136","3224","1872","155"
"publicpolygonfeature:5:41945","ZIP Code 33150","country:us/state:fl/zip:33150","33150","8834","752","173","0","173","752","121","4274","446","621","52","80","0","1358","649","149","0","1252","420","1358","306","737","0","334","8834","4560","315"
"publicpolygonfeature:5:41947","ZIP Code 33154","country:us/state:fl/zip:33154","33154","3587","326","209","37","209","326","108","1907","170","136","101","0","0","136","294","134","37","1668","160","136","156","0","37","258","3587","1680","36"
"publicpolygonfeature:5:41951","ZIP Code 33155","country:us/state:fl/zip:33155","33155","16094","1945","274","76","274","1945","133","7571","1207","181","141","0","24","336","453","132","76","4332","321","336","738","155","52","276","16094","8523","177"
"publicpolygonfeature:5:41956","ZIP Code 33156","country:us/state:fl/zip:33156","33156","10235","1094","229","1","229","1094","130","4338","637","405","99","14","0","973","207","14","1","3450","179","973","457","568","1","113","10235","5897","94"
"publicpolygonfeature:5:41999","ZIP Code 33175","country:us/state:fl/zip:33175","33175","19041","1985","134","0","134","1985","34","8580","1052","21","100","0","0","74","282","24","0","2792","258","74","933","53","0","183","19041","10461","99"
"publicpolygonfeature:5:42012","ZIP Code 33176","country:us/state:fl/zip:33176","33176","18147","2253","367","65","367","2253","94","8858","874","328","273","26","0","561","574","89","65","3834","459","561","1379","233","65","287","18147","9289","287"
"publicpolygonfeature:5:42026","ZIP Code 33177","country:us/state:fl/zip:33177","33177","21176","3040","34","0","34","3040","0","9902","1483","220","34","13","0","423","428","54","0","2886","361","423","1557","203","0","262","21176","11274","166"
"publicpolygonfeature:5:42039","ZIP Code 33178","country:us/state:fl/zip:33178","33178","22618","3236","239","16","239","3236","153","9903","1425","183","86","156","8","381","578","64","16","6215","358","381","1811","198","8","464","22618","12715","114"
"publicpolygonfeature:5:42043","ZIP Code 33179","country:us/state:fl/zip:33179","33179","19345","2358","197","216","197","2358","34","9837","1358","415","163","20","82","819","339","95","216","2669","224","819","1000","404","134","179","19345","9508","160"
"publicpolygonfeature:5:42050","ZIP Code 33180","country:us/state:fl/zip:33180","33180","8793","1082","247","51","247","1082","129","4063","517","208","118","0","8","402","445","23","51","4155","422","402","565","194","43","147","8793","4730","298"
"publicpolygonfeature:5:42051","ZIP Code 33181","country:us/state:fl/zip:33181","33181","7364","872","160","117","160","872","59","3517","339","220","101","0","77","536","358","159","117","1591","199","536","533","316","40","216","7364","3847","142"
"publicpolygonfeature:5:42054","ZIP Code 33182","country:us/state:fl/zip:33182","33182","5449","545","7","0","7","545","7","2270","342","49","0","0","0","78","21","0","0","729","21","78","203","29","0","21","5449","3179","0"
"publicpolygonfeature:5:42059","ZIP Code 33183","country:us/state:fl/zip:33183","33183","12633","1613","104","0","104","1613","43","6337","791","89","61","0","0","178","137","19","0","1776","118","178","822","89","0","92","12633","6296","45"
"publicpolygonfeature:5:42136","ZIP Code 33184","country:us/state:fl/zip:33184","33184","8071","1029","42","0","42","1029","0","3806","676","26","42","24","0","130","219","57","0","1259","138","130","353","104","0","113","8071","4265","106"
"publicpolygonfeature:5:42139","ZIP Code 33185","country:us/state:fl/zip:33185","33185","10052","1459","121","0","121","1459","82","4334","765","27","39","0","0","70","44","0","0","2307","44","70","694","43","0","20","10052","5718","24"
"publicpolygonfeature:5:42142","ZIP Code 33186","country:us/state:fl/zip:33186","33186","27790","2816","171","41","171","2816","126","13244","1468","199","45","0","0","444","684","187","41","4779","497","444","1348","245","41","419","27790","14546","265"
"publicpolygonfeature:5:42144","ZIP Code 33187","country:us/state:fl/zip:33187","33187","6842","716","22","41","22","716","0","3058","280","33","22","0","0","33","40","10","41","933","30","33","436","0","41","27","6842","3784","13"
"publicpolygonfeature:5:42211","ZIP Code 33189","country:us/state:fl/zip:33189","33189","9319","1143","26","0","26","1143","0","4644","591","102","26","0","0","102","187","19","0","1688","168","102","552","0","0","90","9319","4675","97"
"publicpolygonfeature:5:42214","ZIP Code 33190","country:us/state:fl/zip:33190","33190","7122","954","0","22","0","954","0","3096","612","38","0","0","0","99","44","0","22","1035","44","99","342","61","22","31","7122","4026","13"
"publicpolygonfeature:5:42215","ZIP Code 33193","country:us/state:fl/zip:33193","33193","18988","2157","162","99","162","2157","38","8650","1038","252","124","8","30","330","223","67","99","2107","148","330","1119","78","69","87","18988","10338","136"
"publicpolygonfeature:5:42233","ZIP Code 33194","country:us/state:fl/zip:33194","33194","2319","390","21","1","21","390","21","1018","125","0","0","0","1","37","78","0","1","639","78","37","265","37","0","0","2319","1301","78"
"publicpolygonfeature:5:42239","ZIP Code 33196","country:us/state:fl/zip:33196","33196","19775","3655","131","11","131","3655","49","8658","1848","196","82","28","0","280","554","78","11","3647","448","280","1807","84","11","452","19775","11117","102"
"publicpolygonfeature:5:42247","ZIP Code 33301","country:us/state:fl/zip:33301","33301","6424","610","658","65","658","610","472","2669","215","17","186","0","0","74","701","58","65","3665","643","74","395","57","65","466","6424","3755","235"
