"feature id","feature label","shid","geoid","People Commuting to Work by Drive Alone (2020-2024)","People Commuting to Work by Drive Carpool (2020-2024)","People Commuting to Work by Walk (2020-2024)","People Commuting to Work by Bicycle (2020-2024)","Commute Transportation by Walk (2020-2024)","Commute Transportation by Drive Carpool (2020-2024)","Male Commuting to Work by Walk (2020-2024)","Female Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Drive Carpool (2020-2024)","Female Commuting to Work by Public Transit (2020-2024)","Female Commuting to Work by Walk (2020-2024)","Commute Transportation by Motorcycle (2020-2024)","Female Commuting to Work by Bicycle (2020-2024)","People Commuting to Work by Public Transit (2020-2024)","People Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Taxi or Ride Hailing Service (2020-2024)","Commute Transportation by Bicycle (2020-2024)","No Commute / Work From Home (2020-2024)","Commute Transportation by Other Transit (2020-2024)","Commute Transportation by Public Transit (2020-2024)","Male Commuting to Work by Drive Carpool (2020-2024)","Male Commuting to Work by Public Transit (2020-2024)","Male Commuting to Work by Bicycle (2020-2024)","Male Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Drive Alone (2020-2024)","Male Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)"
"publicpolygonfeature:5:60434","ZIP Code 80118","country:us/state:co/zip:80118","80118","1859","125","116","0","116","125","11","825","69","0","105","0","0","0","33","0","0","1049","33","0","56","0","0","33","1859","1034","0"
"publicpolygonfeature:5:60435","ZIP Code 80125","country:us/state:co/zip:80125","80125","5197","284","90","0","90","284","70","2270","146","0","20","5","0","0","27","0","0","2798","22","0","138","0","0","27","5197","2927","0"
"publicpolygonfeature:5:60436","ZIP Code 80126","country:us/state:co/zip:80126","80126","14891","831","150","32","150","831","102","6539","488","50","48","29","0","79","265","0","32","7800","236","79","343","29","32","239","14891","8352","26"
"publicpolygonfeature:5:60437","ZIP Code 80134","country:us/state:co/zip:80134","80134","28780","3043","283","15","283","3043","186","12370","1665","90","97","41","0","225","261","3","15","12515","217","225","1378","135","15","169","28780","16410","92"
"publicpolygonfeature:5:60438","ZIP Code 80135","country:us/state:co/zip:80135","80135","1339","74","6","0","6","74","5","686","5","4","1","0","0","11","36","0","0","477","36","11","69","7","0","25","1339","653","11"
"publicpolygonfeature:5:60439","ZIP Code 80127","country:us/state:co/zip:80127","80127","14914","974","106","82","106","974","36","7004","393","95","70","23","37","286","189","13","82","7142","153","286","581","191","45","135","14914","7910","54"
"publicpolygonfeature:5:60440","ZIP Code 80128","country:us/state:co/zip:80128","80128","13474","1159","176","323","176","1159","109","6473","764","41","67","66","69","141","261","0","323","4510","195","141","395","100","254","161","13474","7001","100"
"publicpolygonfeature:5:60441","ZIP Code 80129","country:us/state:co/zip:80129","80129","10025","485","104","127","104","485","39","4696","266","50","65","24","127","224","84","0","127","5427","60","224","219","174","0","54","10025","5329","30"
"publicpolygonfeature:5:60442","ZIP Code 80130","country:us/state:co/zip:80130","80130","7930","409","175","16","175","409","86","3671","234","48","89","40","0","80","113","0","16","4454","73","80","175","32","16","95","7930","4259","18"
"publicpolygonfeature:5:60443","ZIP Code 80131","country:us/state:co/zip:80131","80131","128","0","0","12","0","0","0","53","0","0","0","0","0","0","0","0","12","21","0","0","0","0","12","0","128","75","0"
"publicpolygonfeature:5:60446","ZIP Code 80204","country:us/state:co/zip:80204","80204","10630","1500","958","436","958","1500","612","4983","793","555","346","79","126","1080","397","52","436","6864","266","1080","707","525","310","224","10630","5647","173"
"publicpolygonfeature:5:60447","ZIP Code 80136","country:us/state:co/zip:80136","80136","1822","233","213","0","213","233","139","738","104","0","74","11","0","0","19","0","0","422","8","0","129","0","0","8","1822","1084","11"
