"feature id","feature label","shid","geoid","People Commuting to Work by Drive Alone (2020-2024)","People Commuting to Work by Drive Carpool (2020-2024)","People Commuting to Work by Walk (2020-2024)","People Commuting to Work by Bicycle (2020-2024)","Commute Transportation by Walk (2020-2024)","Commute Transportation by Drive Carpool (2020-2024)","Male Commuting to Work by Walk (2020-2024)","Female Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Drive Carpool (2020-2024)","Female Commuting to Work by Public Transit (2020-2024)","Female Commuting to Work by Walk (2020-2024)","Commute Transportation by Motorcycle (2020-2024)","Female Commuting to Work by Bicycle (2020-2024)","People Commuting to Work by Public Transit (2020-2024)","People Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Taxi or Ride Hailing Service (2020-2024)","Commute Transportation by Bicycle (2020-2024)","No Commute / Work From Home (2020-2024)","Commute Transportation by Other Transit (2020-2024)","Commute Transportation by Public Transit (2020-2024)","Male Commuting to Work by Drive Carpool (2020-2024)","Male Commuting to Work by Public Transit (2020-2024)","Male Commuting to Work by Bicycle (2020-2024)","Male Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Drive Alone (2020-2024)","Male Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)"
"publicpolygonfeature:5:60021","ZIP Code 78732","country:us/state:tx/zip:78732","78732","5222","163","371","0","371","163","178","2200","79","0","193","0","0","0","34","0","0","4271","34","0","84","0","0","34","5222","3022","0"
"publicpolygonfeature:5:60022","ZIP Code 78733","country:us/state:tx/zip:78733","78733","2829","196","0","3","0","196","0","1113","80","0","0","0","0","0","71","51","3","1029","20","0","116","0","3","44","2829","1716","27"
"publicpolygonfeature:5:60023","ZIP Code 78734","country:us/state:tx/zip:78734","78734","5228","536","183","0","183","536","104","2289","280","0","79","17","0","0","157","0","0","4634","140","0","256","0","0","119","5228","2939","38"
"publicpolygonfeature:5:60024","ZIP Code 78746","country:us/state:tx/zip:78746","78746","7071","431","258","28","258","431","167","3453","216","0","91","0","0","85","52","0","28","5658","52","85","215","85","28","15","7071","3618","37"
"publicpolygonfeature:5:60025","ZIP Code 78735","country:us/state:tx/zip:78735","78735","6140","506","242","57","242","506","137","2660","273","0","105","42","0","0","116","21","57","4292","53","0","233","0","57","107","6140","3480","9"
"publicpolygonfeature:5:60026","ZIP Code 78736","country:us/state:tx/zip:78736","78736","2806","316","31","0","31","316","0","1253","129","0","31","19","0","0","19","0","0","1793","0","0","187","0","0","0","2806","1553","19"
"publicpolygonfeature:5:60027","ZIP Code 78737","country:us/state:tx/zip:78737","78737","6563","684","149","0","149","684","95","2846","281","0","54","29","0","0","328","0","0","4213","299","0","403","0","0","293","6563","3717","35"
"publicpolygonfeature:5:60028","ZIP Code 78747","country:us/state:tx/zip:78747","78747","7528","1133","28","31","28","1133","9","3624","595","43","19","0","0","93","158","0","31","3194","158","93","538","50","31","117","7528","3904","41"
"publicpolygonfeature:5:60029","ZIP Code 78748","country:us/state:tx/zip:78748","78748","19735","2136","216","110","216","2136","124","8822","1158","119","92","12","45","253","198","0","110","10723","186","253","978","134","65","139","19735","10913","59"
"publicpolygonfeature:5:60030","ZIP Code 78738","country:us/state:tx/zip:78738","78738","6938","662","171","0","171","662","104","2713","396","16","67","0","0","26","161","0","0","6197","161","26","266","10","0","9","6938","4225","152"
"publicpolygonfeature:5:60031","ZIP Code 78739","country:us/state:tx/zip:78739","78739","5464","645","54","0","54","645","54","2288","314","0","0","0","0","13","254","0","0","4027","254","13","331","13","0","53","5464","3176","201"
"publicpolygonfeature:5:60032","ZIP Code 78741","country:us/state:tx/zip:78741","78741","19347","2970","597","159","597","2970","348","8123","892","904","249","33","82","1529","355","183","159","6082","139","1529","2078","625","77","197","19347","11224","158"
"publicpolygonfeature:5:60033","ZIP Code 78742","country:us/state:tx/zip:78742","78742","330","30","15","0","15","30","0","158","30","17","15","0","0","17","0","0","0","0","0","17","0","0","0","0","330","172","0"
"publicpolygonfeature:5:60034","ZIP Code 78744","country:us/state:tx/zip:78744","78744","20851","2850","273","0","273","2850","64","9438","1499","353","209","159","0","543","784","136","0","5739","489","543","1351","190","0","379","20851","11413","405"
"publicpolygonfeature:5:60035","ZIP Code 78745","country:us/state:tx/zip:78745","78745","22465","1477","392","74","392","1477","108","9540","695","440","284","66","0","928","579","51","74","11622","462","928","782","488","74","233","22465","12925","346"
"publicpolygonfeature:5:60036","ZIP Code 78750","country:us/state:tx/zip:78750","78750","9620","715","43","0","43","715","24","4706","366","38","19","26","0","51","625","78","0","4815","521","51","349","13","0","314","9620","4914","311"
"publicpolygonfeature:5:60037","ZIP Code 78751","country:us/state:tx/zip:78751","78751","5639","353","560","578","560","353","315","3301","139","344","245","30","301","866","154","19","578","4445","105","866","214","522","277","73","5639","2338","81"
"publicpolygonfeature:5:60038","ZIP Code 78752","country:us/state:tx/zip:78752","78752","7811","1052","71","14","71","1052","2","3198","587","413","69","85","14","709","750","101","14","3766","564","709","465","296","0","595","7811","4613","155"
"publicpolygonfeature:5:60039","ZIP Code 78753","country:us/state:tx/zip:78753","78753","18464","4344","608","163","608","4344","189","7487","1559","229","419","0","25","507","430","3","163","6621","427","507","2785","278","138","374","18464","10977","56"
"publicpolygonfeature:5:60040","ZIP Code 78754","country:us/state:tx/zip:78754","78754","12505","2277","45","0","45","2277","11","5076","1076","3","34","1","0","121","101","15","0","4704","85","121","1201","118","0","15","12505","7429","86"
"publicpolygonfeature:5:60041","ZIP Code 78756","country:us/state:tx/zip:78756","78756","2445","130","227","154","227","130","176","1138","66","160","51","0","27","215","20","0","154","2479","20","215","64","55","127","0","2445","1307","20"
"publicpolygonfeature:5:60042","ZIP Code 78759","country:us/state:tx/zip:78759","78759","13807","1218","224","78","224","1218","135","5956","800","28","89","0","0","155","282","13","78","9403","269","155","418","127","78","195","13807","7851","87"
"publicpolygonfeature:5:60108","ZIP Code 78953","country:us/state:tx/zip:78953","78953","381","158","19","0","19","158","11","185","75","0","8","0","0","0","0","0","0","59","0","0","83","0","0","0","381","196","0"
"publicpolygonfeature:5:60111","ZIP Code 78957","country:us/state:tx/zip:78957","78957","3609","351","182","0","182","351","116","1506","135","0","66","0","0","36","20","0","0","741","20","36","216","36","0","20","3609","2103","0"
"publicpolygonfeature:5:6688042","ZIP Code 78674","country:us/state:tx/zip:78674","78674","68","9","0","0","0","9","0","45","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","68","23","0"
"publicpolygonfeature:22:928018","Austin-Round Rock-San Marcos, TX Area","country:us/state:tx/msa:austin-round_rock-san_marcos","12420","801541","98516","22757","5398","22757","98516","12406","355378","48513","6595","10351","2137","1478","13989","20817","2497","5398","352108","16183","13989","50003","7394","3920","12588","801541","446163","8229"
