"feature id","feature label","shid","geoid","People Commuting to Work by Drive Alone (2020-2024)","People Commuting to Work by Drive Carpool (2020-2024)","People Commuting to Work by Walk (2020-2024)","People Commuting to Work by Bicycle (2020-2024)","Commute Transportation by Walk (2020-2024)","Commute Transportation by Drive Carpool (2020-2024)","Male Commuting to Work by Walk (2020-2024)","Female Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Drive Carpool (2020-2024)","Female Commuting to Work by Public Transit (2020-2024)","Female Commuting to Work by Walk (2020-2024)","Commute Transportation by Motorcycle (2020-2024)","Female Commuting to Work by Bicycle (2020-2024)","People Commuting to Work by Public Transit (2020-2024)","People Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Taxi or Ride Hailing Service (2020-2024)","Commute Transportation by Bicycle (2020-2024)","No Commute / Work From Home (2020-2024)","Commute Transportation by Other Transit (2020-2024)","Commute Transportation by Public Transit (2020-2024)","Male Commuting to Work by Drive Carpool (2020-2024)","Male Commuting to Work by Public Transit (2020-2024)","Male Commuting to Work by Bicycle (2020-2024)","Male Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Drive Alone (2020-2024)","Male Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)"
"publicpolygonfeature:5:59759","ZIP Code 78152","country:us/state:tx/zip:78152","78152","1776","227","8","20","8","227","0","714","131","0","8","0","13","0","14","0","20","329","14","0","96","0","7","14","1776","1062","0"
"publicpolygonfeature:5:59761","ZIP Code 78154","country:us/state:tx/zip:78154","78154","15268","1913","163","23","163","1913","67","7054","872","0","96","50","0","0","227","0","23","3973","177","0","1041","0","23","89","15268","8214","138"
"publicpolygonfeature:5:59763","ZIP Code 78213","country:us/state:tx/zip:78213","78213","14202","2726","108","28","108","2726","77","6795","1219","322","31","63","0","439","397","14","28","2674","320","439","1507","117","28","310","14202","7407","87"
"publicpolygonfeature:5:59765","ZIP Code 78155","country:us/state:tx/zip:78155","78155","20394","2684","480","45","480","2684","262","9353","1362","0","218","100","23","37","266","0","45","2730","166","37","1322","37","22","188","20394","11041","78"
"publicpolygonfeature:5:59766","ZIP Code 78201","country:us/state:tx/zip:78201","78201","13487","2684","225","27","225","2684","87","5878","1049","220","138","17","11","568","187","21","27","2071","149","568","1635","348","16","134","13487","7609","53"
"publicpolygonfeature:5:59767","ZIP Code 78202","country:us/state:tx/zip:78202","78202","3169","571","313","17","313","571","240","1475","220","88","73","8","0","100","144","0","17","493","136","100","351","12","17","75","3169","1694","69"
"publicpolygonfeature:5:59768","ZIP Code 78160","country:us/state:tx/zip:78160","78160","1624","87","21","10","21","87","0","686","36","11","21","0","0","11","32","0","10","302","32","11","51","0","10","32","1624","938","0"
"publicpolygonfeature:5:59769","ZIP Code 78161","country:us/state:tx/zip:78161","78161","211","0","0","0","0","0","0","153","0","0","0","0","0","0","0","0","0","37","0","0","0","0","0","0","211","58","0"
"publicpolygonfeature:5:59771","ZIP Code 78203","country:us/state:tx/zip:78203","78203","1599","241","15","0","15","241","15","691","136","72","0","0","0","147","49","0","0","257","49","147","105","75","0","39","1599","908","10"
"publicpolygonfeature:5:59772","ZIP Code 78204","country:us/state:tx/zip:78204","78204","3774","453","303","10","303","453","261","1442","324","89","42","0","0","171","130","0","10","850","130","171","129","82","10","107","3774","2332","23"
"publicpolygonfeature:5:59773","ZIP Code 78163","country:us/state:tx/zip:78163","78163","6191","709","17","0","17","709","17","2681","301","0","0","0","0","2","157","0","0","2089","157","2","408","2","0","102","6191","3510","55"
"publicpolygonfeature:5:59776","ZIP Code 78214","country:us/state:tx/zip:78214","78214","5868","1965","0","0","0","1965","0","2150","1002","31","0","0","0","240","215","179","0","508","36","240","963","209","0","104","5868","3718","111"
"publicpolygonfeature:5:59777","ZIP Code 78215","country:us/state:tx/zip:78215","78215","1809","111","79","112","79","111","17","841","111","40","62","0","0","40","55","9","112","508","46","40","0","0","112","55","1809","968","0"
"publicpolygonfeature:5:59778","ZIP Code 78216","country:us/state:tx/zip:78216","78216","16447","2131","369","32","369","2131","125","8159","1014","94","244","0","0","557","219","47","32","2897","172","557","1117","463","32","100","16447","8288","119"
"publicpolygonfeature:5:59779","ZIP Code 78217","country:us/state:tx/zip:78217","78217","11893","2096","436","0","436","2096","286","5698","1236","172","150","0","0","279","255","67","0","2721","188","279","860","107","0","109","11893","6195","146"
"publicpolygonfeature:5:59780","ZIP Code 78218","country:us/state:tx/zip:78218","78218","14610","1635","96","68","96","1635","50","6185","874","492","46","8","0","935","371","11","68","1585","352","935","761","443","68","91","14610","8425","280"
