"feature id","feature label","shid","geoid","People Commuting to Work by Drive Alone (2020-2024)","People Commuting to Work by Drive Carpool (2020-2024)","People Commuting to Work by Walk (2020-2024)","People Commuting to Work by Bicycle (2020-2024)","Commute Transportation by Walk (2020-2024)","Commute Transportation by Drive Carpool (2020-2024)","Male Commuting to Work by Walk (2020-2024)","Female Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Drive Carpool (2020-2024)","Female Commuting to Work by Public Transit (2020-2024)","Female Commuting to Work by Walk (2020-2024)","Commute Transportation by Motorcycle (2020-2024)","Female Commuting to Work by Bicycle (2020-2024)","People Commuting to Work by Public Transit (2020-2024)","People Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Taxi or Ride Hailing Service (2020-2024)","Commute Transportation by Bicycle (2020-2024)","No Commute / Work From Home (2020-2024)","Commute Transportation by Other Transit (2020-2024)","Commute Transportation by Public Transit (2020-2024)","Male Commuting to Work by Drive Carpool (2020-2024)","Male Commuting to Work by Public Transit (2020-2024)","Male Commuting to Work by Bicycle (2020-2024)","Male Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)","Commute Transportation by Drive Alone (2020-2024)","Male Commuting to Work by Drive Alone (2020-2024)","Female Commuting to Work by Taxi, Ride Hailing Service, Motorcycle, or Other Means (2020-2024)"
"publicpolygonfeature:5:47665","ZIP Code 46201","country:us/state:in/zip:46201","46201","10190","1533","202","147","202","1533","143","4796","618","252","59","0","39","570","305","41","147","1613","264","570","915","318","108","153","10190","5394","152"
"publicpolygonfeature:5:47666","ZIP Code 46176","country:us/state:in/zip:46176","46176","10826","1130","421","102","421","1130","395","5239","564","0","26","11","0","0","81","0","102","1113","70","0","566","0","102","23","10826","5587","58"
"publicpolygonfeature:5:47667","ZIP Code 46180","country:us/state:in/zip:46180","46180","346","10","2","0","2","10","0","124","8","0","2","0","0","0","17","0","0","70","17","0","2","0","0","0","346","222","17"
"publicpolygonfeature:5:47668","ZIP Code 46181","country:us/state:in/zip:46181","46181","1617","124","58","0","58","124","19","735","36","0","39","0","0","8","47","0","0","438","47","8","88","8","0","23","1617","882","24"
"publicpolygonfeature:5:47669","ZIP Code 46229","country:us/state:in/zip:46229","46229","10381","984","25","0","25","984","25","5296","403","0","0","0","0","48","85","40","0","2140","45","48","581","48","0","26","10381","5085","59"
"publicpolygonfeature:5:47670","ZIP Code 46202","country:us/state:in/zip:46202","46202","6555","619","1601","309","1601","619","875","3162","276","334","726","0","121","558","161","26","309","2616","135","558","343","224","188","99","6555","3393","62"
"publicpolygonfeature:5:47671","ZIP Code 46203","country:us/state:in/zip:46203","46203","12979","1941","254","195","254","1941","184","6339","803","212","70","33","72","312","158","39","195","2694","86","312","1138","100","123","93","12979","6640","65"
"publicpolygonfeature:5:47672","ZIP Code 46204","country:us/state:in/zip:46204","46204","4003","89","1579","47","1579","89","682","1712","58","32","897","0","14","123","41","12","47","1708","29","123","31","91","33","12","4003","2291","29"
"publicpolygonfeature:5:47673","ZIP Code 46205","country:us/state:in/zip:46205","46205","10833","748","67","67","67","748","28","5100","326","230","39","0","21","453","220","35","67","3200","185","453","422","223","46","34","10833","5733","186"
"publicpolygonfeature:5:47675","ZIP Code 46208","country:us/state:in/zip:46208","46208","7820","297","751","90","751","297","318","4109","113","95","433","0","50","284","127","0","90","1881","127","284","184","189","40","67","7820","3711","60"
