"feature id","feature label","shid","geoid","Male Employed in Management Occupation (2020-2024)","Male Employed in Business and Finance Occupation (2020-2024)","Male Employed in Computer and Mathematical Occupation (2020-2024)","Male Employed in Architecture and Engineering Occupation (2020-2024)","Male Employed in Life, Physical, and Social Science Occupation (2020-2024)","Male Employed in Community and Social Service Occupation (2020-2024)","Male Employed in Legal Occupation (2020-2024)","Male Employed in Education, Training and Library Occupation (2020-2024)","Male Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Male Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Male Employed in Health Technologist and Technicians Occupation (2020-2024)","Male Employed in Healthcare Support Occupation (2020-2024)","Male Employed in Fire Fighting and Prevention Occupation (2020-2024)","Male Employed in Law Enforcement Occupation (2020-2024)","Male Employed in Food Preparation and Serving Occupation (2020-2024)","Male Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Male Employed in Personal Care and Service Occupation (2020-2024)","Male Employed in Sales Occupation (2020-2024)","Male Employed in Office and Administrative Support Occupation (2020-2024)","Male Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Male Employed in Construction and Extraction Occupation (2020-2024)","Male Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Male Employed in Production Occupation (2020-2024)","Male Employed in Transportation Occupation (2020-2024)","Male Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:41496","ZIP Code 28215","country:us/state:nc/zip:28215","28215","1148","831","1184","384","28","147","72","366","233","282","189","135","275","113","685","597","146","1372","1143","56","2656","628","1082","1504","1200"
"publicpolygonfeature:5:41497","ZIP Code 28216","country:us/state:nc/zip:28216","28216","2207","965","541","380","60","148","124","621","250","143","120","264","396","85","637","779","88","890","854","24","1394","909","959","1255","1375"
"publicpolygonfeature:5:41498","ZIP Code 28217","country:us/state:nc/zip:28217","28217","888","642","1135","302","12","131","48","131","64","46","57","34","0","22","330","289","128","556","528","0","1668","435","589","540","679"
"publicpolygonfeature:5:41499","ZIP Code 28227","country:us/state:nc/zip:28227","28227","2079","921","749","338","11","200","65","483","261","187","126","79","148","12","760","769","10","1480","1082","0","2026","513","898","1251","1038"
"publicpolygonfeature:5:41500","ZIP Code 28244","country:us/state:nc/zip:28244","28244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41501","ZIP Code 28262","country:us/state:nc/zip:28262","28262","2028","1041","2219","436","54","303","180","231","167","98","172","253","197","21","650","482","273","1055","885","65","791","478","840","1326","799"
"publicpolygonfeature:5:41502","ZIP Code 28269","country:us/state:nc/zip:28269","28269","3324","1391","1897","581","69","375","132","513","447","192","188","117","162","81","1090","528","173","2006","1960","10","1619","382","1313","1588","1589"
"publicpolygonfeature:5:41696","ZIP Code 28660","country:us/state:nc/zip:28660","28660","10","75","0","0","0","0","0","44","0","0","0","0","0","0","0","32","0","25","0","49","17","41","181","143","65"
"publicpolygonfeature:5:41741","ZIP Code 28677","country:us/state:nc/zip:28677","28677","966","401","179","280","36","80","23","191","31","102","77","141","57","244","249","318","26","1246","781","131","902","890","1094","597","623"
"publicpolygonfeature:5:41750","ZIP Code 28625","country:us/state:nc/zip:28625","28625","1071","266","182","370","39","66","20","159","139","162","76","75","113","178","361","629","82","791","418","69","841","820","1356","761","768"
"publicpolygonfeature:5:41754","ZIP Code 28634","country:us/state:nc/zip:28634","28634","104","20","45","2","0","0","0","0","0","0","12","0","0","12","37","54","0","151","106","0","250","253","238","72","157"
"publicpolygonfeature:5:41764","ZIP Code 28678","country:us/state:nc/zip:28678","28678","75","5","0","0","15","0","0","0","0","0","79","21","0","17","33","80","0","98","112","164","30","63","363","97","106"
"publicpolygonfeature:5:41770","ZIP Code 28650","country:us/state:nc/zip:28650","28650","448","65","43","16","0","19","0","106","50","9","19","12","12","148","167","117","25","179","163","0","246","524","779","106","206"
"publicpolygonfeature:5:41800","ZIP Code 28689","country:us/state:nc/zip:28689","28689","0","69","22","14","0","26","0","17","0","0","0","0","9","0","0","0","0","192","8","89","121","25","68","19","44"
