"feature id","feature label","shid","geoid","Male Employed in Management Occupation (2020-2024)","Male Employed in Business and Finance Occupation (2020-2024)","Male Employed in Computer and Mathematical Occupation (2020-2024)","Male Employed in Architecture and Engineering Occupation (2020-2024)","Male Employed in Life, Physical, and Social Science Occupation (2020-2024)","Male Employed in Community and Social Service Occupation (2020-2024)","Male Employed in Legal Occupation (2020-2024)","Male Employed in Education, Training and Library Occupation (2020-2024)","Male Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Male Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Male Employed in Health Technologist and Technicians Occupation (2020-2024)","Male Employed in Healthcare Support Occupation (2020-2024)","Male Employed in Fire Fighting and Prevention Occupation (2020-2024)","Male Employed in Law Enforcement Occupation (2020-2024)","Male Employed in Food Preparation and Serving Occupation (2020-2024)","Male Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Male Employed in Personal Care and Service Occupation (2020-2024)","Male Employed in Sales Occupation (2020-2024)","Male Employed in Office and Administrative Support Occupation (2020-2024)","Male Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Male Employed in Construction and Extraction Occupation (2020-2024)","Male Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Male Employed in Production Occupation (2020-2024)","Male Employed in Transportation Occupation (2020-2024)","Male Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:60414","ZIP Code 80030","country:us/state:co/zip:80030","80030","554","149","198","147","3","37","24","41","42","13","0","0","18","0","186","195","9","274","322","9","728","301","337","396","376"
"publicpolygonfeature:5:60415","ZIP Code 80031","country:us/state:co/zip:80031","80031","1347","687","831","618","124","143","39","312","248","113","60","105","127","69","341","367","53","1279","614","78","1284","478","553","542","655"
"publicpolygonfeature:5:60416","ZIP Code 80033","country:us/state:co/zip:80033","80033","1043","638","357","456","118","22","84","184","287","178","18","0","105","45","336","153","95","990","349","109","673","212","462","357","121"
"publicpolygonfeature:5:60417","ZIP Code 80101","country:us/state:co/zip:80101","80101","15","0","18","0","0","0","0","6","3","0","0","0","0","0","0","0","8","8","0","8","6","2","8","0","0"
"publicpolygonfeature:5:60418","ZIP Code 80102","country:us/state:co/zip:80102","80102","331","99","25","44","0","0","0","45","11","0","13","8","29","44","36","39","0","163","126","68","270","273","91","181","55"
"publicpolygonfeature:5:60419","ZIP Code 80110","country:us/state:co/zip:80110","80110","1051","277","477","405","61","164","33","274","294","223","43","171","92","27","417","281","10","578","439","21","871","360","345","442","370"
"publicpolygonfeature:5:60420","ZIP Code 80103","country:us/state:co/zip:80103","80103","55","101","15","11","0","5","0","54","4","1","8","0","10","48","9","5","0","29","15","7","154","69","40","32","52"
"publicpolygonfeature:5:60421","ZIP Code 80104","country:us/state:co/zip:80104","80104","1901","1062","1089","543","45","127","371","200","99","114","85","53","126","186","608","346","18","1340","447","19","564","457","319","544","488"
"publicpolygonfeature:5:60422","ZIP Code 80105","country:us/state:co/zip:80105","80105","39","23","3","5","0","0","0","0","0","0","0","0","0","12","0","35","3","16","18","6","189","84","94","49","31"
"publicpolygonfeature:5:60423","ZIP Code 80106","country:us/state:co/zip:80106","80106","414","44","137","93","0","15","6","15","33","7","3","7","2","3","35","5","11","116","42","9","72","36","73","34","80"
"publicpolygonfeature:5:60424","ZIP Code 80107","country:us/state:co/zip:80107","80107","583","362","153","125","10","7","47","92","24","9","141","0","130","169","175","15","45","352","158","25","547","424","297","136","147"
"publicpolygonfeature:5:60425","ZIP Code 80108","country:us/state:co/zip:80108","80108","3182","1152","1088","525","95","18","96","139","143","242","44","7","81","132","338","95","154","1628","387","0","291","399","39","293","279"
"publicpolygonfeature:5:60426","ZIP Code 80111","country:us/state:co/zip:80111","80111","2003","933","930","645","107","43","274","308","300","576","34","28","157","35","341","178","52","1032","577","0","156","171","119","142","262"
"publicpolygonfeature:5:60427","ZIP Code 80112","country:us/state:co/zip:80112","80112","1666","1302","1454","933","180","260","174","337","214","239","105","108","70","113","455","35","80","1155","737","0","284","178","306","343","255"
"publicpolygonfeature:5:60428","ZIP Code 80113","country:us/state:co/zip:80113","80113","1124","706","322","309","48","33","106","134","234","347","52","86","48","45","206","315","6","1200","311","0","413","156","250","235","193"
"publicpolygonfeature:5:60429","ZIP Code 80116","country:us/state:co/zip:80116","80116","270","100","122","40","34","0","0","44","0","59","9","0","0","8","14","26","8","110","36","0","158","22","0","125","54"
"publicpolygonfeature:5:60430","ZIP Code 80120","country:us/state:co/zip:80120","80120","1333","716","680","529","78","101","183","156","223","226","78","33","32","149","498","93","117","647","342","8","688","409","403","437","270"
"publicpolygonfeature:5:60431","ZIP Code 80121","country:us/state:co/zip:80121","80121","1110","372","392","172","157","33","208","114","109","150","73","11","86","0","131","97","6","572","161","0","213","93","70","196","114"
