"feature id","feature label","shid","geoid","Male Employed in Management Occupation (2020-2024)","Male Employed in Business and Finance Occupation (2020-2024)","Male Employed in Computer and Mathematical Occupation (2020-2024)","Male Employed in Architecture and Engineering Occupation (2020-2024)","Male Employed in Life, Physical, and Social Science Occupation (2020-2024)","Male Employed in Community and Social Service Occupation (2020-2024)","Male Employed in Legal Occupation (2020-2024)","Male Employed in Education, Training and Library Occupation (2020-2024)","Male Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Male Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Male Employed in Health Technologist and Technicians Occupation (2020-2024)","Male Employed in Healthcare Support Occupation (2020-2024)","Male Employed in Fire Fighting and Prevention Occupation (2020-2024)","Male Employed in Law Enforcement Occupation (2020-2024)","Male Employed in Food Preparation and Serving Occupation (2020-2024)","Male Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Male Employed in Personal Care and Service Occupation (2020-2024)","Male Employed in Sales Occupation (2020-2024)","Male Employed in Office and Administrative Support Occupation (2020-2024)","Male Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Male Employed in Construction and Extraction Occupation (2020-2024)","Male Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Male Employed in Production Occupation (2020-2024)","Male Employed in Transportation Occupation (2020-2024)","Male Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:41947","ZIP Code 33154","country:us/state:fl/zip:33154","33154","777","142","58","53","8","57","73","147","85","279","0","0","19","45","172","172","9","134","95","0","312","43","38","303","57"
"publicpolygonfeature:5:41951","ZIP Code 33155","country:us/state:fl/zip:33155","33155","1507","414","319","382","90","56","223","355","216","282","156","79","77","102","481","643","399","1229","524","99","1784","746","418","1082","438"
"publicpolygonfeature:5:41956","ZIP Code 33156","country:us/state:fl/zip:33156","33156","2070","786","350","189","117","102","1084","311","224","634","54","13","162","0","312","117","61","885","421","12","260","211","59","207","331"
"publicpolygonfeature:5:41999","ZIP Code 33175","country:us/state:fl/zip:33175","33175","1688","460","657","390","77","38","51","162","310","430","193","115","232","137","271","422","141","1278","990","128","1447","874","454","1500","557"
"publicpolygonfeature:5:42012","ZIP Code 33176","country:us/state:fl/zip:33176","33176","2061","879","573","447","192","92","379","386","433","403","116","46","553","315","563","252","163","967","964","46","1185","832","234","798","309"
"publicpolygonfeature:5:42026","ZIP Code 33177","country:us/state:fl/zip:33177","33177","1579","488","374","266","49","67","15","238","312","322","211","227","397","196","714","691","318","1427","1112","77","2072","1140","544","1611","539"
"publicpolygonfeature:5:42039","ZIP Code 33178","country:us/state:fl/zip:33178","33178","4229","1475","1018","453","121","67","377","356","816","406","96","75","171","193","1178","97","156","2862","1311","0","882","470","364","1443","161"
"publicpolygonfeature:5:42043","ZIP Code 33179","country:us/state:fl/zip:33179","33179","1408","600","294","400","132","82","143","334","575","362","80","202","176","169","951","321","297","1516","743","69","994","601","364","1439","557"
"publicpolygonfeature:5:42050","ZIP Code 33180","country:us/state:fl/zip:33180","33180","2211","723","536","220","16","18","191","302","194","477","51","11","314","46","141","82","111","1128","327","16","293","152","61","414","86"
"publicpolygonfeature:5:42051","ZIP Code 33181","country:us/state:fl/zip:33181","33181","975","355","121","100","36","37","17","254","270","167","137","79","82","106","360","298","17","307","367","54","607","313","43","537","79"
