"feature id","feature label","shid","geoid","Number of Jobs (2023)"
"publicpolygonfeature:5:63712","ZIP Code 94903","country:us/state:ca/zip:94903","94903","16954"
"publicpolygonfeature:5:63713","ZIP Code 94904","country:us/state:ca/zip:94904","94904","6671"
"publicpolygonfeature:5:63714","ZIP Code 94920","country:us/state:ca/zip:94920","94920","2492"
"publicpolygonfeature:5:63718","ZIP Code 94924","country:us/state:ca/zip:94924","94924","279"
"publicpolygonfeature:5:63719","ZIP Code 94925","country:us/state:ca/zip:94925","94925","6142"
"publicpolygonfeature:5:63720","ZIP Code 94930","country:us/state:ca/zip:94930","94930","1856"
"publicpolygonfeature:5:63722","ZIP Code 94933","country:us/state:ca/zip:94933","94933","97"
"publicpolygonfeature:5:63723","ZIP Code 94940","country:us/state:ca/zip:94940","94940","323"
"publicpolygonfeature:5:63725","ZIP Code 94937","country:us/state:ca/zip:94937","94937","273"
"publicpolygonfeature:5:63726","ZIP Code 94938","country:us/state:ca/zip:94938","94938","46"
"publicpolygonfeature:5:63727","ZIP Code 94939","country:us/state:ca/zip:94939","94939","4463"
"publicpolygonfeature:5:63729","ZIP Code 94941","country:us/state:ca/zip:94941","94941","9988"
"publicpolygonfeature:5:63730","ZIP Code 94945","country:us/state:ca/zip:94945","94945","9344"
"publicpolygonfeature:5:63732","ZIP Code 94946","country:us/state:ca/zip:94946","94946","344"
"publicpolygonfeature:5:63733","ZIP Code 94947","country:us/state:ca/zip:94947","94947","3939"
"publicpolygonfeature:5:63734","ZIP Code 94949","country:us/state:ca/zip:94949","94949","11691"
"publicpolygonfeature:5:63735","ZIP Code 94950","country:us/state:ca/zip:94950","94950","14"
"publicpolygonfeature:5:63736","ZIP Code 94952","country:us/state:ca/zip:94952","94952","15128"
"publicpolygonfeature:5:63739","ZIP Code 94960","country:us/state:ca/zip:94960","94960","3664"
"publicpolygonfeature:5:63740","ZIP Code 94963","country:us/state:ca/zip:94963","94963","152"
"publicpolygonfeature:5:63741","ZIP Code 94964","country:us/state:ca/zip:94964","94964","1750"
"publicpolygonfeature:5:63743","ZIP Code 94956","country:us/state:ca/zip:94956","94956","772"
"publicpolygonfeature:5:63744","ZIP Code 94957","country:us/state:ca/zip:94957","94957","642"
"publicpolygonfeature:5:63745","ZIP Code 94965","country:us/state:ca/zip:94965","94965","6211"
"publicpolygonfeature:5:63746","ZIP Code 94970","country:us/state:ca/zip:94970","94970","205"
"publicpolygonfeature:5:63747","ZIP Code 94971","country:us/state:ca/zip:94971","94971","153"
"publicpolygonfeature:5:63749","ZIP Code 94973","country:us/state:ca/zip:94973","94973","248"
"publicpolygonfeature:5:63826","ZIP Code 95219","country:us/state:ca/zip:95219","95219","11606"
"publicpolygonfeature:5:63933","ZIP Code 95391","country:us/state:ca/zip:95391","95391","1377"
"publicpolygonfeature:5:6701475","ZIP Code 94188","country:us/state:ca/zip:94188","94188","308"
"publicpolygonfeature:5:6702208","ZIP Code 94018","country:us/state:ca/zip:94018","94018","411"
"publicpolygonfeature:22:928646","San Francisco-Oakland-Fremont, CA Area","country:us/state:ca/msa:san_francisco-oakland-fremont","41860","2488221"
