"feature id","feature label","shid","geoid","Female Employed in Management Occupation (2020-2024)","Female Employed in Business and Finance Occupation (2020-2024)","Female Employed in Computer and Mathematical Occupation (2020-2024)","Female Employed in Architecture and Engineering Occupation (2020-2024)","Female Employed in Life, Physical, and Social Science Occupation (2020-2024)","Female Employed in Community and Social Service Occupation (2020-2024)","Female Employed in Legal Occupation (2020-2024)","Female Employed in Education, Training and Library Occupation (2020-2024)","Female Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Female Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Female Employed in Health Technologist and Technicians Occupation (2020-2024)","Female Employed in Healthcare Support Occupation (2020-2024)","Female Employed in Fire Fighting and Prevention Occupation (2020-2024)","Female Employed in Law Enforcement Occupation (2020-2024)","Female Employed in Food Preparation and Serving Occupation (2020-2024)","Female Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Female Employed in Personal Care and Service Occupation (2020-2024)","Female Employed in Sales Occupation (2020-2024)","Female Employed in Office and Administrative Support Occupation (2020-2024)","Female Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Female Employed in Construction and Extraction Occupation (2020-2024)","Female Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Female Employed in Production Occupation (2020-2024)","Female Employed in Transportation Occupation (2020-2024)","Female Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:44557","ZIP Code 37217","country:us/state:tn/zip:37217","37217","683","605","90","0","45","172","41","495","254","280","94","263","0","18","625","658","143","545","906","0","136","0","564","210","550"
"publicpolygonfeature:5:44562","ZIP Code 37046","country:us/state:tn/zip:37046","37046","194","109","0","0","20","54","12","101","32","234","60","14","0","0","38","0","89","168","107","0","0","0","12","0","43"
"publicpolygonfeature:5:44563","ZIP Code 37115","country:us/state:tn/zip:37115","37115","1028","638","111","35","106","110","150","1046","196","435","314","777","26","25","755","437","183","787","1781","0","107","0","376","360","422"
"publicpolygonfeature:5:44564","ZIP Code 37048","country:us/state:tn/zip:37048","37048","190","72","58","9","5","47","36","162","25","112","34","131","4","5","48","24","117","80","411","19","0","0","29","26","25"
"publicpolygonfeature:5:44565","ZIP Code 37049","country:us/state:tn/zip:37049","37049","107","134","1","11","9","38","14","102","14","65","7","64","0","0","70","6","32","52","172","0","2","0","119","0","13"
"publicpolygonfeature:5:44566","ZIP Code 37118","country:us/state:tn/zip:37118","37118","28","21","0","0","0","0","0","49","25","18","76","0","0","0","62","0","16","9","64","0","0","0","0","0","0"
"publicpolygonfeature:5:44569","ZIP Code 37051","country:us/state:tn/zip:37051","37051","35","30","7","0","0","0","0","38","6","101","43","70","0","0","95","18","31","50","110","0","0","18","27","0","0"
"publicpolygonfeature:5:44571","ZIP Code 37055","country:us/state:tn/zip:37055","37055","933","286","53","0","46","37","0","611","68","496","417","562","23","68","317","171","300","954","1076","0","65","0","306","40","199"
"publicpolygonfeature:5:44572","ZIP Code 37057","country:us/state:tn/zip:37057","37057","0","37","0","0","0","0","0","33","0","29","0","0","0","13","0","33","0","32","59","0","0","0","7","0","18"
"publicpolygonfeature:5:44575","ZIP Code 37062","country:us/state:tn/zip:37062","37062","289","193","0","0","7","54","22","696","49","533","95","74","16","0","297","101","86","296","634","0","0","0","42","39","94"
"publicpolygonfeature:5:44576","ZIP Code 37064","country:us/state:tn/zip:37064","37064","2152","1677","498","32","78","598","272","1476","674","1318","348","322","89","53","801","268","539","1483","2253","18","14","27","205","85","118"
"publicpolygonfeature:5:44577","ZIP Code 37066","country:us/state:tn/zip:37066","37066","1219","693","487","42","76","367","191","1406","386","1302","438","389","45","95","1119","158","565","1706","3354","165","127","69","673","230","469"
"publicpolygonfeature:5:44579","ZIP Code 37067","country:us/state:tn/zip:37067","37067","1009","917","464","105","90","188","78","525","221","627","172","111","37","0","503","61","166","793","965","0","92","0","83","23","13"
"publicpolygonfeature:5:44580","ZIP Code 37069","country:us/state:tn/zip:37069","37069","709","301","125","8","140","97","65","647","250","350","18","41","8","0","173","3","224","374","532","0","0","22","40","9","65"
"publicpolygonfeature:5:44581","ZIP Code 37072","country:us/state:tn/zip:37072","37072","798","647","118","5","112","60","197","1008","129","482","345","243","12","8","271","268","493","633","1561","77","144","0","246","139","236"
"publicpolygonfeature:5:44582","ZIP Code 37073","country:us/state:tn/zip:37073","37073","359","211","8","0","5","10","34","532","7","303","191","144","29","0","205","20","229","235","838","54","5","0","273","7","121"
"publicpolygonfeature:5:44583","ZIP Code 37074","country:us/state:tn/zip:37074","37074","142","134","0","0","0","9","45","113","0","78","151","16","34","25","229","0","35","141","345","0","7","0","116","224","181"
"publicpolygonfeature:5:44584","ZIP Code 37075","country:us/state:tn/zip:37075","37075","2397","1571","503","153","96","417","193","2559","514","1528","577","669","86","0","1016","118","832","1465","3508","40","66","17","265","367","448"
"publicpolygonfeature:5:44585","ZIP Code 37080","country:us/state:tn/zip:37080","37080","201","90","0","0","11","12","64","141","5","58","0","123","0","0","77","17","77","108","396","0","4","0","55","0","13"
"publicpolygonfeature:5:44586","ZIP Code 37082","country:us/state:tn/zip:37082","37082","180","59","51","4","0","24","41","176","23","28","19","0","0","0","17","80","54","163","444","0","16","0","34","0","41"
"publicpolygonfeature:5:44587","ZIP Code 37218","country:us/state:tn/zip:37218","37218","438","197","55","40","82","36","81","338","11","211","183","277","64","0","369","201","29","181","778","0","0","0","117","50","118"
"publicpolygonfeature:5:44588","ZIP Code 37083","country:us/state:tn/zip:37083","37083","295","53","14","45","0","131","0","429","0","228","167","258","40","0","203","47","88","334","684","0","0","13","282","76","313"
"publicpolygonfeature:5:44589","ZIP Code 37085","country:us/state:tn/zip:37085","37085","142","139","27","0","22","0","25","282","0","50","69","0","29","0","91","0","24","57","322","0","0","0","44","0","41"
"publicpolygonfeature:5:44590","ZIP Code 37087","country:us/state:tn/zip:37087","37087","1455","686","148","53","14","205","42","1464","180","1016","289","668","179","253","534","388","651","1444","2176","0","168","29","834","231","467"
"publicpolygonfeature:5:44591","ZIP Code 37219","country:us/state:tn/zip:37219","37219","210","128","54","0","56","0","0","55","12","200","0","15","0","0","88","28","0","202","72","0","0","20","0","0","0"
"publicpolygonfeature:5:44592","ZIP Code 37090","country:us/state:tn/zip:37090","37090","594","369","86","21","41","183","145","416","115","480","129","150","43","75","292","57","126","418","852","0","0","8","208","157","143"
"publicpolygonfeature:5:44594","ZIP Code 37220","country:us/state:tn/zip:37220","37220","300","165","29","0","35","60","23","175","54","136","22","11","0","0","29","37","28","88","86","0","0","0","0","0","25"
"publicpolygonfeature:5:44595","ZIP Code 37095","country:us/state:tn/zip:37095","37095","34","19","0","0","0","0","0","17","24","8","0","0","0","2","11","11","0","14","56","0","0","30","24","20","50"
"publicpolygonfeature:5:44599","ZIP Code 37098","country:us/state:tn/zip:37098","37098","82","21","0","0","60","38","10","88","18","175","134","135","0","0","155","65","25","193","342","0","14","48","24","0","5"
"publicpolygonfeature:5:44600","ZIP Code 37128","country:us/state:tn/zip:37128","37128","2250","1209","792","143","47","535","119","2169","454","1574","1273","294","12","0","1862","436","748","1658","3964","0","0","22","779","146","591"
"publicpolygonfeature:5:44603","ZIP Code 37132","country:us/state:tn/zip:37132","37132","0","9","0","0","1","0","0","42","11","0","7","2","0","0","116","7","126","217","148","0","0","0","0","0","17"
"publicpolygonfeature:5:44604","ZIP Code 37122","country:us/state:tn/zip:37122","37122","2235","1611","260","131","278","408","237","1389","306","1922","422","286","165","28","769","148","449","1423","2791","0","19","9","326","173","417"
"publicpolygonfeature:5:44605","ZIP Code 37127","country:us/state:tn/zip:37127","37127","567","413","252","41","15","56","57","375","9","414","169","118","0","0","621","167","103","402","954","0","0","0","278","108","327"
"publicpolygonfeature:5:44606","ZIP Code 37129","country:us/state:tn/zip:37129","37129","1864","1236","256","176","117","537","154","1789","326","1314","535","557","55","54","918","165","518","1222","2626","0","92","175","496","128","290"
"publicpolygonfeature:5:44607","ZIP Code 37130","country:us/state:tn/zip:37130","37130","1454","856","243","48","77","395","80","1639","452","791","620","691","57","27","1020","684","366","1314","2833","54","57","61","1157","102","509"
"publicpolygonfeature:5:44608","ZIP Code 37137","country:us/state:tn/zip:37137","37137","56","10","0","0","0","0","0","0","0","41","20","0","0","17","26","0","0","66","78","0","0","0","36","0","0"
"publicpolygonfeature:5:44609","ZIP Code 37138","country:us/state:tn/zip:37138","37138","866","343","82","31","165","24","36","283","84","372","224","178","17","0","148","95","393","579","1030","0","0","0","64","8","67"
"publicpolygonfeature:5:44611","ZIP Code 37209","country:us/state:tn/zip:37209","37209","1873","1446","338","209","304","335","284","930","648","1637","110","255","14","0","470","328","557","1064","1491","19","54","42","153","28","49"
"publicpolygonfeature:5:44612","ZIP Code 37145","country:us/state:tn/zip:37145","37145","64","49","0","10","0","4","0","55","42","33","25","22","22","0","66","0","11","12","88","0","0","0","34","9","10"
"publicpolygonfeature:5:44613","ZIP Code 37146","country:us/state:tn/zip:37146","37146","136","132","28","0","67","49","41","279","23","187","91","55","45","40","141","41","59","73","352","12","0","0","113","0","0"
"publicpolygonfeature:5:44614","ZIP Code 37148","country:us/state:tn/zip:37148","37148","510","366","143","15","25","108","57","574","23","348","396","241","38","44","195","97","209","747","1131","25","34","16","381","180","224"
"publicpolygonfeature:5:44615","ZIP Code 37149","country:us/state:tn/zip:37149","37149","89","39","8","0","0","0","17","46","0","21","8","94","0","0","5","9","5","9","120","0","14","0","0","0","44"
"publicpolygonfeature:5:44616","ZIP Code 37150","country:us/state:tn/zip:37150","37150","125","18","0","18","0","18","0","11","0","24","12","55","0","2","74","12","19","4","163","0","0","0","50","49","0"
"publicpolygonfeature:5:44617","ZIP Code 37151","country:us/state:tn/zip:37151","37151","14","11","0","0","0","0","0","52","0","12","14","13","0","0","0","0","0","18","10","0","0","0","0","0","0"
"publicpolygonfeature:5:44618","ZIP Code 37153","country:us/state:tn/zip:37153","37153","134","122","0","0","0","14","0","186","121","170","76","54","0","0","28","7","15","83","198","0","12","28","33","0","55"
"publicpolygonfeature:5:44621","ZIP Code 37210","country:us/state:tn/zip:37210","37210","471","397","67","0","91","95","57","216","151","253","147","207","21","0","355","136","150","308","609","13","107","24","49","47","94"
"publicpolygonfeature:5:44622","ZIP Code 37167","country:us/state:tn/zip:37167","37167","1304","1291","323","121","30","125","97","1431","333","818","435","424","5","34","1175","478","839","1916","3330","13","68","11","1446","148","570"
"publicpolygonfeature:5:44625","ZIP Code 37172","country:us/state:tn/zip:37172","37172","434","370","35","0","21","159","51","509","79","366","322","448","60","45","733","299","195","621","1299","0","14","9","606","155","115"
"publicpolygonfeature:5:44626","ZIP Code 37215","country:us/state:tn/zip:37215","37215","1006","597","235","92","190","75","156","404","295","824","67","66","9","0","98","8","285","500","465","0","4","0","97","46","8"
"publicpolygonfeature:5:44627","ZIP Code 37174","country:us/state:tn/zip:37174","37174","2159","1317","598","82","177","284","151","885","166","867","165","173","59","0","693","182","414","1663","2389","0","15","47","381","31","204"
"publicpolygonfeature:5:44630","ZIP Code 37181","country:us/state:tn/zip:37181","37181","21","1","0","0","0","0","1","6","0","28","8","21","0","0","27","8","13","65","22","0","5","0","156","0","37"
"publicpolygonfeature:5:44632","ZIP Code 37186","country:us/state:tn/zip:37186","37186","171","84","6","0","0","19","6","200","16","159","100","160","10","0","226","47","172","424","288","0","100","10","291","14","148"
"publicpolygonfeature:5:44633","ZIP Code 37179","country:us/state:tn/zip:37179","37179","558","374","125","37","125","41","22","339","120","262","319","0","0","0","277","103","138","597","731","0","0","0","42","16","31"
"publicpolygonfeature:5:44634","ZIP Code 37189","country:us/state:tn/zip:37189","37189","56","100","81","10","0","96","9","152","0","79","0","8","0","0","0","0","38","15","251","0","0","0","40","0","55"
"publicpolygonfeature:5:44635","ZIP Code 37216","country:us/state:tn/zip:37216","37216","1128","391","85","9","33","126","208","568","360","323","216","158","107","12","221","22","238","330","858","0","68","35","98","15","43"
"publicpolygonfeature:5:44637","ZIP Code 37203","country:us/state:tn/zip:37203","37203","1124","729","101","88","194","200","384","734","366","1283","145","139","36","0","335","0","167","393","931","0","5","57","95","52","46"
"publicpolygonfeature:5:44638","ZIP Code 37184","country:us/state:tn/zip:37184","37184","148","88","20","2","27","16","0","210","10","15","68","84","0","0","69","25","3","233","654","45","90","0","34","0","8"
"publicpolygonfeature:5:44639","ZIP Code 37204","country:us/state:tn/zip:37204","37204","823","555","171","79","205","162","76","445","344","490","76","27","28","7","222","99","332","485","569","0","5","0","68","30","74"
"publicpolygonfeature:5:44640","ZIP Code 37205","country:us/state:tn/zip:37205","37205","967","533","186","15","62","162","280","453","245","732","64","39","9","0","210","43","151","446","678","0","0","0","28","15","68"
"publicpolygonfeature:5:44642","ZIP Code 37187","country:us/state:tn/zip:37187","37187","104","127","14","22","0","72","0","73","0","121","142","96","0","0","20","0","78","219","491","0","0","0","154","0","31"
"publicpolygonfeature:5:44643","ZIP Code 37188","country:us/state:tn/zip:37188","37188","458","225","34","37","0","102","38","420","155","467","226","154","34","0","328","118","255","537","996","0","0","0","38","50","85"
"publicpolygonfeature:5:44644","ZIP Code 37206","country:us/state:tn/zip:37206","37206","1796","780","228","153","159","158","124","868","487","486","96","180","0","5","442","101","237","711","545","0","40","16","172","71","168"
