"feature id","feature label","shid","geoid","Female Employed in Management Occupation (2020-2024)","Female Employed in Business and Finance Occupation (2020-2024)","Female Employed in Computer and Mathematical Occupation (2020-2024)","Female Employed in Architecture and Engineering Occupation (2020-2024)","Female Employed in Life, Physical, and Social Science Occupation (2020-2024)","Female Employed in Community and Social Service Occupation (2020-2024)","Female Employed in Legal Occupation (2020-2024)","Female Employed in Education, Training and Library Occupation (2020-2024)","Female Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Female Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Female Employed in Health Technologist and Technicians Occupation (2020-2024)","Female Employed in Healthcare Support Occupation (2020-2024)","Female Employed in Fire Fighting and Prevention Occupation (2020-2024)","Female Employed in Law Enforcement Occupation (2020-2024)","Female Employed in Food Preparation and Serving Occupation (2020-2024)","Female Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Female Employed in Personal Care and Service Occupation (2020-2024)","Female Employed in Sales Occupation (2020-2024)","Female Employed in Office and Administrative Support Occupation (2020-2024)","Female Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Female Employed in Construction and Extraction Occupation (2020-2024)","Female Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Female Employed in Production Occupation (2020-2024)","Female Employed in Transportation Occupation (2020-2024)","Female Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:45739","ZIP Code 40217","country:us/state:ky/zip:40217","40217","419","242","55","74","0","110","83","542","219","260","199","74","15","0","213","11","68","147","413","0","2","0","119","18","102"
"publicpolygonfeature:5:45740","ZIP Code 40219","country:us/state:ky/zip:40219","40219","760","430","92","40","173","235","355","405","29","375","342","682","34","40","446","222","290","883","1892","0","51","14","1235","114","563"
"publicpolygonfeature:5:45741","ZIP Code 40220","country:us/state:ky/zip:40220","40220","1078","644","294","112","264","194","114","696","171","870","199","362","63","68","438","103","379","777","1705","0","0","11","247","13","144"
"publicpolygonfeature:5:45742","ZIP Code 40222","country:us/state:ky/zip:40222","40222","866","476","108","47","63","199","88","493","193","614","88","175","68","0","120","13","160","462","884","0","9","0","107","145","79"
"publicpolygonfeature:5:45743","ZIP Code 40223","country:us/state:ky/zip:40223","40223","464","490","97","50","12","258","112","531","129","634","229","109","26","0","198","76","196","339","814","0","0","15","102","11","112"
"publicpolygonfeature:5:45744","ZIP Code 40229","country:us/state:ky/zip:40229","40229","1037","327","205","0","123","378","96","895","47","654","382","531","52","33","475","202","326","775","1771","0","17","19","698","339","884"
"publicpolygonfeature:5:45745","ZIP Code 40231","country:us/state:ky/zip:40231","40231","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:45746","ZIP Code 40241","country:us/state:ky/zip:40241","40241","931","668","196","46","70","187","137","736","93","1143","370","261","23","11","325","85","287","952","1059","0","0","1","209","56","182"
"publicpolygonfeature:5:45747","ZIP Code 40242","country:us/state:ky/zip:40242","40242","240","218","38","8","16","110","59","314","108","237","98","146","10","6","133","18","127","364","460","0","0","0","76","14","104"
"publicpolygonfeature:5:45748","ZIP Code 40243","country:us/state:ky/zip:40243","40243","422","319","21","49","68","41","20","172","109","340","50","41","0","0","112","0","45","597","393","0","16","5","77","48","63"
