"feature id","feature label","shid","geoid","Female Employed in Management Occupation (2020-2024)","Female Employed in Business and Finance Occupation (2020-2024)","Female Employed in Computer and Mathematical Occupation (2020-2024)","Female Employed in Architecture and Engineering Occupation (2020-2024)","Female Employed in Life, Physical, and Social Science Occupation (2020-2024)","Female Employed in Community and Social Service Occupation (2020-2024)","Female Employed in Legal Occupation (2020-2024)","Female Employed in Education, Training and Library Occupation (2020-2024)","Female Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Female Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Female Employed in Health Technologist and Technicians Occupation (2020-2024)","Female Employed in Healthcare Support Occupation (2020-2024)","Female Employed in Fire Fighting and Prevention Occupation (2020-2024)","Female Employed in Law Enforcement Occupation (2020-2024)","Female Employed in Food Preparation and Serving Occupation (2020-2024)","Female Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Female Employed in Personal Care and Service Occupation (2020-2024)","Female Employed in Sales Occupation (2020-2024)","Female Employed in Office and Administrative Support Occupation (2020-2024)","Female Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Female Employed in Construction and Extraction Occupation (2020-2024)","Female Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Female Employed in Production Occupation (2020-2024)","Female Employed in Transportation Occupation (2020-2024)","Female Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:43597","ZIP Code 33763","country:us/state:fl/zip:33763","33763","414","394","75","0","61","30","40","260","72","154","239","179","80","16","172","155","135","651","828","8","7","0","171","54","44"
"publicpolygonfeature:5:43599","ZIP Code 33764","country:us/state:fl/zip:33764","33764","682","600","211","18","32","159","159","363","104","702","232","310","0","13","840","122","200","882","1113","11","112","0","152","61","77"
"publicpolygonfeature:5:43600","ZIP Code 33765","country:us/state:fl/zip:33765","33765","299","240","35","25","0","89","59","205","85","248","18","116","19","16","227","53","202","235","673","0","11","0","94","67","43"
"publicpolygonfeature:5:43601","ZIP Code 33767","country:us/state:fl/zip:33767","33767","282","146","5","0","8","30","9","44","27","103","50","27","0","0","7","0","27","221","130","0","0","0","23","32","0"
"publicpolygonfeature:5:43602","ZIP Code 33770","country:us/state:fl/zip:33770","33770","477","537","168","35","0","141","53","492","100","492","162","366","13","25","500","107","171","509","1081","0","0","50","91","102","100"
"publicpolygonfeature:5:43603","ZIP Code 33771","country:us/state:fl/zip:33771","33771","578","328","149","67","0","164","135","414","249","394","128","250","10","35","343","111","304","823","1473","8","115","49","190","44","185"
"publicpolygonfeature:5:43604","ZIP Code 33773","country:us/state:fl/zip:33773","33773","555","444","74","88","18","60","123","264","25","282","485","138","37","0","245","79","166","500","728","0","0","0","86","20","94"
"publicpolygonfeature:5:43605","ZIP Code 33774","country:us/state:fl/zip:33774","33774","507","251","0","54","15","47","94","279","67","348","437","203","40","50","142","21","321","681","710","11","9","89","85","67","24"
"publicpolygonfeature:5:43606","ZIP Code 33776","country:us/state:fl/zip:33776","33776","328","287","40","19","0","26","24","257","92","375","106","114","0","0","66","70","188","339","318","0","0","0","11","7","5"
"publicpolygonfeature:5:43607","ZIP Code 33777","country:us/state:fl/zip:33777","33777","602","244","49","11","7","67","159","283","109","355","93","93","13","0","166","63","170","428","1330","0","8","17","70","68","69"
"publicpolygonfeature:5:43608","ZIP Code 33778","country:us/state:fl/zip:33778","33778","485","245","34","22","57","36","49","330","51","114","212","86","42","0","370","236","131","424","919","0","7","0","235","33","82"
"publicpolygonfeature:5:43609","ZIP Code 33781","country:us/state:fl/zip:33781","33781","580","375","207","11","49","216","32","398","106","446","268","335","45","0","477","166","359","664","1118","0","0","77","294","236","135"
