"feature id","feature label","shid","geoid","Female Employed in Management Occupation (2020-2024)","Female Employed in Business and Finance Occupation (2020-2024)","Female Employed in Computer and Mathematical Occupation (2020-2024)","Female Employed in Architecture and Engineering Occupation (2020-2024)","Female Employed in Life, Physical, and Social Science Occupation (2020-2024)","Female Employed in Community and Social Service Occupation (2020-2024)","Female Employed in Legal Occupation (2020-2024)","Female Employed in Education, Training and Library Occupation (2020-2024)","Female Employed in Arts, Design, Entertainment, Sports and Media Occupation (2020-2024)","Female Employed in Health Diagnosis and Treating Practitioners Occupation (2020-2024)","Female Employed in Health Technologist and Technicians Occupation (2020-2024)","Female Employed in Healthcare Support Occupation (2020-2024)","Female Employed in Fire Fighting and Prevention Occupation (2020-2024)","Female Employed in Law Enforcement Occupation (2020-2024)","Female Employed in Food Preparation and Serving Occupation (2020-2024)","Female Employed in Building, Grounds Cleaning, and Maintenance Occupation (2020-2024)","Female Employed in Personal Care and Service Occupation (2020-2024)","Female Employed in Sales Occupation (2020-2024)","Female Employed in Office and Administrative Support Occupation (2020-2024)","Female Employed in Farming, Fishing and Forestry Occupation (2020-2024)","Female Employed in Construction and Extraction Occupation (2020-2024)","Female Employed in Installation, Maintenance, and Repair Occupation (2020-2024)","Female Employed in Production Occupation (2020-2024)","Female Employed in Transportation Occupation (2020-2024)","Female Employed in Material Moving Occupation (2020-2024)"
"publicpolygonfeature:5:39385","ZIP Code 33021","country:us/state:fl/zip:33021","33021","1360","785","301","88","70","186","247","895","366","693","342","429","122","0","521","384","313","837","1798","13","50","34","291","464","92"
"publicpolygonfeature:5:39392","ZIP Code 33023","country:us/state:fl/zip:33023","33023","1203","724","189","7","69","384","318","1200","151","1415","418","1454","212","56","1120","964","503","2538","3741","0","90","39","411","382","442"
"publicpolygonfeature:5:39419","ZIP Code 33024","country:us/state:fl/zip:33024","33024","1805","1068","78","14","61","655","503","1106","412","1449","867","862","174","94","1217","1053","652","2098","3020","24","127","34","439","112","691"
"publicpolygonfeature:5:39425","ZIP Code 33025","country:us/state:fl/zip:33025","33025","2417","1299","314","107","165","502","230","1720","366","1278","571","1557","222","145","1406","504","730","1923","5042","0","19","121","246","288","522"
"publicpolygonfeature:5:39437","ZIP Code 33026","country:us/state:fl/zip:33026","33026","889","661","112","121","27","129","157","758","57","928","45","299","33","104","452","110","314","1232","1116","0","39","22","86","70","101"
"publicpolygonfeature:5:39438","ZIP Code 33027","country:us/state:fl/zip:33027","33027","1922","1104","348","216","252","270","208","1961","480","1209","166","692","204","414","308","399","984","1524","2359","7","0","77","94","344","462"
"publicpolygonfeature:5:39439","ZIP Code 33028","country:us/state:fl/zip:33028","33028","1031","663","255","55","28","74","51","423","176","850","84","114","49","137","418","168","245","806","1122","26","0","54","70","106","91"
"publicpolygonfeature:5:39445","ZIP Code 33029","country:us/state:fl/zip:33029","33029","1491","1286","366","255","146","200","167","917","276","1327","132","234","45","198","386","280","381","890","2118","0","0","18","94","121","26"
"publicpolygonfeature:5:39605","ZIP Code 33160","country:us/state:fl/zip:33160","33160","1114","577","115","41","81","352","340","537","506","430","79","480","0","0","477","619","359","1458","1559","16","0","0","117","220","289"
"publicpolygonfeature:5:39623","ZIP Code 33161","country:us/state:fl/zip:33161","33161","707","466","78","62","53","369","203","571","115","824","458","1262","372","69","753","1170","486","1501","1757","39","31","38","213","327","407"
"publicpolygonfeature:5:39641","ZIP Code 33162","country:us/state:fl/zip:33162","33162","589","358","24","8","42","158","70","796","197","884","209","1447","278","15","712","1289","245","957","1369","7","0","36","117","132","217"
"publicpolygonfeature:5:39827","ZIP Code 33165","country:us/state:fl/zip:33165","33165","1407","525","69","9","27","237","332","1083","131","833","532","941","40","55","538","1095","915","1526","2416","27","0","59","196","123","49"
"publicpolygonfeature:5:39831","ZIP Code 33166","country:us/state:fl/zip:33166","33166","954","385","316","95","28","135","195","610","178","431","147","137","78","42","257","570","153","1061","1074","3","8","0","212","188","75"
"publicpolygonfeature:5:39860","ZIP Code 33167","country:us/state:fl/zip:33167","33167","258","238","30","67","0","55","43","56","14","403","173","486","116","21","195","555","67","363","925","0","43","10","363","142","263"
"publicpolygonfeature:5:39890","ZIP Code 33168","country:us/state:fl/zip:33168","33168","200","216","15","0","22","103","16","213","40","501","211","555","131","69","371","434","194","290","496","9","25","12","188","64","253"
"publicpolygonfeature:5:39895","ZIP Code 33169","country:us/state:fl/zip:33169","33169","526","642","100","9","16","257","56","670","136","773","371","1075","315","130","505","633","496","708","2113","0","0","39","183","313","334"
"publicpolygonfeature:5:41403","ZIP Code 33030","country:us/state:fl/zip:33030","33030","348","220","0","0","35","113","38","383","31","296","270","201","58","48","599","832","189","520","684","807","68","0","327","138","76"
"publicpolygonfeature:5:41411","ZIP Code 33031","country:us/state:fl/zip:33031","33031","80","25","0","0","16","46","32","153","0","102","48","12","0","11","12","21","70","111","267","0","0","0","0","0","0"
"publicpolygonfeature:5:41416","ZIP Code 33032","country:us/state:fl/zip:33032","33032","839","711","128","54","29","83","77","974","88","1038","692","1242","139","166","729","841","498","1664","3737","269","0","119","165","152","239"
