"feature id","feature label","shid","geoid","Jobs with Worker Educational Attainment - Less than High School (2023)","Jobs with Worker Educational Attainment - Some College or Associate's Degree (2023)","Jobs with Worker Educational Attainment - Bachelor's Degree or Higher (2023)","Jobs with Worker Educational Attainment - High School Degree or Equivalent (2023)","Jobs - Accommodation and Food Services (2023)","Jobs - Administrative Support and Waste Management (2023)","Jobs - Agriculture, Forestry, Fishing, Hunting (2023)","Jobs - Arts, Entertainment and Recreation (2023)","Jobs - Construction (2023)","Jobs - Educational Services (2023)","Jobs - Finance and Insurance (2023)","Jobs - Health Care and Social Assistance (2023)","Jobs - Information (2023)","Jobs - Management (2023)","Jobs - Manufacturing (2023)","Jobs - Mining, Oil and Gas (2023)","Jobs - Other Services (2023)","Jobs - Professional, Technology and Science (2023)","Jobs - Public Administration (2023)","Jobs - Real Estate (2023)","Jobs - Retail Trade (2023)","Jobs - Transportation and Warehousing (2023)","Jobs - Utilities (2023)","Jobs - Wholesale Trade (2023)"
"publicpolygonfeature:5:42050","ZIP Code 33180","country:us/state:fl/zip:33180","33180","3714","5633","5375","4669","3738","1396","0","164","387","779","1432","4576","196","241","329","8","1351","1855","216","1274","6658","288","0","650"
"publicpolygonfeature:5:42051","ZIP Code 33181","country:us/state:fl/zip:33181","33181","1730","2350","1944","2039","1064","1111","3","172","255","330","360","1329","141","248","268","0","409","987","0","225","3096","101","4","415"
"publicpolygonfeature:5:42054","ZIP Code 33182","country:us/state:fl/zip:33182","33182","1374","1618","1259","1473","197","84","0","355","266","11","119","65","237","68","189","85","49","303","1","29","307","4540","0","771"
"publicpolygonfeature:5:42059","ZIP Code 33183","country:us/state:fl/zip:33183","33183","1319","1562","1226","1386","980","297","26","109","325","373","444","1480","384","43","37","0","273","333","0","81","2112","106","1","70"
"publicpolygonfeature:5:42136","ZIP Code 33184","country:us/state:fl/zip:33184","33184","691","703","605","676","525","94","2","40","126","160","156","699","3","0","31","2","163","174","0","309","778","27","0","61"
"publicpolygonfeature:5:42139","ZIP Code 33185","country:us/state:fl/zip:33185","33185","635","660","543","577","219","228","5","38","240","143","74","497","16","51","71","1","45","321","0","32","601","278","0","103"
"publicpolygonfeature:5:42142","ZIP Code 33186","country:us/state:fl/zip:33186","33186","5508","6642","5485","5910","2497","2117","81","276","5122","945","803","3319","251","44","1651","3","2037","2108","0","717","4603","818","136","2240"
"publicpolygonfeature:5:42144","ZIP Code 33187","country:us/state:fl/zip:33187","33187","1094","1121","987","1039","77","295","1331","28","341","17","45","151","749","3","46","0","49","172","0","27","516","49","24","1244"
"publicpolygonfeature:5:42211","ZIP Code 33189","country:us/state:fl/zip:33189","33189","656","798","587","740","537","80","0","40","137","31","97","582","32","0","28","0","149","314","69","32","1719","79","1","23"
"publicpolygonfeature:5:42214","ZIP Code 33190","country:us/state:fl/zip:33190","33190","186","229","164","205","12","33","0","1","73","4","6","657","5","1","13","0","11","35","0","16","16","8","0","7"
"publicpolygonfeature:5:42215","ZIP Code 33193","country:us/state:fl/zip:33193","33193","738","727","624","771","626","186","2","132","264","24","111","353","1","1","82","0","101","237","0","42","1311","138","0","189"
"publicpolygonfeature:5:42233","ZIP Code 33194","country:us/state:fl/zip:33194","33194","129","135","118","102","7","16","0","47","60","0","4","133","2","0","11","0","16","120","0","8","61","61","0","13"
"publicpolygonfeature:5:42239","ZIP Code 33196","country:us/state:fl/zip:33196","33196","1515","1800","1714","1647","773","344","49","109","374","164","184","2398","34","3","192","0","185","1061","6","266","1068","218","0","1005"
"publicpolygonfeature:5:42247","ZIP Code 33301","country:us/state:fl/zip:33301","33301","5302","11057","11897","8440","4004","5132","1","132","792","2810","2762","3047","354","947","318","0","830","8520","11468","1084","1165","611","3","402"
"publicpolygonfeature:5:42252","ZIP Code 33304","country:us/state:fl/zip:33304","33304","1739","2583","2207","2337","2992","1018","3","190","190","56","299","977","127","16","111","8","466","812","19","710","2755","91","0","670"
"publicpolygonfeature:5:42254","ZIP Code 33305","country:us/state:fl/zip:33305","33305","762","1267","1159","1127","1452","335","0","105","356","44","115","688","125","29","47","0","217","448","126","214","962","92","0","196"
"publicpolygonfeature:5:42256","ZIP Code 33306","country:us/state:fl/zip:33306","33306","651","1127","1022","928","646","307","0","50","82","67","195","911","138","10","12","0","182","716","0","393","1125","12","0","58"
"publicpolygonfeature:5:42264","ZIP Code 33308","country:us/state:fl/zip:33308","33308","2655","4766","4444","3704","3685","3140","2","290","330","607","1517","5155","204","297","98","0","701","1491","58","496","1008","34","0","127"
