"feature id","feature label","shid","geoid","Jobs with Worker Educational Attainment - Less than High School (2023)","Jobs with Worker Educational Attainment - Some College or Associate's Degree (2023)","Jobs with Worker Educational Attainment - Bachelor's Degree or Higher (2023)","Jobs with Worker Educational Attainment - High School Degree or Equivalent (2023)","Jobs - Accommodation and Food Services (2023)","Jobs - Administrative Support and Waste Management (2023)","Jobs - Agriculture, Forestry, Fishing, Hunting (2023)","Jobs - Arts, Entertainment and Recreation (2023)","Jobs - Construction (2023)","Jobs - Educational Services (2023)","Jobs - Finance and Insurance (2023)","Jobs - Health Care and Social Assistance (2023)","Jobs - Information (2023)","Jobs - Management (2023)","Jobs - Manufacturing (2023)","Jobs - Mining, Oil and Gas (2023)","Jobs - Other Services (2023)","Jobs - Professional, Technology and Science (2023)","Jobs - Public Administration (2023)","Jobs - Real Estate (2023)","Jobs - Retail Trade (2023)","Jobs - Transportation and Warehousing (2023)","Jobs - Utilities (2023)","Jobs - Wholesale Trade (2023)"
"publicpolygonfeature:5:47671","ZIP Code 46203","country:us/state:in/zip:46203","46203","1779","3940","2706","3988","1542","1789","0","304","3106","870","71","1461","97","121","1815","0","508","717","1","209","797","697","23","2149"
"publicpolygonfeature:5:47672","ZIP Code 46204","country:us/state:in/zip:46204","46204","7383","23255","25847","18352","6467","5386","0","2492","807","3660","11970","10724","2907","2211","160","0","3204","15936","23059","1192","1186","675","30","774"
"publicpolygonfeature:5:47673","ZIP Code 46205","country:us/state:in/zip:46205","46205","898","2228","1821","1937","686","1188","0","294","704","837","102","1765","38","23","498","0","358","508","1190","103","390","58","8","144"
"publicpolygonfeature:5:47675","ZIP Code 46208","country:us/state:in/zip:46208","46208","852","2587","3040","1972","423","294","0","894","185","5412","736","1566","28","151","116","0","871","423","49","93","231","3","0","53"
"publicpolygonfeature:5:47676","ZIP Code 46214","country:us/state:in/zip:46214","46214","1229","2438","2053","2417","719","1789","11","108","936","1028","119","1027","45","260","1188","0","313","461","161","69","728","511","0","1201"
"publicpolygonfeature:5:47677","ZIP Code 46216","country:us/state:in/zip:46216","46216","376","1031","969","919","254","682","0","82","76","54","63","813","112","18","133","0","123","1207","310","103","51","41","0","67"
"publicpolygonfeature:5:47678","ZIP Code 46217","country:us/state:in/zip:46217","46217","1074","2498","1647","2732","344","229","133","147","2459","826","71","167","9","8","343","138","643","168","0","169","862","1783","112","1470"
"publicpolygonfeature:5:47679","ZIP Code 46218","country:us/state:in/zip:46218","46218","950","1906","1341","1915","165","582","2","0","1325","218","56","995","280","0","960","21","307","387","0","292","528","1281","0","535"
"publicpolygonfeature:5:47680","ZIP Code 46219","country:us/state:in/zip:46219","46219","2973","6990","4976","6469","2268","1816","0","106","1179","181","187","9184","132","69","4437","1","679","394","0","326","2332","2397","0","1532"
"publicpolygonfeature:5:47681","ZIP Code 46220","country:us/state:in/zip:46220","46220","2195","4903","4208","4463","3498","2678","9","540","1014","406","535","3518","950","393","682","0","2584","1880","0","530","2577","152","1","858"
"publicpolygonfeature:5:47682","ZIP Code 46221","country:us/state:in/zip:46221","46221","806","1832","1293","1873","620","416","60","269","566","901","69","208","4","0","579","32","211","152","116","199","686","1159","837","340"
"publicpolygonfeature:5:47683","ZIP Code 46222","country:us/state:in/zip:46222","46222","1601","3420","2764","3455","615","1123","0","910","1131","1553","130","1277","52","310","3551","0","440","319","1","89","1438","751","0","703"
"publicpolygonfeature:5:47684","ZIP Code 46224","country:us/state:in/zip:46224","46224","959","1824","1434","1948","1303","628","0","178","264","587","152","952","89","227","1430","0","245","228","173","132","1778","104","2","147"
"publicpolygonfeature:5:47685","ZIP Code 46225","country:us/state:in/zip:46225","46225","2002","6122","7641","5021","1920","2011","0","811","949","273","106","228","72","56","14119","0","439","1322","0","86","317","1086","94","1226"
"publicpolygonfeature:5:47686","ZIP Code 46226","country:us/state:in/zip:46226","46226","1494","2906","2196","3330","786","1299","1","28","1847","661","359","1118","41","41","947","0","273","500","372","280","1385","1347","73","1249"
"publicpolygonfeature:5:47687","ZIP Code 46227","country:us/state:in/zip:46227","46227","1875","4530","3826","4238","2957","928","3","61","795","2849","685","4179","247","171","561","0","754","748","29","323","4557","194","0","334"
"publicpolygonfeature:5:47688","ZIP Code 46228","country:us/state:in/zip:46228","46228","120","289","249","274","95","39","0","122","73","3","8","211","5","7","0","0","51","120","0","69","222","166","0","36"
"publicpolygonfeature:5:47689","ZIP Code 46231","country:us/state:in/zip:46231","46231","1362","2694","1896","2734","164","852","0","6","80","76","610","229","3","348","2335","0","82","73","0","43","131","6790","0","312"
"publicpolygonfeature:5:47690","ZIP Code 46234","country:us/state:in/zip:46234","46234","664","1826","1698","1571","238","321","0","116","1072","187","67","4209","16","60","51","14","92","475","4","36","302","216","2","118"
"publicpolygonfeature:5:47691","ZIP Code 46235","country:us/state:in/zip:46235","46235","837","1443","983","1392","363","391","0","13","264","311","76","288","0","791","277","0","642","49","1","148","1240","1045","0","443"
"publicpolygonfeature:5:47692","ZIP Code 46236","country:us/state:in/zip:46236","46236","632","1340","1179","1268","526","450","0","102","643","1062","91","553","13","30","466","0","257","344","0","90","590","269","0","363"
"publicpolygonfeature:5:47693","ZIP Code 46237","country:us/state:in/zip:46237","46237","1414","4158","3371","3421","2509","369","1","149","462","236","215","8091","69","411","200","0","412","514","0","254","2950","204","0","251"
"publicpolygonfeature:5:47694","ZIP Code 46239","country:us/state:in/zip:46239","46239","643","1557","947","1568","385","374","0","41","979","28","70","881","124","0","685","0","203","302","18","143","618","429","0","788"
"publicpolygonfeature:5:47695","ZIP Code 46241","country:us/state:in/zip:46241","46241","4466","11027","8131","10918","1759","3638","0","61","2522","907","299","2375","75","105","6939","0","599","2114","1064","555","1810","14553","97","3753"
"publicpolygonfeature:5:47696","ZIP Code 46250","country:us/state:in/zip:46250","46250","2775","7229","6385","6054","2877","6141","278","720","812","510","1893","4989","332","308","982","0","630","2738","0","446","5647","284","6","1380"
"publicpolygonfeature:5:47697","ZIP Code 46254","country:us/state:in/zip:46254","46254","1619","3405","2889","3102","1046","1316","0","445","420","386","130","1616","181","632","741","0","351","1368","192","602","3256","1462","6","640"
"publicpolygonfeature:5:47698","ZIP Code 46256","country:us/state:in/zip:46256","46256","2242","6841","6563","5510","693","1971","0","167","1098","604","702","10771","396","636","3013","0","518","1983","0","109","1814","448","0","1480"
"publicpolygonfeature:5:47699","ZIP Code 46259","country:us/state:in/zip:46259","46259","248","654","745","659","150","48","2","15","267","1664","41","16","13","0","45","0","19","62","0","20","436","155","0","72"
"publicpolygonfeature:5:47700","ZIP Code 46260","country:us/state:in/zip:46260","46260","1789","5735","5383","4340","1294","1889","0","165","959","485","810","12912","61","112","13","0","485","1068","6","760","287","11","0","272"
"publicpolygonfeature:5:48038","ZIP Code 47201","country:us/state:in/zip:47201","47201","4173","10389","8988","10025","2915","1756","20","169","1420","1733","836","4393","255","960","18738","30","752","1922","1189","222","3294","655","117","1520"
"publicpolygonfeature:5:48043","ZIP Code 47234","country:us/state:in/zip:47234","47234","17","32","18","54","0","0","11","0","47","0","0","4","0","0","0","35","7","0","0","0","6","29","0","11"
"publicpolygonfeature:5:48050","ZIP Code 47235","country:us/state:in/zip:47235","47235","2","8","13","10","0","0","0","0","8","2","0","2","0","0","6","0","0","2","2","0","15","9","0","1"
"publicpolygonfeature:5:48057","ZIP Code 47272","country:us/state:in/zip:47272","47272","31","67","27","74","58","0","0","0","5","4","2","0","0","0","10","29","5","8","74","0","61","5","0","14"
"publicpolygonfeature:5:48160","ZIP Code 47448","country:us/state:in/zip:47448","47448","259","848","525","771","828","115","8","95","78","222","34","792","16","0","107","0","71","203","196","36","371","12","0","20"
"publicpolygonfeature:5:48164","ZIP Code 47456","country:us/state:in/zip:47456","47456","11","9","8","14","6","33","3","0","5","0","0","0","0","0","0","0","0","0","0","0","16","1","0","1"
"publicpolygonfeature:5:48174","ZIP Code 47468","country:us/state:in/zip:47468","47468","13","37","24","51","16","4","0","0","21","24","2","0","0","0","0","0","2","0","5","15","0","59","0","1"
