city,geoid,feature label,feature id,shid,Housing Built 1939 or Earlier (2020-2024),Housing Built 1940 to 1949 (2020-2024),Housing Built 1950 to 1959 (2020-2024),Housing Built 1960 to 1969 (2020-2024),Housing Built 1970 to 1979 (2020-2024),Housing Built 1980 to 1989 (2020-2024),Housing Built 1990 to 1999 (2020-2024),Housing Built 2000 to 2009 (2020-2024),Housing Built 2010 to 2019 (2020-2024),Housing Built 2020 or Later (2020-2024),Renter Excessive Housing Costs (2020-2024),Home Owner Excessive Housing Costs (2020-2024),Median Home Rent (2020-2024),Median Household Income (2020-2024),Rental Vacancy Rate (2020-2024),Homeowner Vacancy Rate (2020-2024),Total Housing Units (2020-2024),Percent Change in Population (Difference Decennial Census 2020 - 2010),Per Capita Income (2020-2024),Income 49% and Below Poverty Level (2020-2024),Income 50% to 99% the Poverty Level (2020-2024),Income 100% to 124% the Poverty Level (2020-2024),Income 125% to 149% the Poverty Level (2020-2024),Income 150% to 184% the Poverty Level (2020-2024),Income 185% to 199% the Poverty Level (2020-2024),Income 200% and Over the Poverty Level (2020-2024),Unemployment Rate (2020-2024),Labor Force Participation Rate (2020-2024),Commute Mean Travel Time (2020-2024),Commute Transportation by Public Transit (2020-2024),No Vehicles Available (2020-2024),Total Population (2020-2024),rent_data_type
Louisville,40176,ZIP Code 40176,publicpolygonfeature:5:45733,country:us/state:ky/zip:40176,0,31,49,0,30,40,44,118,82,27,5,41,936.0,62422.0,0.0,0.0,421,1.6797,26047.0,83,36,0,24,0,0,755,0.0,65.51724137931035,36.06359649122807,0,0,898,Rural_Area
Louisville,40177,ZIP Code 40177,publicpolygonfeature:5:45734,country:us/state:ky/zip:40177,207,59,107,91,61,70,45,112,50,0,106,57,807.0,50577.0,4.954954954954955,0.0,802,2.51412,27972.0,182,239,87,54,116,3,838,4.503105590062112,55.1781275890638,28.762057877813504,11,32,1523,Available
Louisville,40202,ZIP Code 40202,publicpolygonfeature:5:45466,country:us/state:ky/zip:40202,1163,311,336,427,154,319,248,547,857,15,1037,47,958.0,35584.0,15.87651598676957,0.0,4377,-10.24127,34719.0,890,945,285,290,259,179,2404,6.309251389342922,43.944835512139065,17.57531380753138,100,1311,7261,Available
Louisville,40203,ZIP Code 40203,publicpolygonfeature:5:45468,country:us/state:ky/zip:40203,4146,791,558,984,1165,683,575,712,672,195,3430,715,809.0,30794.0,10.271862863265032,3.8111736682546553,10481,-8.12278,23941.0,4226,3142,1401,696,859,417,6270,11.829808165272995,57.49027925061859,19.06277169187967,713,3135,17742,Available
Louisville,40204,ZIP Code 40204,publicpolygonfeature:5:45484,country:us/state:ky/zip:40204,5589,559,621,465,463,262,152,138,534,35,1587,756,1287.0,71116.0,6.347305389221557,3.1432192648922683,8818,3.61421,64676.0,926,622,365,281,869,290,10375,4.640120858961907,73.92825896762905,17.70186335403727,110,346,14034,Available
Louisville,40205,ZIP Code 40205,publicpolygonfeature:5:45487,country:us/state:ky/zip:40205,4881,1427,1719,927,1029,516,276,238,100,16,1020,1124,1185.0,99966.0,3.033586132177682,0.9786476868327402,11129,2.135,59226.0,1044,600,486,786,578,264,19411,2.8207255449128894,65.02180624295585,18.611607142857142,62,531,24664,Available
Louisville,40206,ZIP Code 40206,publicpolygonfeature:5:45495,country:us/state:ky/zip:40206,4519,632,1004,1072,1525,965,537,649,792,35,1850,1209,1187.0,75798.0,7.658563333942607,1.5052240127501328,11730,6.35531,55286.0,804,1432,382,642,609,531,15256,4.60153643206332,73.6905306495883,19.601354620222544,32,626,20161,Available
Louisville,40207,ZIP Code 40207,publicpolygonfeature:5:45500,country:us/state:ky/zip:40207,1341,2127,3866,1873,2098,1955,694,358,217,46,1693,1572,1334.0,101898.0,5.493786788750818,0.6895831156618953,14575,0.6859,72150.0,1022,602,656,452,1217,524,24250,2.6935194909495275,67.94180358710649,19.253130961267313,70,714,28903,Available
Louisville,40208,ZIP Code 40208,publicpolygonfeature:5:45508,country:us/state:ky/zip:40208,3430,719,599,373,396,134,263,375,611,0,2204,374,997.0,39560.0,7.019438444924406,7.129798903107861,6900,26.25298,25569.0,2486,1435,820,642,1185,243,5448,7.562585105268671,69.2368839427663,19.763851044504996,418,905,15605,Available
Louisville,40209,ZIP Code 40209,publicpolygonfeature:5:45512,country:us/state:ky/zip:40209,88,53,89,23,13,17,8,63,0,0,81,127,984.0,,0.0,0.0,354,3.46649,21303.0,120,215,0,0,13,0,291,28.31168831168831,66.0377358490566,16.485507246376812,0,31,639,Available
Louisville,40210,ZIP Code 40210,publicpolygonfeature:5:45514,country:us/state:ky/zip:40210,2472,1510,1615,464,292,284,30,286,49,39,1257,658,848.0,35347.0,7.224669603524229,0.4834810636583401,7041,-3.00601,19591.0,2587,2479,1305,532,676,464,5362,13.848319549533697,55.28947874591268,27.74367816091954,827,1776,13518,Available
Louisville,40211,ZIP Code 40211,publicpolygonfeature:5:45527,country:us/state:ky/zip:40211,4242,1479,2059,774,447,359,583,1054,167,55,2720,793,952.0,31749.0,7.225279602343333,3.1158455392809588,11219,-5.40431,22844.0,3809,3857,881,1351,1566,427,8283,16.36904761904762,55.277145026575546,23.72250423011844,558,2634,20407,Available
Louisville,40212,ZIP Code 40212,publicpolygonfeature:5:45530,country:us/state:ky/zip:40212,4396,1098,839,345,515,213,326,166,75,46,1919,767,1032.0,35753.0,3.2805429864253397,0.1589825119236884,8019,-7.51558,21878.0,1883,2817,813,1375,1710,603,5417,8.401779603011637,50.04671706446955,23.153829176782168,441,1479,14661,Available
Louisville,40213,ZIP Code 40213,publicpolygonfeature:5:45735,country:us/state:ky/zip:40213,1191,1311,2385,1090,764,396,223,243,123,0,1157,990,975.0,55897.0,2.962400303835929,0.8531002913025385,7726,0.99785,37042.0,1475,1373,1085,1010,1036,965,9110,6.884951782910967,69.12710092169469,18.648239823982397,109,484,16054,Available
Louisville,40214,ZIP Code 40214,publicpolygonfeature:5:45736,country:us/state:ky/zip:40214,2062,2484,4052,3700,3185,1212,1596,1181,772,177,4120,2297,979.0,54931.0,6.832094446873634,1.0552268244575935,20421,1.95773,31086.0,3775,4728,2545,2907,3888,1386,26042,5.106967451927079,67.54639638374933,23.40144054093782,362,2156,45405,Available
Louisville,40215,ZIP Code 40215,publicpolygonfeature:5:45737,country:us/state:ky/zip:40215,1570,1888,2286,1158,933,503,329,282,181,24,1841,801,1049.0,43725.0,3.393337471549762,2.504764497685815,9154,-3.396,23900.0,2967,2643,1125,1569,2032,781,9164,11.349570772609304,63.955566905005114,20.004403623553095,76,1417,20532,Available
Louisville,40216,ZIP Code 40216,publicpolygonfeature:5:45738,country:us/state:ky/zip:40216,718,1152,6404,4513,2484,551,1370,879,701,123,2795,2867,945.0,56441.0,9.569450783508293,0.7445242836118084,18895,3.92539,28288.0,3560,3768,3005,2266,4955,730,25292,6.398329219669641,60.58536585365854,25.64887493458922,644,1474,44047,Available
Louisville,40217,ZIP Code 40217,publicpolygonfeature:5:45739,country:us/state:ky/zip:40217,3237,990,919,286,289,501,444,82,205,0,1149,738,1175.0,69114.0,3.855947617315388,0.6073409030895167,6953,5.74275,56978.0,867,791,197,164,370,338,8820,3.646112600536193,71.24868835257084,17.701279766726064,90,479,11663,Available
Louisville,40218,ZIP Code 40218,publicpolygonfeature:5:45551,country:us/state:ky/zip:40218,276,539,2945,3089,3309,1852,1175,724,361,18,3282,1414,1162.0,58811.0,1.571653093299043,1.7099056603773584,14288,4.99051,29487.0,2361,2310,1778,2675,2613,1385,20176,4.396855516400108,71.3480978470561,21.961398017736045,164,1218,33736,Available
Louisville,40219,ZIP Code 40219,publicpolygonfeature:5:45740,country:us/state:ky/zip:40219,177,357,2933,4009,3868,1364,1178,1233,1392,337,3215,1889,993.0,55720.0,3.6238356513972185,0.1835704451583295,16848,7.74368,27750.0,3926,3204,2938,2740,3411,909,22479,6.399287869047031,67.26995996426562,22.13210008300723,267,1402,39909,Available
Louisville,40220,ZIP Code 40220,publicpolygonfeature:5:45741,country:us/state:ky/zip:40220,341,121,4170,2053,3233,2407,2145,915,898,32,2139,1858,1229.0,78434.0,5.73147001592075,0.7896003851709197,16315,3.40739,42358.0,1550,1413,876,1104,1864,483,27236,2.4048306642163295,66.44374782305816,20.858167948800823,115,747,35078,Available
Louisville,40222,ZIP Code 40222,publicpolygonfeature:5:45742,country:us/state:ky/zip:40222,195,239,1228,1476,2594,1740,1342,870,901,350,1741,1108,1426.0,82511.0,7.523828837963902,0.306030603060306,10935,2.03642,57968.0,781,495,850,290,627,579,17428,2.7928232904536223,67.56541070512455,20.79039070749736,7,569,21470,Available
Louisville,40223,ZIP Code 40223,publicpolygonfeature:5:45743,country:us/state:ky/zip:40223,171,168,1062,888,2780,2263,1362,689,901,237,977,1390,1482.0,96607.0,6.286299965835326,1.189336978810663,10521,3.93454,59852.0,720,647,218,403,717,394,19567,3.8332152974504248,62.04862059546572,20.11575448177609,0,297,22798,Available
Louisville,40228,ZIP Code 40228,publicpolygonfeature:5:45686,country:us/state:ky/zip:40228,238,33,776,1027,1235,354,947,1924,889,246,564,1126,1371.0,79404.0,7.87746170678337,0.6192498230714791,7669,13.88265,37852.0,424,900,256,479,1005,485,14440,4.660213551541762,69.45540101031071,22.83867375974267,10,334,18085,Available
Louisville,40229,ZIP Code 40229,publicpolygonfeature:5:45744,country:us/state:ky/zip:40229,99,279,1291,2281,2932,1301,2078,3764,1802,336,1381,1970,1301.0,79936.0,5.07963839862247,0.2755310639054306,16163,9.18915,36787.0,2077,2781,1444,2130,1966,813,30047,3.436366776031773,71.07127588102364,25.09154270259024,2,647,41299,Available
Louisville,40241,ZIP Code 40241,publicpolygonfeature:5:45746,country:us/state:ky/zip:40241,75,6,290,1038,2201,1228,4414,2800,1443,236,1738,1549,1465.0,94078.0,4.9822964087000505,0.1362112321877619,13731,6.78061,59048.0,784,782,947,880,915,369,25749,4.389469972969796,67.74809919987261,21.369236583522294,181,401,30696,Available
Louisville,40242,ZIP Code 40242,publicpolygonfeature:5:45747,country:us/state:ky/zip:40242,67,29,607,1142,1264,1102,473,277,88,86,845,571,1314.0,75417.0,0.768775872264932,0.4737933076695291,5135,1.9214,45951.0,516,440,47,344,805,139,8844,5.625498007968127,71.17433688506007,19.917796958487465,19,177,11168,Available
Louisville,40243,ZIP Code 40243,publicpolygonfeature:5:45748,country:us/state:ky/zip:40243,132,127,354,672,1750,878,302,758,917,314,1102,878,1444.0,77587.0,8.42911877394636,0.8479212253829322,6204,13.51049,49797.0,289,565,198,333,524,299,9718,5.616547334924423,62.83689359153524,18.66704588547592,0,560,12002,Available
Louisville,40245,ZIP Code 40245,publicpolygonfeature:5:45749,country:us/state:ky/zip:40245,76,95,178,159,1010,1309,3554,5105,3449,558,1800,2170,1688.0,122948.0,3.4634414513468936,0.3954607977991747,15493,27.22859,62005.0,1009,1460,966,919,1080,514,32781,3.0122278556516555,62.98900137482815,24.45497160966592,11,371,39835,Available
Louisville,40258,ZIP Code 40258,publicpolygonfeature:5:45750,country:us/state:ky/zip:40258,432,370,1985,2821,1511,765,1592,1613,391,134,1239,1514,1164.0,68162.0,11.32787916928886,1.0035122930255895,11614,1.12894,33759.0,1937,1766,1085,749,2132,519,18596,5.8082829900283865,63.897630507219546,25.776793622674933,122,506,26841,Available
Louisville,40272,ZIP Code 40272,publicpolygonfeature:5:45751,country:us/state:ky/zip:40272,278,430,4141,2886,2378,774,1389,1851,1073,200,1337,1726,1203.0,69940.0,12.0698510529019,0.5389112166605773,15400,3.50542,30960.0,2137,2678,1843,2214,1714,1378,26039,4.007335095194434,62.575818843509914,25.7962004544307,21,482,38289,Available
Louisville,40291,ZIP Code 40291,publicpolygonfeature:5:45754,country:us/state:ky/zip:40291,261,208,1103,1629,3056,1557,2801,3456,2540,424,1697,3011,1207.0,81267.0,1.8056968463886065,0.4535502033156084,17035,14.58805,40580.0,2621,1558,1088,1232,2559,900,31096,4.6145394616370625,68.39562357781864,23.886120597950843,185,718,41222,Available
Louisville,40299,ZIP Code 40299,publicpolygonfeature:5:45755,country:us/state:ky/zip:40299,368,325,1350,1830,2818,1089,3182,3900,2451,516,1576,2416,1340.0,89440.0,4.478270461063313,0.6195307054905909,17829,10.86023,45767.0,1359,1297,920,797,1440,955,34886,2.893539581437671,65.48372715113688,22.11481900452489,123,704,42207,Available
Louisville,47106,ZIP Code 47106,publicpolygonfeature:5:47988,country:us/state:in/zip:47106,264,94,83,141,177,185,371,288,329,0,53,255,943.0,87344.0,0.0,8.565737051792828,1932,5.56452,45492.0,208,130,56,34,346,51,3845,3.125,67.35921268452707,38.13308687615527,0,101,4670,Available
Louisville,47108,ZIP Code 47108,publicpolygonfeature:5:47989,country:us/state:in/zip:47108,137,14,160,79,114,123,172,97,99,2,30,89,744.0,59236.0,0.0,0.0,997,-7.0834,27035.0,30,288,47,117,211,350,1112,2.9217719132893496,61.364950838635046,26.45042194092827,0,26,2155,Available
Louisville,47110,ZIP Code 47110,publicpolygonfeature:5:47990,country:us/state:in/zip:47110,34,27,0,0,3,35,105,79,0,0,0,17,936.0,,70.96774193548387,16.923076923076923,283,-7.10715,27805.0,19,9,0,0,57,3,393,0.3937007874015747,63.65914786967418,36.50197628458498,0,0,481,Rural_Area
Louisville,47111,ZIP Code 47111,publicpolygonfeature:5:47992,country:us/state:in/zip:47111,262,248,595,362,661,537,987,1286,1303,541,348,729,1012.0,95376.0,15.655577299412917,0.3036798856734548,6782,14.1119,40403.0,628,912,623,810,759,172,13786,3.5920726672171757,71.24053239208766,25.52044846477258,0,181,17738,Available
Louisville,47112,ZIP Code 47112,publicpolygonfeature:5:47993,country:us/state:in/zip:47112,849,117,435,338,1030,599,1874,1548,587,138,409,858,812.0,70903.0,5.803571428571429,0.1277139208173691,7515,5.40789,35101.0,751,744,432,682,960,555,12899,3.5966910442392996,58.7353003309626,25.859186853661992,0,318,17464,Available
Louisville,47114,ZIP Code 47114,publicpolygonfeature:5:47982,country:us/state:in/zip:47114,43,11,12,11,38,10,2,75,12,0,20,3,848.0,103427.0,34.48275862068966,0.0,214,-2.4639,38533.0,47,29,59,1,9,6,333,7.423580786026202,58.567774936061376,48.83248730964467,0,17,484,Available
Louisville,47115,ZIP Code 47115,publicpolygonfeature:5:47994,country:us/state:in/zip:47115,276,45,39,41,103,85,379,140,60,19,27,117,632.0,88229.0,0.0,0.0,1187,-3.69828,37624.0,43,121,57,219,225,16,2101,8.21917808219178,62.75071633237822,33.89410760034159,0,29,2782,Available
Louisville,47117,ZIP Code 47117,publicpolygonfeature:5:47998,country:us/state:in/zip:47117,190,97,156,273,114,183,143,391,186,39,51,107,860.0,86853.0,0.0,0.0,1772,-3.08925,41640.0,92,58,192,191,75,40,3752,2.4551463644948064,59.26133184107443,41.23825317855169,0,10,4400,Available
Louisville,47119,ZIP Code 47119,publicpolygonfeature:5:48003,country:us/state:in/zip:47119,325,63,226,239,922,641,876,887,649,46,87,631,1089.0,119410.0,30.303030303030305,1.5351913084553614,4874,15.04169,55455.0,102,190,127,59,277,56,11204,3.026615969581749,69.45698981199455,25.545353366722313,0,67,12042,Available
Louisville,47120,ZIP Code 47120,publicpolygonfeature:5:47986,country:us/state:in/zip:47120,20,0,44,34,49,41,86,50,10,36,45,107,1056.0,42440.0,0.0,0.0,370,-1.43463,22355.0,43,224,0,0,159,65,469,0.0,55.873925501432666,47.02492211838006,0,31,960,Available
Louisville,47122,ZIP Code 47122,publicpolygonfeature:5:47996,country:us/state:in/zip:47122,263,42,132,96,587,498,1252,908,362,83,200,420,982.0,107500.0,5.295315682281059,0.0,4223,12.58677,46125.0,101,338,39,101,545,183,9980,3.3059184002580224,71.02279234910091,27.38865588176553,0,123,11357,Available
Louisville,47124,ZIP Code 47124,publicpolygonfeature:5:47999,country:us/state:in/zip:47124,42,77,63,71,295,195,596,171,392,10,13,198,1163.0,121188.0,0.0,0.0,1912,10.15727,52004.0,76,105,32,48,94,59,4943,2.413793103448276,66.24365482233503,31.929347826086957,9,18,5357,Available
Louisville,47125,ZIP Code 47125,publicpolygonfeature:5:48000,country:us/state:in/zip:47125,19,51,7,124,160,136,116,148,73,0,39,61,875.0,73421.0,32.075471698113205,0.0,834,0.76101,33730.0,429,26,28,123,44,2,1336,0.0,68.52646638054364,32.65521064301552,0,68,1988,Available
Louisville,47126,ZIP Code 47126,publicpolygonfeature:5:48005,country:us/state:in/zip:47126,47,10,46,17,281,112,253,412,399,105,53,183,853.0,106875.0,18.97810218978102,6.796116504854369,1682,4.69182,42884.0,122,59,142,33,104,125,3763,1.784936874183718,71.60224438902743,28.050938337801608,38,43,4372,Available
Louisville,47129,ZIP Code 47129,publicpolygonfeature:5:48006,country:us/state:in/zip:47129,749,800,1471,2110,2011,709,525,655,293,149,1752,856,1102.0,56185.0,7.722007722007722,1.198192889412689,9472,0.84626,31189.0,1125,2283,487,1534,1250,526,11948,6.216087577344122,63.99244639376218,18.316527584608252,22,499,19582,Available
Louisville,47130,ZIP Code 47130,publicpolygonfeature:5:48007,country:us/state:in/zip:47130,1957,553,2471,2759,3848,2320,3358,3359,1987,973,2504,2630,1150.0,70290.0,6.719367588932807,0.8990186767964545,23585,8.83547,38146.0,2920,2649,1965,1799,3113,1548,35408,4.169007753680189,65.02752204198939,20.01036579747535,42,1356,50514,Available
Louisville,47135,ZIP Code 47135,publicpolygonfeature:5:48009,country:us/state:in/zip:47135,146,19,10,1,73,40,40,123,84,25,11,116,936.0,48611.0,17.1875,0.0,561,-5.8046,26597.0,45,20,622,82,13,2,470,4.231625835189309,48.59913793103448,36.653944020356235,0,32,1257,Rural_Area
Louisville,47136,ZIP Code 47136,publicpolygonfeature:5:48010,country:us/state:in/zip:47136,149,39,220,84,273,167,308,329,123,31,29,230,965.0,91333.0,9.75609756097561,1.2508229098090848,1723,8.8307,37012.0,53,61,165,222,305,46,3893,2.5228360156589824,64.81274455002794,28.676470588235293,0,65,4756,Available
Louisville,47141,ZIP Code 47141,publicpolygonfeature:5:48015,country:us/state:in/zip:47141,34,11,20,26,70,34,239,162,11,0,0,52,1167.0,108523.0,0.0,0.0,607,-0.74278,46120.0,11,19,47,131,21,154,1201,2.65282583621684,65.7814871016692,35.13907284768212,0,11,1584,Available
Louisville,47142,ZIP Code 47142,publicpolygonfeature:5:48008,country:us/state:in/zip:47142,108,0,17,3,17,16,97,55,0,0,1,60,630.0,89453.0,30.0,0.0,313,-7.10716,36635.0,19,31,0,0,9,8,586,0.0,57.73381294964028,39.96884735202492,0,0,653,Available
Louisville,47143,ZIP Code 47143,publicpolygonfeature:5:48018,country:us/state:in/zip:47143,18,0,28,59,317,151,116,239,394,125,37,51,1713.0,138382.0,0.0,0.0,1447,34.72358,52131.0,6,45,36,0,113,0,3633,0.2632733655111891,79.51849267271459,28.239916186485072,0,0,3833,Available
Louisville,47147,ZIP Code 47147,publicpolygonfeature:5:48021,country:us/state:in/zip:47147,49,0,30,42,44,58,64,180,12,30,14,39,1403.0,110556.0,0.0,0.0,509,-2.87845,41969.0,10,0,8,0,92,0,1207,0.0,74.79601087941975,27.74497487437186,0,116,1317,Available
Louisville,47150,ZIP Code 47150,publicpolygonfeature:5:48022,country:us/state:in/zip:47150,4556,1359,2560,2881,2533,2728,2645,1964,1244,275,3426,2155,1036.0,62820.0,8.69269949066214,0.3791689236245453,22745,4.11581,34936.0,3684,3624,1781,1748,2701,1002,33157,4.795594324074446,61.54813572696784,20.21038806561927,7,1608,49144,Available
Louisville,47160,ZIP Code 47160,publicpolygonfeature:5:48023,country:us/state:in/zip:47160,18,0,1,6,0,0,0,0,0,0,1,0,950.0,66250.0,0.0,20.0,25,-4.19335,22167.0,4,0,0,0,10,0,40,7.4074074074074066,79.41176470588235,30.833333333333332,0,0,55,Available
Louisville,47161,ZIP Code 47161,publicpolygonfeature:5:48024,country:us/state:in/zip:47161,129,0,113,67,263,240,472,294,117,48,49,244,856.0,79914.0,0.0,4.128113879003559,1743,-1.02701,37598.0,139,222,37,186,278,93,2656,6.021717670286279,67.30897009966777,29.473846153846154,0,57,3611,Available
Louisville,47162,ZIP Code 47162,publicpolygonfeature:5:48020,country:us/state:in/zip:47162,15,36,56,28,11,0,54,64,13,19,25,10,960.0,59444.0,0.0,0.0,296,1.95122,33733.0,26,25,15,0,0,0,448,0.0,50.31982942430704,32.8,0,10,514,Available
Louisville,47163,ZIP Code 47163,publicpolygonfeature:5:48026,country:us/state:in/zip:47163,0,58,35,59,58,132,127,65,42,12,0,133,936.0,59837.0,0.0,0.0,588,6.30602,29758.0,25,137,4,8,156,0,1005,0.0,53.6723163841808,21.520076481835563,0,72,1335,Rural_Area
Louisville,47164,ZIP Code 47164,publicpolygonfeature:5:48027,country:us/state:in/zip:47164,95,53,94,76,250,271,198,198,210,0,155,121,913.0,63389.0,21.50537634408602,0.267379679144385,1445,-3.73292,32604.0,219,71,109,256,416,43,2191,2.2103148024112524,59.79175010012015,30.4578025477707,10,10,3312,Available
Louisville,47165,ZIP Code 47165,publicpolygonfeature:5:48028,country:us/state:in/zip:47165,292,91,137,90,393,428,545,441,355,114,130,371,819.0,79744.0,7.77027027027027,1.8963337547408343,2886,-2.52125,35950.0,306,346,233,211,250,222,4619,0.4806248122559327,65.30011769321302,36.945178335535005,0,85,6292,Available
Louisville,47166,ZIP Code 47166,publicpolygonfeature:5:48029,country:us/state:in/zip:47166,74,8,8,160,120,0,122,20,18,24,21,17,1305.0,71875.0,0.0,0.0,554,-2.79202,36196.0,26,44,11,36,213,46,1108,0.0,61.58833063209076,41.44645340751043,0,95,1484,Available
Louisville,47167,ZIP Code 47167,publicpolygonfeature:5:48031,country:us/state:in/zip:47167,1134,405,637,602,879,791,893,650,348,172,497,958,750.0,60673.0,2.593440122044241,1.2058042100960555,6511,2.11882,28269.0,875,1606,664,1194,1246,517,8924,5.195515449822259,59.00216919739696,26.838044184535413,3,291,15375,Available
Louisville,47170,ZIP Code 47170,publicpolygonfeature:5:48033,country:us/state:in/zip:47170,656,167,511,529,751,996,1334,879,578,97,686,817,850.0,57634.0,0.0,0.0,6498,4.258,29433.0,1504,1225,963,518,1341,653,8887,3.772446054021428,54.45804914126058,25.769936603269937,17,211,15451,Available
Louisville,47172,ZIP Code 47172,publicpolygonfeature:5:48035,country:us/state:in/zip:47172,438,196,511,775,1250,574,1274,1516,2055,283,688,922,1195.0,82503.0,6.082725060827251,0.7288838073460054,8872,20.64838,44299.0,696,435,447,437,1717,692,16445,3.215843023255814,63.91417802261525,21.8375781948168,0,282,21045,Available
Louisville,47177,ZIP Code 47177,publicpolygonfeature:5:48037,country:us/state:in/zip:47177,53,10,47,59,71,103,157,97,41,0,8,30,1167.0,83542.0,0.0,0.0,638,1.81288,29891.0,84,35,86,331,117,55,1074,7.837445573294629,59.93265993265994,31.89335394126739,0,9,1782,Available
Louisville,47281,ZIP Code 47281,publicpolygonfeature:5:48075,country:us/state:in/zip:47281,63,6,119,60,14,80,211,60,15,8,0,52,936.0,96250.0,0.0,0.0,636,5.40625,35585.0,20,32,100,44,58,50,1237,0.0,78.05280528052805,31.680522565320665,0,0,1541,Rural_Area
SanAntonio,41700,"San Antonio-New Braunfels, TX Area",publicpolygonfeature:22:928641,country:us/state:tx/msa:san_antonio-new_braunfels,41512,37113,68769,78808,120157,144201,123641,193152,195860,54610,176750,140359,1363.0,76213.0,8.395329824740688,1.2760994719699483,1057823,19.39974,38364.0,165152,184077,114816,123554,160048,77122,1790239,5.473263158846983,64.93430398576547,26.78460322947015,15925,54454,2662733,Available
SanAntonio,78002,ZIP Code 78002,publicpolygonfeature:5:59668,country:us/state:tx/zip:78002,75,19,96,187,168,583,324,314,481,59,159,380,1202.0,66744.0,0.0,5.290396779758482,2306,10.6196,30894.0,353,594,320,293,552,70,4788,4.866969500324465,55.22228173540439,33.59605026929982,0,9,7035,Available
SanAntonio,78003,ZIP Code 78003,publicpolygonfeature:5:59669,country:us/state:tx/zip:78003,378,149,186,55,437,628,789,1662,835,172,227,1012,1216.0,69457.0,10.0820633059789,2.456803455723542,5291,4.72453,37860.0,627,1027,528,251,605,564,5926,5.8896007885657955,52.10580380071905,39.8729660291179,0,97,9967,Available
SanAntonio,78004,ZIP Code 78004,publicpolygonfeature:5:59670,country:us/state:tx/zip:78004,0,0,0,0,0,52,123,0,0,0,0,28,1887.5,165353.0,0.0,0.0,175,20.72963,53802.0,11,17,0,0,0,0,519,0.0,57.28542914171657,,0,0,547,Luxury_Market
SanAntonio,78006,ZIP Code 78006,publicpolygonfeature:5:59673,country:us/state:tx/zip:78006,601,183,163,386,1618,1575,2621,4952,4310,1013,2131,2942,1650.0,116156.0,6.064356435643564,2.6262468827930174,17422,43.12772,59527.0,1547,721,1787,1276,2471,840,35239,4.141296994297864,58.65455161126475,28.335863252375923,0,489,44560,Available
SanAntonio,78008,ZIP Code 78008,publicpolygonfeature:5:59672,country:us/state:tx/zip:78008,90,0,0,0,75,7,0,0,6,0,36,6,1130.0,55440.0,0.0,0.0,178,-7.26043,28910.0,123,12,0,0,0,0,99,0.0,31.97278911564626,,0,0,234,Rural_Area
SanAntonio,78009,ZIP Code 78009,publicpolygonfeature:5:59675,country:us/state:tx/zip:78009,129,46,72,189,207,379,815,625,788,146,142,442,1250.0,103125.0,10.129310344827584,7.472924187725631,3396,19.80472,41228.0,180,205,95,271,167,758,7387,3.141831238779174,57.82242384964355,29.802890932982915,1,98,9151,Available
SanAntonio,78011,ZIP Code 78011,publicpolygonfeature:5:59678,country:us/state:tx/zip:78011,11,78,69,48,145,35,87,101,145,0,10,188,1130.0,29664.0,7.142857142857142,0.0,719,-6.7822,22510.0,34,499,213,126,117,125,643,4.323570432357044,48.056300268096514,25.19113149847095,0,61,1757,Rural_Area
SanAntonio,78012,ZIP Code 78012,publicpolygonfeature:5:59679,country:us/state:tx/zip:78012,12,5,9,8,66,13,34,18,0,0,0,20,1130.0,43571.0,0.0,0.0,165,-7.12891,18277.0,55,0,47,37,2,39,148,26.027397260273972,54.68164794007491,41.157407407407405,12,34,328,Rural_Area
SanAntonio,78013,ZIP Code 78013,publicpolygonfeature:5:59681,country:us/state:tx/zip:78013,411,35,74,47,286,214,491,339,405,31,99,210,969.0,82492.0,10.622710622710622,1.8272425249169435,2333,0.30548,50281.0,158,153,260,84,68,53,3906,6.377042646472699,61.55544651619235,36.77133655394525,0,0,4809,Available
SanAntonio,78015,ZIP Code 78015,publicpolygonfeature:5:59677,country:us/state:tx/zip:78015,0,0,0,0,256,711,1304,1417,4083,715,206,1311,2060.0,162487.0,15.719063545150505,0.8734193716594969,8486,113.26436,70820.0,319,392,247,31,365,0,23513,3.766573769107339,63.571965224857784,31.751004520341535,0,78,24867,Available
SanAntonio,78016,ZIP Code 78016,publicpolygonfeature:5:59680,country:us/state:tx/zip:78016,90,155,309,591,483,677,584,609,778,118,399,575,732.0,60736.0,0.0,0.7874015748031495,4394,6.16289,30384.0,689,527,810,532,551,411,7997,4.216279523716572,55.58207659759141,30.316253983819564,0,183,11670,Available
SanAntonio,78023,ZIP Code 78023,publicpolygonfeature:5:59688,country:us/state:tx/zip:78023,269,34,114,134,155,418,1381,4883,2292,123,614,1774,1685.0,134007.0,5.45950864422202,1.4365152919369786,9803,34.91853,53287.0,743,723,175,575,270,304,25515,4.01581782232222,64.86296864722648,27.62167936095114,43,131,28462,Available
SanAntonio,78026,ZIP Code 78026,publicpolygonfeature:5:59694,country:us/state:tx/zip:78026,88,96,170,341,254,290,812,456,378,25,294,296,993.0,78501.0,0.0,3.288100208768267,2910,5.32777,31280.0,191,595,453,506,522,46,4483,5.626758361988121,60.52484645449469,21.87247335538405,0,207,7031,Available
