city,geoid,feature label,feature id,shid,Housing Built 1939 or Earlier (2020-2024),Housing Built 1940 to 1949 (2020-2024),Housing Built 1950 to 1959 (2020-2024),Housing Built 1960 to 1969 (2020-2024),Housing Built 1970 to 1979 (2020-2024),Housing Built 1980 to 1989 (2020-2024),Housing Built 1990 to 1999 (2020-2024),Housing Built 2000 to 2009 (2020-2024),Housing Built 2010 to 2019 (2020-2024),Housing Built 2020 or Later (2020-2024),Renter Excessive Housing Costs (2020-2024),Home Owner Excessive Housing Costs (2020-2024),Median Home Rent (2020-2024),Median Household Income (2020-2024),Rental Vacancy Rate (2020-2024),Homeowner Vacancy Rate (2020-2024),Total Housing Units (2020-2024),Percent Change in Population (Difference Decennial Census 2020 - 2010),Per Capita Income (2020-2024),Income 49% and Below Poverty Level (2020-2024),Income 50% to 99% the Poverty Level (2020-2024),Income 100% to 124% the Poverty Level (2020-2024),Income 125% to 149% the Poverty Level (2020-2024),Income 150% to 184% the Poverty Level (2020-2024),Income 185% to 199% the Poverty Level (2020-2024),Income 200% and Over the Poverty Level (2020-2024),Unemployment Rate (2020-2024),Labor Force Participation Rate (2020-2024),Commute Mean Travel Time (2020-2024),Commute Transportation by Public Transit (2020-2024),No Vehicles Available (2020-2024),Total Population (2020-2024),removal_reason
Charlotte,28280,ZIP Code 28280,publicpolygonfeature:5:41204,country:us/state:nc/zip:28280,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,646.0662,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Charlotte,29724,ZIP Code 29724,publicpolygonfeature:5:42314,country:us/state:sc/zip:29724,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,-1.8518,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Orlando,32816,ZIP Code 32816,publicpolygonfeature:5:6695185,country:us/state:fl/zip:32816,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,37.68576,1606.0,0,0,0,0,0,0,0,17.333333333333336,12.476235741444867,15.15164644714038,0,0,12624,non_residential
Charlotte,29733,ZIP Code 29733,publicpolygonfeature:5:42321,country:us/state:sc/zip:29733,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,-2.44041,14574.0,0,0,0,0,0,0,0,12.038303693570452,49.79564032697547,15.501022494887524,0,0,1468,non_residential
Charlotte,28244,ZIP Code 28244,publicpolygonfeature:5:41500,country:us/state:nc/zip:28244,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Orlando,32768,ZIP Code 32768,publicpolygonfeature:5:6696728,country:us/state:fl/zip:32768,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,22.05641,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Tampa,33530,ZIP Code 33530,publicpolygonfeature:5:6680134,country:us/state:fl/zip:33530,10,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,10,37.10436,,0,0,0,0,0,0,20,,0.0,,0,0,20,non_residential
Denver,80294,ZIP Code 80294,publicpolygonfeature:5:59792,country:us/state:co/zip:80294,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Denver,80293,ZIP Code 80293,publicpolygonfeature:5:59783,country:us/state:co/zip:80293,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Denver,80266,ZIP Code 80266,publicpolygonfeature:5:6672031,country:us/state:co/zip:80266,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Denver,80264,ZIP Code 80264,publicpolygonfeature:5:59781,country:us/state:co/zip:80264,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Austin,78712,ZIP Code 78712,publicpolygonfeature:5:59953,country:us/state:tx/zip:78712,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,-0.17119,6727.0,0,0,0,0,0,0,0,52.63157894736842,9.45273631840796,,0,0,201,non_residential
Austin,76573,ZIP Code 76573,publicpolygonfeature:5:59214,country:us/state:tx/zip:76573,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,29.87791,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Tampa,33744,ZIP Code 33744,publicpolygonfeature:5:43591,country:us/state:fl/zip:33744,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,62.08458,21346.0,0,0,0,0,0,0,0,,0.0,,0,0,59,non_residential
Tampa,33574,ZIP Code 33574,publicpolygonfeature:5:6697676,country:us/state:fl/zip:33574,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,59.82009,4586.0,33,0,0,0,0,0,0,18.181818181818183,31.394072447859493,12.130584192439862,0,0,1822,non_residential
Tampa,33550,ZIP Code 33550,publicpolygonfeature:5:6701323,country:us/state:fl/zip:33550,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,7.25093,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Miami,33388,ZIP Code 33388,publicpolygonfeature:5:6673889,country:us/state:fl/zip:33388,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Miami,33101,ZIP Code 33101,publicpolygonfeature:5:41718,country:us/state:fl/zip:33101,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,-0.9985,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Miami,33039,ZIP Code 33039,publicpolygonfeature:5:43493,country:us/state:fl/zip:33039,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Nashville,37132,ZIP Code 37132,publicpolygonfeature:5:44603,country:us/state:tn/zip:37132,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,-2.22522,5732.0,0,0,0,0,0,0,0,12.47429746401645,53.95710059171598,16.052934407364788,20,0,2704,non_residential
Denver,80419,ZIP Code 80419,publicpolygonfeature:5:60470,country:us/state:co/zip:80419,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Nashville,37213,ZIP Code 37213,publicpolygonfeature:5:44650,country:us/state:tn/zip:37213,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,56.41278,16456.0,0,0,0,0,0,0,0,,0.0,,0,0,25,non_residential
Philadelphia,19113,ZIP Code 19113,publicpolygonfeature:5:37712,country:us/state:pa/zip:19113,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,-84.25029,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Nashville,37238,ZIP Code 37238,publicpolygonfeature:5:6676390,country:us/state:tn/zip:37238,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,-13.88301,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Philadelphia,19735,ZIP Code 19735,publicpolygonfeature:5:38795,country:us/state:de/zip:19735,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,6.56791,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Philadelphia,19717,ZIP Code 19717,publicpolygonfeature:5:38775,country:us/state:de/zip:19717,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,17.62153,4537.0,0,0,0,0,0,0,0,9.389430477167778,32.28959575878065,14.231894659839064,45,0,6036,non_residential
Philadelphia,19716,ZIP Code 19716,publicpolygonfeature:5:38786,country:us/state:de/zip:19716,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,-2.41092,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Philadelphia,19710,ZIP Code 19710,publicpolygonfeature:5:38783,country:us/state:de/zip:19710,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,19.61775,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Philadelphia,19442,ZIP Code 19442,publicpolygonfeature:5:38702,country:us/state:pa/zip:19442,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,5.81827,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Philadelphia,19367,ZIP Code 19367,publicpolygonfeature:5:38687,country:us/state:pa/zip:19367,3,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,3,10.08405,,0,0,0,0,18,0,0,0.0,50.0,,0,0,21,non_residential
Philadelphia,19345,ZIP Code 19345,publicpolygonfeature:5:38677,country:us/state:pa/zip:19345,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,7.3988,6600.0,11,10,6,6,0,0,14,5.992509363295881,34.765625,12.697368421052632,14,0,768,non_residential
Philadelphia,19112,ZIP Code 19112,publicpolygonfeature:5:37682,country:us/state:pa/zip:19112,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Philadelphia,19109,ZIP Code 19109,publicpolygonfeature:5:37667,country:us/state:pa/zip:19109,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Philadelphia,8095,ZIP Code 08095,publicpolygonfeature:5:34982,country:us/state:nj/zip:08095,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,-2.14375,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Philadelphia,8064,ZIP Code 08064,publicpolygonfeature:5:34949,country:us/state:nj/zip:08064,9,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,9,0.31471,,0,0,0,0,0,0,17,,0.0,,0,0,17,non_residential
Jacksonville,32228,ZIP Code 32228,publicpolygonfeature:5:43271,country:us/state:fl/zip:32228,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,88.56812,30563.0,0,0,0,0,0,0,0,,100.0,5.990990990990991,0,0,222,non_residential
Jacksonville,32214,ZIP Code 32214,publicpolygonfeature:5:6684281,country:us/state:fl/zip:32214,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Jacksonville,32203,ZIP Code 32203,publicpolygonfeature:5:6703033,country:us/state:fl/zip:32203,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,-1.33932,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Indianapolis,46206,ZIP Code 46206,publicpolygonfeature:5:6694575,country:us/state:in/zip:46206,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,49.64459,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Indianapolis,46125,ZIP Code 46125,publicpolygonfeature:5:47625,country:us/state:in/zip:46125,0,0,0,0,0,0,0,3,0,0,0,0,,,0.0,0.0,3,0.6704,,0,0,0,0,0,0,6,0.0,50.0,,0,0,6,non_residential
SanFrancisco,94613,ZIP Code 94613,publicpolygonfeature:5:63691,country:us/state:ca/zip:94613,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,-11.13294,8904.0,1,15,1,0,0,0,18,8.092485549132949,36.65254237288136,24.35251798561151,23,0,472,non_residential
SanFrancisco,94575,ZIP Code 94575,publicpolygonfeature:5:63664,country:us/state:ca/zip:94575,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,5.9905,5534.0,17,11,2,1,0,0,0,11.41304347826087,37.743589743589745,15.517241379310343,6,0,975,non_residential
SanFrancisco,94188,ZIP Code 94188,publicpolygonfeature:5:6701475,country:us/state:ca/zip:94188,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,256.59099,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
SanFrancisco,94128,ZIP Code 94128,publicpolygonfeature:5:63581,country:us/state:ca/zip:94128,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,4.94831,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
SanAntonio,78243,ZIP Code 78243,publicpolygonfeature:5:59629,country:us/state:tx/zip:78243,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,259.8009,24322.0,0,0,0,0,0,0,0,0.0,100.0,10.978260869565217,0,0,232,non_residential
SanAntonio,78150,ZIP Code 78150,publicpolygonfeature:5:59757,country:us/state:tx/zip:78150,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,3.30341,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
SanAntonio,78074,ZIP Code 78074,publicpolygonfeature:5:6681111,country:us/state:tx/zip:78074,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,-2.95339,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
SanAntonio,78062,ZIP Code 78062,publicpolygonfeature:5:6696879,country:us/state:tx/zip:78062,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,-5.53264,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Louisville,40280,ZIP Code 40280,publicpolygonfeature:5:45752,country:us/state:ky/zip:40280,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,9.6939,7230.0,0,0,0,0,0,0,0,5.755395683453238,76.37362637362637,15.885416666666666,7,0,182,non_residential
Louisville,40231,ZIP Code 40231,publicpolygonfeature:5:45745,country:us/state:ky/zip:40231,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Louisville,40221,ZIP Code 40221,publicpolygonfeature:5:6672668,country:us/state:ky/zip:40221,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Nashville,37232,ZIP Code 37232,publicpolygonfeature:5:6677960,country:us/state:tn/zip:37232,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
Miami,33022,ZIP Code 33022,publicpolygonfeature:5:6703671,country:us/state:fl/zip:33022,0,0,0,0,0,0,0,0,0,0,0,0,,,0.0,0.0,0,0.89969,,0,0,0,0,0,0,0,,,,0,0,0,non_residential
