"feature id","feature label","shid","geoid","Total Employed (2023)","Total Employed (2020-2024)","Total Unemployed (2020-2024)"
"publicpolygonfeature:5:48038","ZIP Code 47201","country:us/state:in/zip:47201","47201","37181","24502","1105"
"publicpolygonfeature:5:48043","ZIP Code 47234","country:us/state:in/zip:47234","47234","134","762","128"
"publicpolygonfeature:5:48050","ZIP Code 47235","country:us/state:in/zip:47235","47235","40","812","114"
"publicpolygonfeature:5:48057","ZIP Code 47272","country:us/state:in/zip:47272","47272","270","923","10"
"publicpolygonfeature:5:48160","ZIP Code 47448","country:us/state:in/zip:47448","47448","2271","3626","123"
"publicpolygonfeature:5:48164","ZIP Code 47456","country:us/state:in/zip:47456","47456","75","655","21"
"publicpolygonfeature:5:48174","ZIP Code 47468","country:us/state:in/zip:47468","47468","107","688","7"
"publicpolygonfeature:5:6676762","ZIP Code 46154","country:us/state:in/zip:46154","46154","148","72","0"
"publicpolygonfeature:5:6694575","ZIP Code 46206","country:us/state:in/zip:46206","46206","1437","0","0"
"publicpolygonfeature:5:6695376","ZIP Code 47435","country:us/state:in/zip:47435","47435",,"8","0"
"publicpolygonfeature:5:6703026","ZIP Code 46102","country:us/state:in/zip:46102","46102",,"193","3"
"publicpolygonfeature:22:928339","Indianapolis-Carmel-Greenwood, IN Area","country:us/state:in/msa:indianapolis-carmel-greenwood","26900","982448","1085450","45750"
