"feature id","feature label","shid","geoid","Workers in Agriculture, Fishing, and Mining who Work From Home (2020-2024)","Workers in Construction who Work From Home (2020-2024)","Workers in Manufacturing who Work From Home (2020-2024)","Workers in Wholesale Trade who Work From Home (2020-2024)","Workers in Retail Trade who Work From Home (2020-2024)","Workers in Transportation who Work From Home (2020-2024)","Workers in Finance and Insurance who Work From Home (2020-2024)","Workers in Information who Work From Home (2020-2024)","Workers in Scientific and Professional who Work From Home (2020-2024)","Workers in Education and Health Care who Work From Home (2020-2024)","Workers in Arts, Food, and Entertainment who Work From Home (2020-2024)","Workers in Public Administration who Work From Home (2020-2024)","Workers in Other Services who Work From Home (2020-2024)","Workers in Armed Forces who Work From Home (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute to Work (2020-2024)","Workers in Construction who Commute to Work (2020-2024)","Workers in Manufacturing who Commute to Work (2020-2024)","Workers in Wholesale Trade who Commute to Work (2020-2024)","Workers in Retail Trade who Commute to Work (2020-2024)","Workers in Transportation who Commute to Work (2020-2024)","Workers in Finance and Insurance who Commute to Work (2020-2024)","Workers in Information who Commute to Work (2020-2024)","Workers in Scientific and Professional who Commute to Work (2020-2024)","Workers in Education and Health Care who Commute to Work (2020-2024)","Workers in Arts, Food, and Entertainment who Commute to Work (2020-2024)","Workers in Public Administration who Commute to Work (2020-2024)","Workers in Other Services who Commute to Work (2020-2024)","Workers in Armed Forces who Commute to Work (2020-2024)","Management, Business, Science, and Arts Occupations Work From Home (2020-2024)","Service Occupations Work From Home (2020-2024)","Sales and Office Occupations Work From Home (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Work From Home (2020-2024)","Production, Transportation, and Material Moving Occupations Work From Home (2020-2024)","Military Occupations Work From Home (2020-2024)","Management, Business, Science, and Arts Occupations Commute to Work (2020-2024)","Service Occupations Commute to Work (2020-2024)","Sales and Office Occupations Commute to Work (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute to Work (2020-2024)","Production, Transportation, and Material Moving Occupations Commute to Work (2020-2024)","Military Occupations Commute to Work (2020-2024)"
"publicpolygonfeature:5:46395","ZIP Code 43029","country:us/state:oh/zip:43029","43029","0","0","0","0","0","0","0","0","0","0","0","0","0","0","76","45","21","0","11","8","0","0","42","41","26","8","9","0","0","0","0","0","0","0","153","28","21","51","34","0"
"publicpolygonfeature:5:46396","ZIP Code 43030","country:us/state:oh/zip:43030","43030","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","39","0","0","4","27","0","0","0","17","9","13","0","0","16","0","0","0","0","0","73","26","0","10","0","0"
"publicpolygonfeature:5:46397","ZIP Code 43031","country:us/state:oh/zip:43031","43031","0","31","27","9","148","0","253","0","199","215","0","0","14","0","41","852","496","162","644","341","493","64","300","2020","364","387","392","35","596","24","177","42","57","0","3005","890","1237","950","491","18"
"publicpolygonfeature:5:46398","ZIP Code 43032","country:us/state:oh/zip:43032","43032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:46399","ZIP Code 43033","country:us/state:oh/zip:43033","43033","0","0","0","0","1","0","0","0","0","8","2","0","2","0","3","17","7","0","20","53","6","0","7","20","21","4","2","0","9","0","3","1","0","0","31","17","31","14","67","0"
"publicpolygonfeature:5:46400","ZIP Code 43035","country:us/state:oh/zip:43035","43035","0","158","230","171","459","448","1741","347","1644","926","58","117","72","0","18","722","1489","132","1225","477","1544","102","1842","3930","1293","416","552","69","5227","24","1052","0","68","0","7765","2396","1815","500","1283","52"
"publicpolygonfeature:5:46401","ZIP Code 43036","country:us/state:oh/zip:43036","43036","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","15","9","0","20","4","5","0","10","50","4","2","21","2","0","0","1","0","0","0","44","32","22","24","21","2"
"publicpolygonfeature:5:46403","ZIP Code 43044","country:us/state:oh/zip:43044","43044","81","0","10","0","14","6","24","48","60","45","0","39","30","0","59","168","294","37","206","215","47","18","166","434","144","128","98","0","260","35","54","0","8","0","709","309","287","204","505","0"
"publicpolygonfeature:5:46404","ZIP Code 43040","country:us/state:oh/zip:43040","43040","52","46","287","354","361","71","916","89","697","403","93","569","75","0","199","1181","3467","471","1537","961","834","175","1570","3286","966","903","614","18","2105","167","1378","175","188","0","6922","2103","2718","1291","3130","18"
"publicpolygonfeature:5:46405","ZIP Code 43045","country:us/state:oh/zip:43045","43045","0","2","11","3","2","0","6","0","12","5","4","3","3","0","1","63","106","8","225","63","29","1","44","92","52","44","29","0","22","0","17","2","10","0","238","103","232","52","132","0"
"publicpolygonfeature:5:46406","ZIP Code 43046","country:us/state:oh/zip:43046","43046","0","5","14","0","0","17","47","4","16","3","0","11","11","0","20","130","122","8","188","320","41","15","76","239","93","94","33","0","79","20","17","5","7","0","436","153","382","160","248","0"
"publicpolygonfeature:5:46407","ZIP Code 43062","country:us/state:oh/zip:43062","43062","0","74","319","59","190","237","765","202","376","609","16","314","89","0","95","925","1245","394","2087","947","637","149","1181","2883","834","738","512","75","2013","193","901","62","81","0","4868","2235","2525","1092","1982","0"
"publicpolygonfeature:5:46409","ZIP Code 43054","country:us/state:oh/zip:43054","43054","0","8","273","104","452","338","816","72","879","783","80","142","208","0","54","560","475","296","1553","534","1103","106","1270","2797","1101","526","410","3","2552","208","934","156","305","0","6273","1116","2321","482","596","0"
"publicpolygonfeature:5:46410","ZIP Code 43071","country:us/state:oh/zip:43071","43071","0","0","0","0","17","0","19","0","0","81","0","0","1","0","1","157","133","2","194","33","4","0","55","237","79","34","47","0","94","0","23","0","1","0","209","213","120","264","170","0"
"publicpolygonfeature:5:46411","ZIP Code 43055","country:us/state:oh/zip:43055","43055","42","233","328","88","249","92","1019","75","433","407","77","201","96","0","172","1547","3609","492","4166","1330","1620","178","1665","5667","2900","922","1264","11","2001","112","824","129","274","0","7690","4804","5918","2340","4780","11"
"publicpolygonfeature:5:46413","ZIP Code 43056","country:us/state:oh/zip:43056","43056","35","86","59","11","66","109","453","59","202","197","27","54","9","0","59","636","1053","175","955","384","350","81","597","1478","461","564","294","38","784","20","474","75","14","0","2341","1255","1334","880","1277","38"
"publicpolygonfeature:5:46415","ZIP Code 43061","country:us/state:oh/zip:43061","43061","33","30","63","23","40","14","130","79","178","206","14","11","6","0","3","102","329","5","259","39","101","6","118","456","323","159","50","31","570","81","172","3","1","0","783","561","334","92","180","31"
