"feature id","feature label","shid","geoid","Workers in Agriculture, Fishing, and Mining who Work From Home (2020-2024)","Workers in Construction who Work From Home (2020-2024)","Workers in Manufacturing who Work From Home (2020-2024)","Workers in Wholesale Trade who Work From Home (2020-2024)","Workers in Retail Trade who Work From Home (2020-2024)","Workers in Transportation who Work From Home (2020-2024)","Workers in Finance and Insurance who Work From Home (2020-2024)","Workers in Information who Work From Home (2020-2024)","Workers in Scientific and Professional who Work From Home (2020-2024)","Workers in Education and Health Care who Work From Home (2020-2024)","Workers in Arts, Food, and Entertainment who Work From Home (2020-2024)","Workers in Public Administration who Work From Home (2020-2024)","Workers in Other Services who Work From Home (2020-2024)","Workers in Armed Forces who Work From Home (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute to Work (2020-2024)","Workers in Construction who Commute to Work (2020-2024)","Workers in Manufacturing who Commute to Work (2020-2024)","Workers in Wholesale Trade who Commute to Work (2020-2024)","Workers in Retail Trade who Commute to Work (2020-2024)","Workers in Transportation who Commute to Work (2020-2024)","Workers in Finance and Insurance who Commute to Work (2020-2024)","Workers in Information who Commute to Work (2020-2024)","Workers in Scientific and Professional who Commute to Work (2020-2024)","Workers in Education and Health Care who Commute to Work (2020-2024)","Workers in Arts, Food, and Entertainment who Commute to Work (2020-2024)","Workers in Public Administration who Commute to Work (2020-2024)","Workers in Other Services who Commute to Work (2020-2024)","Workers in Armed Forces who Commute to Work (2020-2024)","Management, Business, Science, and Arts Occupations Work From Home (2020-2024)","Service Occupations Work From Home (2020-2024)","Sales and Office Occupations Work From Home (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Work From Home (2020-2024)","Production, Transportation, and Material Moving Occupations Work From Home (2020-2024)","Military Occupations Work From Home (2020-2024)","Management, Business, Science, and Arts Occupations Commute to Work (2020-2024)","Service Occupations Commute to Work (2020-2024)","Sales and Office Occupations Commute to Work (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute to Work (2020-2024)","Production, Transportation, and Material Moving Occupations Commute to Work (2020-2024)","Military Occupations Commute to Work (2020-2024)"
"publicpolygonfeature:5:59720","ZIP Code 78066","country:us/state:tx/zip:78066","78066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","22","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","52","0","9","0","13","0"
"publicpolygonfeature:5:59721","ZIP Code 78211","country:us/state:tx/zip:78211","78211","0","40","0","0","19","54","63","0","89","134","15","0","116","0","52","2224","893","180","1299","710","560","102","1136","2300","1679","267","691","11","61","171","198","46","54","0","2220","3048","2611","2181","2033","11"
"publicpolygonfeature:5:59723","ZIP Code 78069","country:us/state:tx/zip:78069","78069","0","4","4","0","0","67","73","0","0","53","24","3","0","0","40","343","201","63","713","373","65","15","102","423","83","31","179","17","213","4","7","4","0","0","596","254","697","721","380","0"
"publicpolygonfeature:5:59724","ZIP Code 78101","country:us/state:tx/zip:78101","78101","0","21","0","0","8","14","29","11","77","76","33","0","34","0","33","428","177","34","203","175","122","14","288","699","271","142","120","14","184","22","76","21","0","0","1227","245","509","452","287","0"
"publicpolygonfeature:5:59725","ZIP Code 78070","country:us/state:tx/zip:78070","78070","55","180","161","35","149","11","273","14","521","263","14","45","39","0","66","787","447","43","1163","472","452","19","801","1672","787","408","422","20","1261","46","407","39","7","0","3414","1248","1627","800","470","0"
"publicpolygonfeature:5:59729","ZIP Code 78112","country:us/state:tx/zip:78112","78112","0","37","72","0","95","11","41","0","86","52","7","0","23","0","95","351","245","41","302","289","164","0","398","508","349","191","292","0","126","0","202","11","85","0","859","584","685","403","694","0"
"publicpolygonfeature:5:59730","ZIP Code 78147","country:us/state:tx/zip:78147","78147","0","1","7","0","0","0","8","0","55","0","0","0","6","0","117","51","57","21","80","17","7","0","45","174","50","38","11","0","48","0","22","7","0","0","207","191","104","63","103","0"
"publicpolygonfeature:5:59731","ZIP Code 78212","country:us/state:tx/zip:78212","78212","31","69","33","47","68","15","569","86","715","746","104","94","73","0","98","1083","344","125","1226","280","676","87","1154","3240","1521","309","407","234","1849","101","534","93","73","0","4920","1956","1939","1097","860","12"
"publicpolygonfeature:5:59733","ZIP Code 78073","country:us/state:tx/zip:78073","78073","128","25","73","0","32","6","141","0","97","39","0","0","0","0","132","608","658","28","300","514","106","40","353","695","346","97","85","18","192","26","222","77","24","0","630","950","606","723","1071","0"
"publicpolygonfeature:5:59738","ZIP Code 78108","country:us/state:tx/zip:78108","78108","18","51","135","136","325","92","428","58","611","412","40","681","68","68","242","1163","1400","268","2545","932","785","122","1436","4367","1523","1901","892","788","2133","130","774","26","45","15","7791","3361","3523","1046","2432","211"
"publicpolygonfeature:5:59739","ZIP Code 78109","country:us/state:tx/zip:78109","78109","30","249","131","12","172","234","836","147","1039","241","225","576","24","0","135","1243","1727","815","4913","1644","841","425","2290","6267","2069","1717","1399","1085","1823","445","1394","165","89","0","9563","5092","5747","1639","4263","266"
"publicpolygonfeature:5:59740","ZIP Code 78113","country:us/state:tx/zip:78113","78113","0","0","10","0","0","4","3","0","31","4","0","27","0","0","150","65","80","28","177","108","76","0","40","205","8","130","21","0","52","23","0","4","0","0","382","62","309","169","166","0"
"publicpolygonfeature:5:59741","ZIP Code 78114","country:us/state:tx/zip:78114","78114","78","203","134","0","113","24","128","10","133","322","79","128","65","0","268","859","832","305","788","1007","137","67","806","2065","676","733","588","147","636","182","452","123","24","0","2936","1293","2035","1273","1731","10"
"publicpolygonfeature:5:59743","ZIP Code 78124","country:us/state:tx/zip:78124","78124","0","12","20","0","0","5","12","5","41","64","0","74","0","0","13","195","361","74","255","185","192","0","218","431","203","189","218","0","190","0","41","2","0","0","825","417","529","311","452","0"
"publicpolygonfeature:5:59746","ZIP Code 78130","country:us/state:tx/zip:78130","78130","14","526","399","187","791","418","1423","329","2192","1093","505","321","342","26","517","3774","3536","826","6139","3510","2707","401","3581","10481","5237","2072","1792","185","4848","591","2521","391","215","0","17592","8249","9334","4020","5474","89"
"publicpolygonfeature:5:59747","ZIP Code 78132","country:us/state:tx/zip:78132","78132","17","171","784","39","171","110","547","127","1136","622","63","157","128","26","290","1389","777","231","1146","684","1155","146","1604","3599","1582","1177","601","195","3124","253","583","53","59","26","7487","2219","2801","991","928","150"
"publicpolygonfeature:5:59748","ZIP Code 78133","country:us/state:tx/zip:78133","78133","0","139","23","73","245","106","348","66","684","243","78","165","70","13","83","833","429","109","1079","472","459","40","765","1564","556","264","411","26","1434","201","500","0","118","0","2577","1241","1540","978","739","15"
"publicpolygonfeature:5:59749","ZIP Code 78140","country:us/state:tx/zip:78140","78140","0","0","0","0","0","0","85","0","0","0","0","0","0","0","123","160","507","19","78","32","106","0","90","202","123","9","9","0","85","0","0","0","0","0","285","221","237","291","424","0"
"publicpolygonfeature:5:59752","ZIP Code 78143","country:us/state:tx/zip:78143","78143","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59755","ZIP Code 78244","country:us/state:tx/zip:78244","78244","0","56","75","5","31","76","448","55","333","236","34","147","93","0","66","1195","1012","423","2702","1517","416","295","1518","3439","1503","970","633","685","698","238","501","90","62","0","4469","3132","3925","1409","3236","203"
"publicpolygonfeature:5:59756","ZIP Code 78148","country:us/state:tx/zip:78148","78148","0","15","50","0","28","22","330","50","185","124","92","175","0","153","82","1009","521","87","1782","674","518","169","862","2130","824","674","502","506","738","113","262","0","30","81","3930","1177","2094","1258","1715","166"
"publicpolygonfeature:5:59757","ZIP Code 78150","country:us/state:tx/zip:78150","78150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:59759","ZIP Code 78152","country:us/state:tx/zip:78152","78152","8","0","5","0","0","30","16","4","111","72","0","76","7","0","56","168","109","74","242","138","83","52","194","345","144","147","76","217","300","6","15","8","0","0","956","239","385","209","147","109"
"publicpolygonfeature:5:59761","ZIP Code 78154","country:us/state:tx/zip:78154","78154","52","109","136","61","485","370","554","79","908","471","109","331","123","185","102","1141","1033","469","2224","1457","1085","217","1607","3732","1289","1444","928","866","2272","165","937","15","410","174","7184","2933","3990","1213","2106","168"
"publicpolygonfeature:5:59763","ZIP Code 78213","country:us/state:tx/zip:78213","78213","0","15","64","35","264","233","635","42","688","388","24","85","201","0","185","2021","1137","179","2057","748","1146","90","1968","4378","2479","573","853","86","1070","163","1284","36","121","0","5591","4260","3655","2376","1967","51"
"publicpolygonfeature:5:59765","ZIP Code 78155","country:us/state:tx/zip:78155","78155","35","234","416","117","162","202","258","75","382","448","100","95","180","26","677","2102","4284","449","2689","1624","876","155","1938","4665","2336","1111","927","73","1528","358","325","193","326","0","6678","4482","5088","2815","4785","58"
"publicpolygonfeature:5:59766","ZIP Code 78201","country:us/state:tx/zip:78201","78201","22","148","59","77","170","34","327","47","463","458","53","106","107","0","110","3138","921","272","2132","767","792","136","1610","3459","2488","532","726","95","1060","185","702","79","45","0","3621","4350","3625","3675","1858","49"
"publicpolygonfeature:5:59767","ZIP Code 78202","country:us/state:tx/zip:78202","78202","0","13","15","15","47","0","73","53","132","99","0","21","25","0","175","602","70","48","460","273","190","0","413","996","771","79","125","112","252","115","106","2","18","0","1060","939","999","612","622","82"
"publicpolygonfeature:5:59768","ZIP Code 78160","country:us/state:tx/zip:78160","78160","33","0","10","46","0","0","18","0","128","54","0","13","0","0","121","213","109","49","187","143","65","4","63","320","241","205","65","0","111","103","83","0","5","0","465","441","269","335","275","0"
"publicpolygonfeature:5:59769","ZIP Code 78161","country:us/state:tx/zip:78161","78161","0","27","0","0","0","0","0","0","0","10","0","0","0","0","0","0","15","0","126","0","0","37","15","0","0","18","0","0","10","0","27","0","0","0","70","18","123","0","0","0"
"publicpolygonfeature:5:59771","ZIP Code 78203","country:us/state:tx/zip:78203","78203","0","0","0","0","2","0","5","7","48","119","11","0","52","13","7","239","221","83","66","55","207","29","100","444","291","16","279","14","105","77","62","0","0","13","472","592","267","385","321","14"
"publicpolygonfeature:5:59772","ZIP Code 78204","country:us/state:tx/zip:78204","78204","0","56","63","0","51","46","138","0","129","123","88","55","77","24","38","553","302","44","433","189","169","63","856","970","379","370","212","263","431","108","226","76","9","0","1774","993","818","553","575","128"
"publicpolygonfeature:5:59773","ZIP Code 78163","country:us/state:tx/zip:78163","78163","0","145","198","274","201","87","443","70","376","207","41","0","47","0","72","580","289","430","993","188","633","118","967","1468","494","441","361","42","1222","137","618","47","65","0","3679","906","1707","449","317","18"
