"feature id","feature label","shid","geoid","Workers in Agriculture, Fishing, and Mining who Work From Home (2020-2024)","Workers in Construction who Work From Home (2020-2024)","Workers in Manufacturing who Work From Home (2020-2024)","Workers in Wholesale Trade who Work From Home (2020-2024)","Workers in Retail Trade who Work From Home (2020-2024)","Workers in Transportation who Work From Home (2020-2024)","Workers in Finance and Insurance who Work From Home (2020-2024)","Workers in Information who Work From Home (2020-2024)","Workers in Scientific and Professional who Work From Home (2020-2024)","Workers in Education and Health Care who Work From Home (2020-2024)","Workers in Arts, Food, and Entertainment who Work From Home (2020-2024)","Workers in Public Administration who Work From Home (2020-2024)","Workers in Other Services who Work From Home (2020-2024)","Workers in Armed Forces who Work From Home (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute to Work (2020-2024)","Workers in Construction who Commute to Work (2020-2024)","Workers in Manufacturing who Commute to Work (2020-2024)","Workers in Wholesale Trade who Commute to Work (2020-2024)","Workers in Retail Trade who Commute to Work (2020-2024)","Workers in Transportation who Commute to Work (2020-2024)","Workers in Finance and Insurance who Commute to Work (2020-2024)","Workers in Information who Commute to Work (2020-2024)","Workers in Scientific and Professional who Commute to Work (2020-2024)","Workers in Education and Health Care who Commute to Work (2020-2024)","Workers in Arts, Food, and Entertainment who Commute to Work (2020-2024)","Workers in Public Administration who Commute to Work (2020-2024)","Workers in Other Services who Commute to Work (2020-2024)","Workers in Armed Forces who Commute to Work (2020-2024)","Management, Business, Science, and Arts Occupations Work From Home (2020-2024)","Service Occupations Work From Home (2020-2024)","Sales and Office Occupations Work From Home (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Work From Home (2020-2024)","Production, Transportation, and Material Moving Occupations Work From Home (2020-2024)","Military Occupations Work From Home (2020-2024)","Management, Business, Science, and Arts Occupations Commute to Work (2020-2024)","Service Occupations Commute to Work (2020-2024)","Sales and Office Occupations Commute to Work (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute to Work (2020-2024)","Production, Transportation, and Material Moving Occupations Commute to Work (2020-2024)","Military Occupations Commute to Work (2020-2024)"
"publicpolygonfeature:5:34947","ZIP Code 08062","country:us/state:nj/zip:08062","08062","1","38","265","28","205","38","302","27","566","223","90","121","44","0","47","722","509","184","842","265","517","197","678","1995","340","293","208","0","1454","75","385","1","33","0","3356","798","1326","736","581","0"
"publicpolygonfeature:5:34948","ZIP Code 08063","country:us/state:nj/zip:08063","08063","1","0","25","0","6","0","16","0","51","30","0","0","30","0","0","142","183","35","154","77","50","6","158","293","79","66","96","0","96","28","23","1","11","0","418","271","285","170","195","0"
"publicpolygonfeature:5:34949","ZIP Code 08064","country:us/state:nj/zip:08064","08064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:34951","ZIP Code 08066","country:us/state:nj/zip:08066","08066","0","0","42","18","36","0","20","0","11","91","0","0","7","0","0","133","248","138","515","289","75","66","367","894","135","161","164","0","186","22","17","0","0","0","1097","535","543","162","848","0"
"publicpolygonfeature:5:34952","ZIP Code 08067","country:us/state:nj/zip:08067","08067","20","5","7","10","2","8","33","1","37","12","0","0","10","0","18","58","75","25","56","77","3","3","70","162","47","18","26","0","99","8","35","3","0","0","299","65","102","51","121","0"
"publicpolygonfeature:5:34953","ZIP Code 08068","country:us/state:nj/zip:08068","08068","0","0","6","0","5","0","33","31","66","41","0","53","14","23","0","249","169","27","396","212","84","18","137","676","107","340","120","156","112","26","83","28","23","0","947","396","620","244","404","80"
"publicpolygonfeature:5:34954","ZIP Code 08069","country:us/state:nj/zip:08069","08069","22","25","35","0","45","52","34","66","46","96","0","34","28","0","20","229","594","332","673","623","345","10","510","1080","258","270","97","0","240","31","144","41","27","0","1356","859","1381","420","1025","0"
"publicpolygonfeature:5:34956","ZIP Code 08070","country:us/state:nj/zip:08070","08070","0","22","72","23","7","38","92","0","54","63","0","82","0","0","13","251","493","286","509","638","214","16","374","1215","385","197","142","0","204","25","174","32","18","0","1917","685","1142","360","629","0"
"publicpolygonfeature:5:34957","ZIP Code 08071","country:us/state:nj/zip:08071","08071","9","0","4","0","20","18","139","75","217","152","152","38","52","0","0","405","318","172","492","234","133","80","268","1490","313","200","118","0","584","52","221","9","10","0","1838","617","885","384","499","0"
"publicpolygonfeature:5:34958","ZIP Code 08072","country:us/state:nj/zip:08072","08072","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","2","10","27","16","0","10","0","0","0","0","0","16","27","12","0","10","0"
"publicpolygonfeature:5:34959","ZIP Code 08073","country:us/state:nj/zip:08073","08073","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:34960","ZIP Code 08074","country:us/state:nj/zip:08074","08074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:34961","ZIP Code 08075","country:us/state:nj/zip:08075","08075","0","89","78","29","144","16","466","40","306","395","58","79","102","0","29","1699","1307","355","1398","1345","826","211","1317","3446","984","628","723","87","1057","197","474","8","66","0","5427","2056","2992","1867","2013","0"
"publicpolygonfeature:5:34962","ZIP Code 08077","country:us/state:nj/zip:08077","08077","0","53","164","28","240","69","329","45","343","541","38","72","37","0","24","601","763","234","827","625","569","52","1082","2136","678","483","294","11","1280","56","586","9","28","0","3808","978","1963","778","841","11"
"publicpolygonfeature:5:34963","ZIP Code 08078","country:us/state:nj/zip:08078","08078","0","9","38","0","35","0","56","0","116","46","109","46","50","0","0","355","343","102","628","205","223","27","265","925","249","134","195","0","312","50","136","0","7","0","1184","550","914","416","587","0"
"publicpolygonfeature:5:34964","ZIP Code 08108","country:us/state:nj/zip:08108","08108","0","32","115","75","214","60","418","128","846","612","87","115","106","0","29","320","403","112","785","293","429","133","1268","2191","664","469","252","38","2142","161","429","34","42","0","4128","929","1655","200","436","38"
"publicpolygonfeature:5:34965","ZIP Code 08079","country:us/state:nj/zip:08079","08079","95","3","17","16","44","23","38","12","100","111","14","5","9","0","79","224","305","102","583","542","148","35","357","1019","466","258","183","42","201","70","122","87","7","0","1213","933","836","333","991","37"
"publicpolygonfeature:5:34967","ZIP Code 08080","country:us/state:nj/zip:08080","08080","7","82","261","80","164","99","786","308","1071","807","46","447","52","0","9","895","904","661","1701","756","1174","292","1341","4971","1061","676","559","0","2983","126","921","128","52","0","7654","1919","3475","945","1007","0"
"publicpolygonfeature:5:34968","ZIP Code 08081","country:us/state:nj/zip:08081","08081","16","67","143","38","242","281","449","125","916","883","106","168","83","0","141","1305","1477","459","2715","1741","774","403","2324","6498","1531","1500","1126","46","2179","149","885","56","248","0","9053","3440","5181","1479","2841","46"
"publicpolygonfeature:5:34969","ZIP Code 08083","country:us/state:nj/zip:08083","08083","0","34","66","0","23","6","155","37","248","108","49","40","9","0","0","263","388","188","432","345","241","56","378","1138","339","233","94","20","399","78","272","20","6","0","1516","756","1047","280","512","4"
