"feature id","feature label","shid","geoid","Workers in Agriculture, Fishing, and Mining who Work From Home (2020-2024)","Workers in Construction who Work From Home (2020-2024)","Workers in Manufacturing who Work From Home (2020-2024)","Workers in Wholesale Trade who Work From Home (2020-2024)","Workers in Retail Trade who Work From Home (2020-2024)","Workers in Transportation who Work From Home (2020-2024)","Workers in Finance and Insurance who Work From Home (2020-2024)","Workers in Information who Work From Home (2020-2024)","Workers in Scientific and Professional who Work From Home (2020-2024)","Workers in Education and Health Care who Work From Home (2020-2024)","Workers in Arts, Food, and Entertainment who Work From Home (2020-2024)","Workers in Public Administration who Work From Home (2020-2024)","Workers in Other Services who Work From Home (2020-2024)","Workers in Armed Forces who Work From Home (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute to Work (2020-2024)","Workers in Construction who Commute to Work (2020-2024)","Workers in Manufacturing who Commute to Work (2020-2024)","Workers in Wholesale Trade who Commute to Work (2020-2024)","Workers in Retail Trade who Commute to Work (2020-2024)","Workers in Transportation who Commute to Work (2020-2024)","Workers in Finance and Insurance who Commute to Work (2020-2024)","Workers in Information who Commute to Work (2020-2024)","Workers in Scientific and Professional who Commute to Work (2020-2024)","Workers in Education and Health Care who Commute to Work (2020-2024)","Workers in Arts, Food, and Entertainment who Commute to Work (2020-2024)","Workers in Public Administration who Commute to Work (2020-2024)","Workers in Other Services who Commute to Work (2020-2024)","Workers in Armed Forces who Commute to Work (2020-2024)","Management, Business, Science, and Arts Occupations Work From Home (2020-2024)","Service Occupations Work From Home (2020-2024)","Sales and Office Occupations Work From Home (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Work From Home (2020-2024)","Production, Transportation, and Material Moving Occupations Work From Home (2020-2024)","Military Occupations Work From Home (2020-2024)","Management, Business, Science, and Arts Occupations Commute to Work (2020-2024)","Service Occupations Commute to Work (2020-2024)","Sales and Office Occupations Commute to Work (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute to Work (2020-2024)","Production, Transportation, and Material Moving Occupations Commute to Work (2020-2024)","Military Occupations Commute to Work (2020-2024)"
"publicpolygonfeature:5:63590","ZIP Code 94401","country:us/state:ca/zip:94401","94401","0","83","227","39","348","2","367","253","1653","656","101","99","52","0","117","1391","760","566","1648","1069","760","435","3253","2574","1136","387","663","0","3020","264","542","21","33","0","5929","3153","2429","1723","1525","0"
"publicpolygonfeature:5:63592","ZIP Code 94402","country:us/state:ca/zip:94402","94402","0","80","378","40","169","114","422","438","1435","512","105","68","10","0","13","406","582","166","837","356","789","474","1899","2156","603","336","401","0","3072","112","479","60","48","0","5617","1281","1411","278","431","0"
"publicpolygonfeature:5:63593","ZIP Code 94403","country:us/state:ca/zip:94403","94403","31","25","557","72","468","236","515","702","2213","798","155","53","146","0","55","748","1458","385","1326","887","983","1040","3606","4285","1343","572","713","0","4309","272","1077","79","234","0","10318","2549","2477","946","1111","0"
"publicpolygonfeature:5:63594","ZIP Code 94404","country:us/state:ca/zip:94404","94404","0","107","523","90","355","163","631","895","2433","690","182","106","80","0","0","414","1862","236","629","659","982","800","3192","2145","485","317","463","61","5047","212","719","139","138","0","8873","971","1604","317","480","0"
"publicpolygonfeature:5:63595","ZIP Code 94501","country:us/state:ca/zip:94501","94501","52","113","985","103","600","431","959","824","3409","1690","297","431","382","12","92","1217","2410","374","1964","1082","1097","484","3264","5362","1777","940","1089","491","8164","416","1311","120","271","6","11861","3309","3659","1000","1596","218"
"publicpolygonfeature:5:63596","ZIP Code 94502","country:us/state:ca/zip:94502","94502","0","10","201","35","81","133","373","52","578","395","142","83","121","0","0","135","463","227","173","247","248","65","942","967","276","185","131","59","1845","48","225","0","86","0","2827","291","649","155","163","33"
"publicpolygonfeature:5:63598","ZIP Code 94509","country:us/state:ca/zip:94509","94509","0","144","280","17","132","149","242","62","776","532","150","324","109","0","149","3433","1618","384","3588","2106","1099","246","3543","6786","3296","1044","1486","155","1675","462","601","52","127","0","7894","7509","5857","3745","3928","0"
"publicpolygonfeature:5:63599","ZIP Code 94505","country:us/state:ca/zip:94505","94505","0","225","139","30","128","143","154","30","404","144","0","17","103","0","58","658","345","88","468","441","347","98","793","978","276","509","220","0","862","85","524","15","31","0","2411","890","972","678","328","0"
"publicpolygonfeature:5:63600","ZIP Code 94506","country:us/state:ca/zip:94506","94506","17","153","385","138","430","120","854","427","1485","573","86","22","72","0","33","455","891","153","481","313","736","204","1207","1689","441","313","354","0","3726","66","858","82","30","0","5032","649","1238","205","146","0"
"publicpolygonfeature:5:63601","ZIP Code 94507","country:us/state:ca/zip:94507","94507","10","59","100","8","100","58","566","44","795","167","0","5","109","0","0","172","292","91","596","153","582","125","825","1062","244","13","160","0","1590","114","305","0","12","0","2660","256","969","112","318","0"
"publicpolygonfeature:5:63605","ZIP Code 94511","country:us/state:ca/zip:94511","94511","0","12","0","0","47","0","0","0","0","0","0","0","0","0","0","273","0","0","0","0","0","0","0","47","21","0","0","0","12","0","47","0","0","0","77","21","0","243","0","0"
"publicpolygonfeature:5:63607","ZIP Code 94518","country:us/state:ca/zip:94518","94518","0","68","205","122","107","64","370","149","810","213","97","100","195","0","9","642","517","169","1077","499","693","362","1438","2841","1222","398","718","0","1571","314","545","0","70","0","4672","2567","1672","780","894","0"
"publicpolygonfeature:5:63608","ZIP Code 94519","country:us/state:ca/zip:94519","94519","57","32","42","54","146","77","203","71","463","294","55","99","152","0","69","892","307","143","754","292","388","179","959","1395","763","305","796","0","1003","208","276","78","180","0","2458","1580","1525","844","835","0"
