"feature id","feature label","shid","geoid","Workers in Agriculture, Fishing, and Mining who Work From Home (2020-2024)","Workers in Construction who Work From Home (2020-2024)","Workers in Manufacturing who Work From Home (2020-2024)","Workers in Wholesale Trade who Work From Home (2020-2024)","Workers in Retail Trade who Work From Home (2020-2024)","Workers in Transportation who Work From Home (2020-2024)","Workers in Finance and Insurance who Work From Home (2020-2024)","Workers in Information who Work From Home (2020-2024)","Workers in Scientific and Professional who Work From Home (2020-2024)","Workers in Education and Health Care who Work From Home (2020-2024)","Workers in Arts, Food, and Entertainment who Work From Home (2020-2024)","Workers in Public Administration who Work From Home (2020-2024)","Workers in Other Services who Work From Home (2020-2024)","Workers in Armed Forces who Work From Home (2020-2024)","Workers in Agriculture, Fishing, and Mining who Commute to Work (2020-2024)","Workers in Construction who Commute to Work (2020-2024)","Workers in Manufacturing who Commute to Work (2020-2024)","Workers in Wholesale Trade who Commute to Work (2020-2024)","Workers in Retail Trade who Commute to Work (2020-2024)","Workers in Transportation who Commute to Work (2020-2024)","Workers in Finance and Insurance who Commute to Work (2020-2024)","Workers in Information who Commute to Work (2020-2024)","Workers in Scientific and Professional who Commute to Work (2020-2024)","Workers in Education and Health Care who Commute to Work (2020-2024)","Workers in Arts, Food, and Entertainment who Commute to Work (2020-2024)","Workers in Public Administration who Commute to Work (2020-2024)","Workers in Other Services who Commute to Work (2020-2024)","Workers in Armed Forces who Commute to Work (2020-2024)","Management, Business, Science, and Arts Occupations Work From Home (2020-2024)","Service Occupations Work From Home (2020-2024)","Sales and Office Occupations Work From Home (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Work From Home (2020-2024)","Production, Transportation, and Material Moving Occupations Work From Home (2020-2024)","Military Occupations Work From Home (2020-2024)","Management, Business, Science, and Arts Occupations Commute to Work (2020-2024)","Service Occupations Commute to Work (2020-2024)","Sales and Office Occupations Commute to Work (2020-2024)","Natural Resources, Construction, and Maintenance Occupations Commute to Work (2020-2024)","Production, Transportation, and Material Moving Occupations Commute to Work (2020-2024)","Military Occupations Commute to Work (2020-2024)"
"publicpolygonfeature:5:41668","ZIP Code 33069","country:us/state:fl/zip:33069","33069","0","7","16","38","248","26","623","20","459","180","81","19","55","0","59","1257","642","469","1238","1007","660","137","1273","1692","944","182","710","0","1032","75","560","95","10","0","3557","1437","2237","1345","1694","0"
"publicpolygonfeature:5:41673","ZIP Code 33071","country:us/state:fl/zip:33071","33071","0","143","82","262","265","146","604","70","1114","740","287","102","45","0","47","1219","829","776","2469","1050","1422","347","2149","3697","1850","1012","874","0","2135","475","1065","63","122","0","7418","3131","4317","1250","1625","0"
"publicpolygonfeature:5:41677","ZIP Code 33073","country:us/state:fl/zip:33073","33073","0","130","180","161","322","65","447","73","609","758","44","46","17","0","44","1063","555","500","2068","384","1284","244","2304","3008","1487","953","926","0","1632","141","608","172","299","0","6214","2696","3527","978","1405","0"
"publicpolygonfeature:5:41703","ZIP Code 33076","country:us/state:fl/zip:33076","33076","0","128","418","324","279","159","821","550","1887","441","271","276","142","0","3","965","1315","459","2243","1070","1302","103","2726","4205","943","701","229","0","4393","181","1014","15","93","0","9636","1841","2636","398","1753","0"
"publicpolygonfeature:5:41718","ZIP Code 33101","country:us/state:fl/zip:33101","33101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"publicpolygonfeature:5:41719","ZIP Code 33109","country:us/state:fl/zip:33109","33109","0","25","0","17","0","0","31","0","40","74","43","0","24","0","0","0","0","0","0","0","20","0","40","0","0","0","0","0","189","48","17","0","0","0","60","0","0","0","0","0"
"publicpolygonfeature:5:41784","ZIP Code 33122","country:us/state:fl/zip:33122","33122","0","0","0","0","12","0","6","0","129","7","0","0","0","0","0","18","39","42","134","234","165","0","197","150","0","34","20","23","140","0","0","0","14","0","462","85","243","18","225","23"
"publicpolygonfeature:5:41793","ZIP Code 33125","country:us/state:fl/zip:33125","33125","5","270","0","27","152","14","261","29","421","401","143","88","329","0","95","3796","1096","364","2733","2270","883","322","2864","3885","4300","757","2355","0","841","466","422","312","99","0","6039","7235","5039","4148","3259","0"
"publicpolygonfeature:5:41796","ZIP Code 33126","country:us/state:fl/zip:33126","33126","0","256","44","70","366","247","261","59","523","477","142","0","225","0","131","2057","1232","780","2510","2651","1382","429","2375","4395","2896","485","1064","0","1185","324","523","261","377","0","5710","5203","5550","2779","3145","0"
"publicpolygonfeature:5:41799","ZIP Code 33127","country:us/state:fl/zip:33127","33127","0","174","57","28","0","54","169","12","129","88","134","38","13","0","208","1801","289","143","979","608","240","33","1152","1776","1108","485","543","36","541","111","100","120","24","0","1575","2956","1618","2346","870","36"
